S0_0_0_0,S0_0_1_0,S0_1_0_0,S0_1_1_0,R0_0,R0_1,Sample_0,Sample_1,Recover_0,Recover_1,Stop_time_0,Time_of_interest_0,nSampled_tips_0,R2S_0,R2S_1,Total_S0_0,Total_S0_1,Infect_0,Infect_1,VisitDepart_0_0,VisitDepart_0_1,VisitDepart_1_0,VisitDepart_1_1,VisitReturn_0_0,VisitReturn_0_1,VisitReturn_1_0,VisitReturn_1_1,VisitStationaryFreqs_0_0,VisitStationaryFreqs_0_1,VisitStationaryFreqs_1_0,VisitStationaryFreqs_1_1,VisitApproxInfect_0_0,VisitApproxInfect_0_1,VisitApproxInfect_1_0,VisitApproxInfect_1_1,StartState_0,StartState_1,actual_sim_time_0,SampleCount_0,SampleCount_1,total_sampled_0,num_sampled_per_capita_0,num_sampled_per_capita_1,Prevalence_0,Prevalence_1,per_capita_prevalence_at_t_0,per_capita_prevalence_at_t_1,final_Susceptible_0_0_0,final_Susceptible_0_1_0,final_Susceptible_1_0_0,final_Susceptible_1_1_0,final_Contagious_0_0_0,final_Contagious_0_1_0,final_Contagious_1_0_0,final_Contagious_1_1_0,final_Recovered_0_0_0,final_Recovered_0_1_0,final_Recovered_1_0_0,final_Recovered_1_1_0,most_recent_tip_age_0,log_R0_0,log_R0_1,log_Sample_0,log_Sample_1,log_Recover_0,log_Recover_1,log_VisitDepart_0_0,log_VisitDepart_0_1,log_VisitDepart_1_0,log_VisitDepart_1_1,log_VisitReturn_0_0,log_VisitReturn_0_1,log_VisitReturn_1_0,log_VisitReturn_1_1,log_Infect_0,log_Infect_1
100000000,0,0,100000000,8.793010918,8.793010918,0.013725315,0.013725315,0.3049177251,0.3049177251,3.9963470837,3.7749636738,499,0.0,0.0,100000000,100000000,2.8e-08,2.8e-08,0.0182469767,0.0182469767,0.0182469767,0.0182469767,0.1731694363,0.1731694363,0.1731694363,0.1731694363,0.9046739181,0.0953260819,0.0953260819,0.9046739181,2.53e-08,2.7e-09,2.7e-09,2.53e-08,0,1,3.9963470837,865.0,1774.0,2639.0,8.65e-06,1.774e-05,9276.081430775,18479.0703134129,9.27608e-05,0.0001847907,99980320.0,0.0,0.0,99965229.0,13811.0,2738.0,1512.0,27733.0,3132.0,0.0,0.0,5526.0,0.0,2.1739571921,2.1739571921,-4.2885133445,-4.2885133445,-1.1877132925,-1.1877132925,-4.0037558747,-4.0037558747,-4.0037558747,-4.0037558747,-1.7534847629,-1.7534847629,-1.7534847629,-1.7534847629,-17.3904073513,-17.3904073513
