S0_0_0_0,S0_0_1_0,S0_1_0_0,S0_1_1_0,R0_0,R0_1,Sample_0,Sample_1,Recover_0,Recover_1,Stop_time_0,Time_of_interest_0,nSampled_tips_0,R2S_0,R2S_1,Total_S0_0,Total_S0_1,Infect_0,Infect_1,VisitDepart_0_0,VisitDepart_0_1,VisitDepart_1_0,VisitDepart_1_1,VisitReturn_0_0,VisitReturn_0_1,VisitReturn_1_0,VisitReturn_1_1,VisitStationaryFreqs_0_0,VisitStationaryFreqs_0_1,VisitStationaryFreqs_1_0,VisitStationaryFreqs_1_1,VisitApproxInfect_0_0,VisitApproxInfect_0_1,VisitApproxInfect_1_0,VisitApproxInfect_1_1,StartState_0,StartState_1,actual_sim_time_0,SampleCount_0,SampleCount_1,total_sampled_0,num_sampled_per_capita_0,num_sampled_per_capita_1,Prevalence_0,Prevalence_1,per_capita_prevalence_at_t_0,per_capita_prevalence_at_t_1,final_Susceptible_0_0_0,final_Susceptible_0_1_0,final_Susceptible_1_0_0,final_Susceptible_1_1_0,final_Contagious_0_0_0,final_Contagious_0_1_0,final_Contagious_1_0_0,final_Contagious_1_1_0,final_Recovered_0_0_0,final_Recovered_0_1_0,final_Recovered_1_0_0,final_Recovered_1_1_0,most_recent_tip_age_0,log_R0_0,log_R0_1,log_Sample_0,log_Sample_1,log_Recover_0,log_Recover_1,log_VisitDepart_0_0,log_VisitDepart_0_1,log_VisitDepart_1_0,log_VisitDepart_1_1,log_VisitReturn_0_0,log_VisitReturn_0_1,log_VisitReturn_1_0,log_VisitReturn_1_1,log_Infect_0,log_Infect_1
100000000,0,0,100000000,6.0336477246,6.0336477246,0.031986939,0.031986939,0.7121106612,0.7121106612,3.9968358927,3.5823883038,499,0.0,0.0,100000000,100000000,4.49e-08,4.49e-08,0.0312323014,0.0312323014,0.0312323014,0.0312323014,0.8607487316,0.8607487316,0.8607487316,0.8607487316,0.9649854646,0.0350145354,0.0350145354,0.9649854646,4.33e-08,1.6e-09,1.6e-09,4.33e-08,0,0,3.9968358927,8736.0,1454.0,10190.0,8.736e-05,1.454e-05,33066.6553537239,4947.7107454326,0.0003306666,4.94771e-05,99818053.0,0.0,0.0,99965677.0,142842.0,1503.0,4462.0,23052.0,37603.0,0.0,0.0,6809.0,0.0,1.7973517573,1.7973517573,-3.4424276173,-3.4424276173,-0.3395219567,-0.3395219567,-3.4663024179,-3.4663024179,-3.4663024179,-3.4663024179,-0.1499526504,-0.1499526504,-0.1499526504,-0.1499526504,-16.9189120565,-16.9189120565
