Iteration	Posterior	Likelihood	Prior	clado_prob	clado_rates[1]	clado_rates[2]	clado_rates[3]	clado_rates[4]	clado_rates[5]	clado_rates[6]	clado_rates[7]	clado_rates[8]	clado_rates[9]	clado_rates[10]	clado_rates[11]	clado_rates[12]	clado_rates[13]	clado_rates[14]	clado_rates[15]	clado_rates[16]	clado_rates[17]	clado_rates[18]	clado_rates[19]	clado_rates[20]	clado_rates[21]	clado_rates[22]	clado_rates[23]	clado_rates[24]	clado_rates[25]	clado_rates[26]	clado_rates[27]	clado_rates[28]	clado_rates[29]	clado_rates[30]	clado_rates[31]	clado_rates[32]	clado_rates[33]	clado_rates[34]	clado_rates[35]	clado_rates[36]	clado_rates[37]	clado_rates[38]	clado_rates[39]	clado_rates[40]	clado_rates[41]	clado_rates[42]	clado_rates[43]	clado_rates[44]	clado_rates[45]	R_0[1]	R_0[2]	R_0[3]	R_0[4]	R_0[5]	R_0_param[1]	R_0_param[2]	R_0_param[3]	R_0_param[4]	R_0_param[5]	sum_rates[1]	sum_rates[2]	sum_rates[3]	sum_rates[4]	sum_rates[5]
2120	-843.1632	-1041.691	198.5273	0.01839659	0.0938551	0.000206054	0.000206054	0.000207657	0.000207657	0.00018783	0.00018783	0.000198188	0.000198188	0.000560828	0.000560828	0.224352	0.000529671	0.000529671	0.0004791	0.0004791	0.000505519	0.000505519	0.00035185	0.00035185	0.000329738	0.000329738	0.141848	0.000300576	0.000300576	0.00031715	0.00031715	0.000475839	0.000475839	0.000445936	0.000445936	0.000449404	0.000449404	0.173518	0.000428911	0.000428911	0.000525596	0.000525596	0.000492565	0.000492565	0.000496396	0.000496396	0.000449002	0.000449002	0.202231	0.81272	2.07301	1.30056	1.75886	1.94278	0.81272	2.07301	1.30056	1.75886	1.94278	0.0954546	0.228502	0.144447	0.177118	0.206158
2130	-836.5553	-1041.198	204.6428	0.02131004	0.107759	0.000274861	0.000274861	0.000276999	0.000276999	0.000250552	0.000250552	0.000264368	0.000264368	0.000642128	0.000642128	0.221097	0.000606454	0.000606454	0.000548551	0.000548551	0.0005788	0.0005788	0.000402594	0.000402594	0.000377293	0.000377293	0.139699	0.000343925	0.000343925	0.00036289	0.00036289	0.000573231	0.000573231	0.000537206	0.000537206	0.000541385	0.000541385	0.179919	0.000516698	0.000516698	0.000573623	0.000573623	0.000537574	0.000537574	0.000541755	0.000541755	0.00049003	0.00049003	0.18997	0.935892	2.04902	1.28467	1.82917	1.83042	0.935892	2.04902	1.28467	1.82917	1.83042	0.109892	0.225849	0.142673	0.184256	0.194256
2140	-842.1786	-1042.971	200.7921	0.0233212	0.12044	0.000336894	0.000336894	0.000339514	0.000339514	0.000307098	0.000307098	0.000324033	0.000324033	0.00073118	0.00073118	0.229576	0.000690559	0.000690559	0.000624626	0.000624626	0.00065907	0.00065907	0.000512717	0.000512717	0.000480496	0.000480496	0.162235	0.000438	0.000438	0.000462152	0.000462152	0.000586036	0.000586036	0.000549207	0.000549207	0.000553479	0.000553479	0.16773	0.000528241	0.000528241	0.000687441	0.000687441	0.000644239	0.000644239	0.00064925	0.00064925	0.000587261	0.000587261	0.207603	1.04819	2.13198	1.49498	1.70877	2.00444	1.04819	2.13198	1.49498	1.70877	2.00444	0.123055	0.234987	0.166022	0.172164	0.212739
2150	-841.4016	-1045.769	204.3669	0.02710725	0.133039	0.000434232	0.000434232	0.000437609	0.000437609	0.000395827	0.000395827	0.000417654	0.000417654	0.000782665	0.000782665	0.210599	0.000739183	0.000739183	0.000668608	0.000668608	0.000705477	0.000705477	0.000497936	0.000497936	0.000466643	0.000466643	0.135027	0.000425372	0.000425372	0.000448829	0.000448829	0.000700112	0.000700112	0.000656114	0.000656114	0.000661217	0.000661217	0.171725	0.000631066	0.000631066	0.000777579	0.000777579	0.000728713	0.000728713	0.00073438	0.00073438	0.000664264	0.000664264	0.201243	1.16234	1.96336	1.2491	1.75627	1.9506	1.16234	1.96336	1.2491	1.75627	1.9506	0.13641	0.216391	0.138704	0.177022	0.207053
2160	-838.9653	-1044.122	205.1567	0.03229136	0.114211	0.000446448	0.000446448	0.000449921	0.000449921	0.000406963	0.000406963	0.000429405	0.000429405	0.000975604	0.000975604	0.219196	0.000921404	0.000921404	0.00083343	0.00083343	0.000879388	0.000879388	0.00061589	0.00061589	0.000577185	0.000577185	0.139453	0.000526137	0.000526137	0.00055515	0.00055515	0.00090509	0.00090509	0.00084821	0.00084821	0.000854807	0.000854807	0.185368	0.000815829	0.000815829	0.00087076	0.00087076	0.000816038	0.000816038	0.000822385	0.000822385	0.000743866	0.000743866	0.188172	1.00319	2.05445	1.29696	1.90596	1.83367	1.00319	2.05445	1.29696	1.90596	1.83367	0.117676	0.226416	0.144002	0.192216	0.194678
2170	-850.2485	-1043.737	193.488	0.01688095	0.130117	0.000261725	0.000261725	0.000263761	0.000263761	0.000238578	0.000238578	0.000251733	0.000251733	0.000506634	0.000506634	0.22121	0.000478488	0.000478488	0.000432803	0.000432803	0.000456669	0.000456669	0.000300512	0.000300512	0.000281627	0.000281627	0.132232	0.000256719	0.000256719	0.000270875	0.000270875	0.00041515	0.00041515	0.00038906	0.00038906	0.000392086	0.000392086	0.165234	0.000374207	0.000374207	0.000484388	0.000484388	0.000453946	0.000453946	0.000457477	0.000457477	0.000413798	0.000413798	0.203423	1.12498	2.04083	1.21053	1.67231	1.95121	1.12498	2.04083	1.21053	1.67231	1.95121	0.132148	0.224959	0.134452	0.168375	0.207042
2180	-848.3968	-1043.425	195.0282	0.02313483	0.117852	0.000326956	0.000326956	0.000329499	0.000329499	0.000298039	0.000298039	0.000314474	0.000314474	0.000759844	0.000759844	0.240544	0.00071763	0.00071763	0.000649113	0.000649113	0.000684907	0.000684907	0.00056423	0.00056423	0.000528771	0.000528771	0.180008	0.000482005	0.000482005	0.000508585	0.000508585	0.000597542	0.000597542	0.00055999	0.00055999	0.000564345	0.000564345	0.172434	0.000538612	0.000538612	0.000642945	0.000642945	0.000602539	0.000602539	0.000607226	0.000607226	0.000549249	0.000549249	0.195767	1.02546	2.2334	1.65844	1.75635	1.8898	1.02546	2.2334	1.65844	1.75635	1.8898	0.12039	0.246167	0.184175	0.176955	0.200571
2190	-846.767	-1043.21	196.4432	0.02759308	0.0896192	0.000297903	0.000297903	0.00030022	0.00030022	0.000271556	0.000271556	0.00028653	0.00028653	0.00087982	0.00087982	0.232457	0.000830941	0.000830941	0.000751605	0.000751605	0.000793051	0.000793051	0.000633104	0.000633104	0.000593317	0.000593317	0.168574	0.000540843	0.000540843	0.000570666	0.000570666	0.000694987	0.000694987	0.00065131	0.00065131	0.000656376	0.000656376	0.167383	0.000626446	0.000626446	0.000743742	0.000743742	0.000697002	0.000697002	0.000702423	0.000702423	0.000635357	0.000635357	0.189002	0.783379	2.16822	1.56021	1.71272	1.83287	0.783379	2.16822	1.56021	1.71272	1.83287	0.0919317	0.238968	0.173249	0.172641	0.194559
2200	-844.235	-1046.57	202.335	0.03020569	0.142861	0.000521246	0.000521246	0.000525301	0.000525301	0.000475146	0.000475146	0.000501347	0.000501347	0.000982108	0.000982108	0.236402	0.000927546	0.000927546	0.000838987	0.000838987	0.000885251	0.000885251	0.000671635	0.000671635	0.000629426	0.000629426	0.162926	0.000573758	0.000573758	0.000605397	0.000605397	0.000761236	0.000761236	0.000713397	0.000713397	0.000718945	0.000718945	0.167031	0.000686162	0.000686162	0.000769796	0.000769796	0.000721419	0.000721419	0.00072703	0.00072703	0.000657615	0.000657615	0.178223	1.25214	2.21095	1.51201	1.71372	1.73299	1.25214	2.21095	1.51201	1.71372	1.73299	0.146907	0.24367	0.167886	0.17279	0.183975
2210	-844.326	-1048.5	204.1736	0.03730097	0.138789	0.000629951	0.000629951	0.000634851	0.000634851	0.000574237	0.000574237	0.000605902	0.000605902	0.00103929	0.00103929	0.201099	0.000981556	0.000981556	0.000887839	0.000887839	0.000936798	0.000936798	0.000591427	0.000591427	0.000554259	0.000554259	0.115329	0.000505239	0.000505239	0.0005331	0.0005331	0.000942585	0.000942585	0.000883348	0.000883348	0.000890219	0.000890219	0.166256	0.000849626	0.000849626	0.000943254	0.000943254	0.000883976	0.000883976	0.000890851	0.000890851	0.000805795	0.000805795	0.175548	1.22542	1.89464	1.07818	1.71834	1.71956	1.22542	1.89464	1.07818	1.71834	1.71956	0.143679	0.20879	0.119697	0.173387	0.182596
2220	-837.0066	-1043.279	206.2728	0.02455453	0.108974	0.000321346	0.000321346	0.000323845	0.000323845	0.000292925	0.000292925	0.000309078	0.000309078	0.000706997	0.000706997	0.210567	0.00066772	0.00066772	0.000603967	0.000603967	0.000637272	0.000637272	0.000479356	0.000479356	0.000449231	0.000449231	0.143879	0.0004095	0.0004095	0.000432081	0.000432081	0.000649704	0.000649704	0.000608874	0.000608874	0.00061361	0.00061361	0.17639	0.000585629	0.000585629	0.000700107	0.000700107	0.000656109	0.000656109	0.000661212	0.000661212	0.000598081	0.000598081	0.200555	0.949595	1.95792	1.3275	1.79926	1.93884	0.949595	1.95792	1.3275	1.79926	1.93884	0.111468	0.215799	0.147419	0.181305	0.205786
2230	-844.4458	-1047.728	203.2821	0.03552957	0.0941613	0.000406345	0.000406345	0.000409506	0.000409506	0.000370407	0.000370407	0.000390833	0.000390833	0.00100574	0.00100574	0.204684	0.000949862	0.000949862	0.000859172	0.000859172	0.000906549	0.000906549	0.000850918	0.000850918	0.000797442	0.000797442	0.174523	0.000726915	0.000726915	0.000766999	0.000766999	0.000843505	0.000843505	0.000790495	0.000790495	0.000796644	0.000796644	0.156485	0.000760317	0.000760317	0.00102722	0.00102722	0.000962666	0.000962666	0.000970154	0.000970154	0.000877526	0.000877526	0.201076	0.829856	1.92488	1.62857	1.61438	1.966	0.829856	1.92488	1.62857	1.61438	1.966	0.0973155	0.212127	0.180808	0.162867	0.208751
2240	-848.9119	-1047.715	198.8034	0.03138092	0.103856	0.000394154	0.000394154	0.000397219	0.000397219	0.000359294	0.000359294	0.000379107	0.000379107	0.000988423	0.000988423	0.228735	0.000933511	0.000933511	0.000844381	0.000844381	0.000890943	0.000890943	0.000557281	0.000557281	0.000522259	0.000522259	0.129965	0.000476069	0.000476069	0.000502321	0.000502321	0.000906977	0.000906977	0.000849979	0.000849979	0.00085659	0.00085659	0.191324	0.00081753	0.00081753	0.000806729	0.000806729	0.000756031	0.000756031	0.000761911	0.000761911	0.000689166	0.000689166	0.179561	0.911376	2.14184	1.20758	1.96535	1.74812	0.911376	2.14184	1.20758	1.96535	1.74812	0.106916	0.236049	0.134081	0.198186	0.185589
2250	-843.4324	-1054.911	211.479	0.02469069	0.154102	0.000457005	0.000457005	0.000460559	0.000460559	0.000416586	0.000416586	0.000439558	0.000439558	0.000815304	0.000815304	0.241452	0.000770009	0.000770009	0.000696491	0.000696491	0.000734897	0.000734897	0.000424666	0.000424666	0.000397978	0.000397978	0.126743	0.00036278	0.00036278	0.000382784	0.000382784	0.000636728	0.000636728	0.000596713	0.000596713	0.000601354	0.000601354	0.171889	0.000573933	0.000573933	0.000590222	0.000590222	0.00055313	0.00055313	0.000557432	0.000557432	0.00050421	0.00050421	0.168121	1.34303	2.24541	1.16956	1.7536	1.62552	1.34303	2.24541	1.16956	1.7536	1.62552	0.157649	0.247485	0.129879	0.176707	0.172531
2260	-846.7811	-1049.256	202.4751	0.04408084	0.0848312	0.000458254	0.000458254	0.000461818	0.000461818	0.000417725	0.000417725	0.000440759	0.000440759	0.0013743	0.0013743	0.223437	0.00129795	0.00129795	0.00117403	0.00117403	0.00123876	0.00123876	0.000721897	0.000721897	0.00067653	0.00067653	0.11828	0.000616696	0.000616696	0.000650702	0.000650702	0.0010571	0.0010571	0.000990668	0.000990668	0.000998373	0.000998373	0.156666	0.000952848	0.000952848	0.00120715	0.00120715	0.00113129	0.00113129	0.00114008	0.00114008	0.00103123	0.00103123	0.188768	0.754316	2.12002	1.11361	1.63071	1.86217	0.754316	2.12002	1.11361	1.63071	1.86217	0.0883883	0.233607	0.123612	0.164664	0.197788
2270	-847.0498	-1049.286	202.2364	0.04646197	0.102635	0.000585837	0.000585837	0.000590394	0.000590394	0.000534025	0.000534025	0.000563472	0.000563472	0.00132221	0.00132221	0.203443	0.00124876	0.00124876	0.00112953	0.00112953	0.00119182	0.00119182	0.000957482	0.000957482	0.00089731	0.00089731	0.14847	0.00081795	0.00081795	0.000863054	0.000863054	0.00117377	0.00117377	0.00110001	0.00110001	0.00110856	0.00110856	0.16463	0.00105801	0.00105801	0.00109644	0.00109644	0.00102754	0.00102754	0.00103553	0.00103553	0.00093666	0.00093666	0.162265	0.914906	1.93514	1.40134	1.71789	1.60471	0.914906	1.93514	1.40134	1.71789	1.60471	0.107183	0.213228	0.155541	0.173511	0.170457
2280	-839.0679	-1042.266	203.1982	0.02930979	0.100735	0.000356314	0.000356314	0.000359086	0.000359086	0.000324801	0.000324801	0.000342712	0.000342712	0.000875344	0.000875344	0.217344	0.000826714	0.000826714	0.000747781	0.000747781	0.000789016	0.000789016	0.000672289	0.000672289	0.000630039	0.000630039	0.168225	0.000574317	0.000574317	0.000605987	0.000605987	0.000747738	0.000747738	0.000700746	0.000700746	0.000706197	0.000706197	0.16924	0.000673995	0.000673995	0.000792429	0.000792429	0.000742629	0.000742629	0.000748405	0.000748405	0.000676949	0.000676949	0.189245	0.8821	2.03084	1.55974	1.73478	1.83847	0.8821	2.03084	1.55974	1.73478	1.83847	0.103501	0.223822	0.17319	0.174897	0.195166
2290	-836.4354	-1041.959	205.5232	0.027487	0.107214	0.000354981	0.000354981	0.000357742	0.000357742	0.000323586	0.000323586	0.000341429	0.000341429	0.000872127	0.000872127	0.231339	0.000823676	0.000823676	0.000745033	0.000745033	0.000786117	0.000786117	0.000555636	0.000555636	0.000520717	0.000520717	0.148534	0.000474664	0.000474664	0.000500838	0.000500838	0.000701327	0.000701327	0.000657252	0.000657252	0.000662364	0.000662364	0.16958	0.000632161	0.000632161	0.000755608	0.000755608	0.000708122	0.000708122	0.00071363	0.00071363	0.000645494	0.000645494	0.19278	0.937076	2.15755	1.37459	1.73501	1.8693	0.937076	2.15755	1.37459	1.73501	1.8693	0.109969	0.237793	0.152637	0.174886	0.198426
2300	-840.2296	-1042.907	202.6771	0.01925046	0.108418	0.00024929	0.00024929	0.000251229	0.000251229	0.000227242	0.000227242	0.000239773	0.000239773	0.000565622	0.000565622	0.216045	0.000534198	0.000534198	0.000483194	0.000483194	0.000509839	0.000509839	0.000340548	0.000340548	0.000319146	0.000319146	0.131087	0.00029092	0.00029092	0.000306962	0.000306962	0.000499204	0.000499204	0.000467832	0.000467832	0.00047147	0.00047147	0.173812	0.000449972	0.000449972	0.000565193	0.000565193	0.000529674	0.000529674	0.000533793	0.000533793	0.000482828	0.000482828	0.20764	0.939639	1.99799	1.20294	1.76338	1.99648	0.939639	1.99799	1.20294	1.76338	1.99648	0.110353	0.220231	0.133603	0.177589	0.211863
2310	-842.9159	-1047.061	204.1452	0.02676263	0.11937	0.000384528	0.000384528	0.000387519	0.000387519	0.000350519	0.000350519	0.000369848	0.000369848	0.000868466	0.000868466	0.23678	0.000820218	0.000820218	0.000741905	0.000741905	0.000782816	0.000782816	0.000613776	0.000613776	0.000575204	0.000575204	0.168642	0.000524332	0.000524332	0.000553245	0.000553245	0.00076884	0.00076884	0.000720523	0.000720523	0.000726127	0.000726127	0.191079	0.000693016	0.000693016	0.000661171	0.000661171	0.00061962	0.00061962	0.000624439	0.000624439	0.000564819	0.000564819	0.173381	1.04255	2.20665	1.55952	1.95351	1.67994	1.04255	2.20665	1.55952	1.95351	1.67994	0.122355	0.243206	0.173175	0.196896	0.178321
2320	-844.9884	-1046.608	201.6193	0.01797986	0.0904845	0.000194071	0.000194071	0.000195581	0.000195581	0.000176907	0.000176907	0.000186663	0.000186663	0.000544478	0.000544478	0.222955	0.00051423	0.00051423	0.000465132	0.000465132	0.000490781	0.000490781	0.000325293	0.000325293	0.00030485	0.00030485	0.134238	0.000277888	0.000277888	0.000293212	0.000293212	0.000468327	0.000468327	0.000438895	0.000438895	0.000442308	0.000442308	0.174811	0.00042214	0.00042214	0.000502778	0.000502778	0.000471182	0.000471182	0.000474846	0.000474846	0.000429509	0.000429509	0.19802	0.7832	2.05922	1.23026	1.77122	1.90151	0.7832	2.05922	1.23026	1.77122	1.90151	0.0919909	0.226984	0.13664	0.178354	0.201776
2330	-839.9595	-1047.501	207.5415	0.042955	0.108901	0.00057258	0.00057258	0.000577033	0.000577033	0.00052194	0.00052194	0.000550721	0.000550721	0.00117767	0.00117767	0.196718	0.00111225	0.00111225	0.00100605	0.00100605	0.00106153	0.00106153	0.000791281	0.000791281	0.000741553	0.000741553	0.133204	0.000675968	0.000675968	0.000713243	0.000713243	0.00117414	0.00117414	0.00110035	0.00110035	0.00110891	0.00110891	0.178782	0.00105834	0.00105834	0.00116247	0.00116247	0.00108942	0.00108942	0.00109789	0.00109789	0.000993067	0.000993067	0.186766	0.967208	1.86432	1.25264	1.85872	1.84025	0.967208	1.86432	1.25264	1.85872	1.84025	0.113346	0.205433	0.139048	0.187665	0.195452
2340	-847.1962	-1048.24	201.0437	0.04549087	0.103746	0.00057921	0.00057921	0.000583715	0.000583715	0.000527983	0.000527983	0.000557098	0.000557098	0.00142993	0.00142993	0.224943	0.00135049	0.00135049	0.00122155	0.00122155	0.00128891	0.00128891	0.00102941	0.00102941	0.000964715	0.000964715	0.163196	0.000879394	0.000879394	0.000927886	0.000927886	0.00117048	0.00117048	0.00109692	0.00109692	0.00110545	0.00110545	0.167844	0.00105505	0.00105505	0.00121253	0.00121253	0.00113632	0.00113632	0.00114516	0.00114516	0.00103583	0.00103583	0.183461	0.923866	2.13747	1.53876	1.74964	1.81249	0.923866	2.13747	1.53876	1.74964	1.81249	0.108242	0.235525	0.170799	0.1767	0.192521
2350	-842.7559	-1046.202	203.4464	0.03030812	0.111321	0.00040759	0.00040759	0.000410761	0.000410761	0.000371542	0.000371542	0.00039203	0.00039203	0.000979532	0.000979532	0.23496	0.000925113	0.000925113	0.000836786	0.000836786	0.000882929	0.000882929	0.000709574	0.000709574	0.000664981	0.000664981	0.171529	0.000606168	0.000606168	0.000639595	0.000639595	0.000800664	0.000800664	0.000750347	0.000750347	0.000756183	0.000756183	0.17507	0.000721702	0.000721702	0.000905334	0.000905334	0.000848439	0.000848439	0.000855038	0.000855038	0.000773401	0.000773401	0.208872	0.975803	2.1977	1.59202	1.79639	2.03123	0.975803	2.1977	1.59202	1.79639	2.03123	0.114485	0.242209	0.17677	0.181128	0.215637
2360	-845.7123	-1051.655	205.9429	0.03634898	0.135407	0.000598324	0.000598324	0.000602977	0.000602977	0.000545407	0.000545407	0.000575482	0.000575482	0.0011304	0.0011304	0.224679	0.0010676	0.0010676	0.000965672	0.000965672	0.00101892	0.00101892	0.000898014	0.000898014	0.000841579	0.000841579	0.179878	0.000767148	0.000767148	0.000809451	0.000809451	0.00101351	0.00101351	0.000949821	0.000949821	0.000957208	0.000957208	0.18363	0.00091356	0.00091356	0.00106064	0.00106064	0.000993988	0.000993988	0.00100172	0.00100172	0.000906078	0.000906078	0.202766	1.19438	2.11471	1.67996	1.89604	1.9842	1.19438	2.11471	1.67996	1.89604	1.9842	0.140052	0.233045	0.18651	0.191298	0.21069
2370	-834.3559	-1043.898	209.5421	0.0269829	0.104843	0.000340589	0.000340589	0.000343238	0.000343238	0.000310467	0.000310467	0.000327587	0.000327587	0.000780391	0.000780391	0.210982	0.000737036	0.000737036	0.000666666	0.000666666	0.000703428	0.000703428	0.000500369	0.000500369	0.000468923	0.000468923	0.136329	0.000427451	0.000427451	0.000451022	0.000451022	0.00075046	0.00075046	0.000703298	0.000703298	0.000708768	0.000708768	0.184946	0.000676449	0.000676449	0.000677338	0.000677338	0.000634771	0.000634771	0.000639709	0.000639709	0.000578631	0.000578631	0.176131	0.915882	1.96668	1.26099	1.89125	1.70697	0.915882	1.96668	1.26099	1.89125	1.70697	0.107487	0.216757	0.140025	0.190624	0.181191
2380	-843.7931	-1050.415	206.6217	0.05443767	0.090695	0.000611666	0.000611666	0.000616423	0.000616423	0.000557569	0.000557569	0.000588315	0.000588315	0.00166001	0.00166001	0.216174	0.00156779	0.00156779	0.0014181	0.0014181	0.0014963	0.0014963	0.000977059	0.000977059	0.000915656	0.000915656	0.128227	0.000834674	0.000834674	0.0008807	0.0008807	0.00146517	0.00146517	0.00137309	0.00137309	0.00138377	0.00138377	0.173926	0.00132067	0.00132067	0.00159527	0.00159527	0.00149501	0.00149501	0.00150664	0.00150664	0.00136279	0.00136279	0.199812	0.81529	2.07357	1.22048	1.83019	1.9927	0.81529	2.07357	1.22048	1.83019	1.9927	0.095443	0.228458	0.135443	0.185011	0.211731
2390	-840.7902	-1044.716	203.9257	0.02503456	0.109973	0.000330795	0.000330795	0.000333368	0.000333368	0.000301539	0.000301539	0.000318167	0.000318167	0.000756193	0.000756193	0.220792	0.000714182	0.000714182	0.000645994	0.000645994	0.000681616	0.000681616	0.000649506	0.000649506	0.000608688	0.000608688	0.191117	0.000554854	0.000554854	0.000585451	0.000585451	0.00064893	0.00064893	0.000608148	0.000608148	0.000612878	0.000612878	0.172716	0.000584931	0.000584931	0.000683113	0.000683113	0.000640183	0.000640183	0.000645162	0.000645162	0.000583563	0.000583563	0.19184	0.958774	2.05401	1.76422	1.76265	1.8555	0.958774	2.05401	1.76422	1.76265	1.8555	0.112541	0.226388	0.195914	0.177626	0.196944
2400	-841.1804	-1045.154	203.9735	0.01928876	0.107824	0.000248429	0.000248429	0.000250361	0.000250361	0.000226457	0.000226457	0.000238945	0.000238945	0.000582587	0.000582587	0.222075	0.000550221	0.000550221	0.000497687	0.000497687	0.000525131	0.000525131	0.000435679	0.000435679	0.000408299	0.000408299	0.167367	0.000372188	0.000372188	0.000392712	0.000392712	0.000471857	0.000471857	0.000442204	0.000442204	0.000445643	0.000445643	0.163958	0.000425322	0.000425322	0.000512483	0.000512483	0.000480276	0.000480276	0.000484011	0.000484011	0.000437799	0.000437799	0.187894	0.934533	2.05383	1.53593	1.66347	1.80669	0.934533	2.05383	1.53593	1.66347	1.80669	0.109753	0.226386	0.170585	0.167528	0.191723
2410	-844.0113	-1044.624	200.6123	0.01309782	0.131565	0.000204545	0.000204545	0.000206136	0.000206136	0.000186454	0.000186454	0.000196736	0.000196736	0.000418108	0.000418108	0.236192	0.00039488	0.00039488	0.000357178	0.000357178	0.000376874	0.000376874	0.000316957	0.000316957	0.000297038	0.000297038	0.180444	0.000270767	0.000270767	0.000285698	0.000285698	0.00034587	0.00034587	0.000324134	0.000324134	0.000326655	0.000326655	0.178104	0.00031176	0.00031176	0.000374168	0.000374168	0.000350654	0.000350654	0.000353381	0.000353381	0.000319641	0.000319641	0.203301	1.13315	2.17069	1.64555	1.79565	1.94257	1.13315	2.17069	1.64555	1.79565	1.94257	0.133153	0.239286	0.182785	0.180721	0.206096
2420	-840.8856	-1043.309	202.4237	0.0210843	0.0960897	0.000242444	0.000242444	0.00024433	0.00024433	0.000221002	0.000221002	0.000233189	0.000233189	0.000613045	0.000613045	0.213393	0.000578987	0.000578987	0.000523707	0.000523707	0.000552586	0.000552586	0.000470622	0.000470622	0.000441046	0.000441046	0.165091	0.000402039	0.000402039	0.000424208	0.000424208	0.000523544	0.000523544	0.000490642	0.000490642	0.000494458	0.000494458	0.166121	0.000471912	0.000471912	0.000609438	0.000609438	0.000571138	0.000571138	0.000575581	0.000575581	0.000520626	0.000520626	0.204039	0.834354	1.97716	1.51782	1.68851	1.96553	0.834354	1.97716	1.51782	1.68851	1.96553	0.0979716	0.21793	0.168567	0.170082	0.208592
2430	-839.6549	-1045.416	205.7613	0.03107818	0.101611	0.000381795	0.000381795	0.000384765	0.000384765	0.000348029	0.000348029	0.00036722	0.00036722	0.000980896	0.000980896	0.229276	0.000926402	0.000926402	0.000837951	0.000837951	0.000884159	0.000884159	0.000572623	0.000572623	0.000536637	0.000536637	0.134886	0.000489176	0.000489176	0.00051615	0.00051615	0.000763532	0.000763532	0.000715548	0.000715548	0.000721113	0.000721113	0.162684	0.000688231	0.000688231	0.000826175	0.000826175	0.000774254	0.000774254	0.000780276	0.000780276	0.000705777	0.000705777	0.185739	0.891399	2.14623	1.25292	1.67063	1.8077	0.891399	2.14623	1.25292	1.67063	1.8077	0.104575	0.236534	0.139116	0.168461	0.191912
2440	-839.2355	-1045.112	205.876	0.0241379	0.107811	0.000312388	0.000312388	0.000314818	0.000314818	0.00028476	0.00028476	0.000300462	0.000300462	0.000752056	0.000752056	0.227951	0.000710275	0.000710275	0.00064246	0.00064246	0.000677887	0.000677887	0.000525872	0.000525872	0.000492823	0.000492823	0.160633	0.000449237	0.000449237	0.000474009	0.000474009	0.00059258	0.00059258	0.00055534	0.00055534	0.000559659	0.000559659	0.163728	0.000534139	0.000534139	0.000616409	0.000616409	0.000577671	0.000577671	0.000582164	0.000582164	0.00052658	0.00052658	0.179703	0.939058	2.11865	1.48146	1.66939	1.73651	0.939058	2.11865	1.48146	1.66939	1.73651	0.110236	0.233516	0.164517	0.168211	0.184309
2450	-835.0295	-1041.422	206.3925	0.02658587	0.10609	0.000339428	0.000339428	0.000342068	0.000342068	0.000309408	0.000309408	0.00032647	0.00032647	0.000784377	0.000784377	0.215315	0.000740801	0.000740801	0.000670071	0.000670071	0.000707021	0.000707021	0.00050052	0.00050052	0.000469065	0.000469065	0.138463	0.00042758	0.00042758	0.000451158	0.000451158	0.000692479	0.000692479	0.000648961	0.000648961	0.000654008	0.000654008	0.173276	0.000624186	0.000624186	0.000745816	0.000745816	0.000698946	0.000698946	0.000704382	0.000704382	0.000637129	0.000637129	0.196914	0.92639	2.00624	1.28021	1.77119	1.90761	0.92639	2.00624	1.28021	1.77119	1.90761	0.108724	0.221119	0.14216	0.178516	0.202486
2460	-839.9235	-1043.983	204.0598	0.023013	0.0868149	0.000239552	0.000239552	0.000241416	0.000241416	0.000218366	0.000218366	0.000230407	0.000230407	0.000690883	0.000690883	0.219898	0.000652501	0.000652501	0.000590202	0.000590202	0.000622747	0.000622747	0.000444909	0.000444909	0.000416949	0.000416949	0.14271	0.000380073	0.000380073	0.000401031	0.000401031	0.000561641	0.000561641	0.000526345	0.000526345	0.000530439	0.000530439	0.162952	0.000506251	0.000506251	0.000651938	0.000651938	0.000610967	0.000610967	0.000615719	0.000615719	0.000556932	0.000556932	0.199581	0.755309	2.04146	1.31464	1.65957	1.92638	0.755309	2.04146	1.31464	1.65957	1.92638	0.0886744	0.225011	0.145995	0.167202	0.204452
2470	-839.1032	-1043.215	204.1114	0.01996175	0.103942	0.000248009	0.000248009	0.000249938	0.000249938	0.000226075	0.000226075	0.000238541	0.000238541	0.000644888	0.000644888	0.237372	0.000609061	0.000609061	0.000550909	0.000550909	0.000581288	0.000581288	0.000346829	0.000346829	0.000325033	0.000325033	0.128655	0.000296286	0.000296286	0.000312624	0.000312624	0.000551009	0.000551009	0.000516381	0.000516381	0.000520397	0.000520397	0.184879	0.000496668	0.000496668	0.000514013	0.000514013	0.00048171	0.00048171	0.000485457	0.000485457	0.000439107	0.000439107	0.181977	0.901501	2.19682	1.18148	1.87702	1.75099	0.901501	2.19682	1.18148	1.87702	1.75099	0.105867	0.242145	0.131216	0.189048	0.185817
