Iteration	Posterior	Likelihood	Prior	clado_prob	clado_rates[1]	clado_rates[2]	clado_rates[3]	clado_rates[4]	clado_rates[5]	clado_rates[6]	clado_rates[7]	clado_rates[8]	clado_rates[9]	clado_rates[10]	clado_rates[11]	clado_rates[12]	clado_rates[13]	clado_rates[14]	clado_rates[15]	clado_rates[16]	clado_rates[17]	clado_rates[18]	clado_rates[19]	clado_rates[20]	clado_rates[21]	clado_rates[22]	clado_rates[23]	clado_rates[24]	clado_rates[25]	clado_rates[26]	clado_rates[27]	clado_rates[28]	clado_rates[29]	clado_rates[30]	clado_rates[31]	clado_rates[32]	clado_rates[33]	clado_rates[34]	clado_rates[35]	clado_rates[36]	clado_rates[37]	clado_rates[38]	clado_rates[39]	clado_rates[40]	clado_rates[41]	clado_rates[42]	clado_rates[43]	clado_rates[44]	clado_rates[45]	R_0[1]	R_0[2]	R_0[3]	R_0[4]	R_0[5]	R_0_param[1]	R_0_param[2]	R_0_param[3]	R_0_param[4]	R_0_param[5]	sum_rates[1]	sum_rates[2]	sum_rates[3]	sum_rates[4]	sum_rates[5]
3230	-838.2376	-1045.86	207.6228	0.03018907	0.122764	0.000447667	0.000447667	0.000451149	0.000451149	0.000408074	0.000408074	0.000430577	0.000430577	0.000838118	0.000838118	0.201857	0.000791556	0.000791556	0.00071598	0.00071598	0.000755462	0.000755462	0.000662596	0.000662596	0.000620955	0.000620955	0.160825	0.000566037	0.000566037	0.00059725	0.00059725	0.0007533	0.0007533	0.000705959	0.000705959	0.00071145	0.00071145	0.165383	0.000679009	0.000679009	0.00074161	0.00074161	0.000695004	0.000695004	0.00070041	0.00070041	0.000633536	0.000633536	0.171795	1.07598	1.88784	1.49248	1.69679	1.67046	1.07598	1.88784	1.49248	1.69679	1.67046	0.126239	0.208059	0.165718	0.171083	0.177336
3240	-850.1397	-1044.377	194.2368	0.02938886	0.112946	0.000400617	0.000400617	0.000403733	0.000403733	0.000365186	0.000365186	0.000385323	0.000385323	0.000903773	0.000903773	0.223781	0.000853563	0.000853563	0.000772067	0.000772067	0.000814641	0.000814641	0.000444805	0.000444805	0.000416851	0.000416851	0.110994	0.000379984	0.000379984	0.000400937	0.000400937	0.000805258	0.000805258	0.000754652	0.000754652	0.000760522	0.000760522	0.181754	0.000725843	0.000725843	0.000712622	0.000712622	0.000667837	0.000667837	0.000673032	0.000673032	0.000608772	0.000608772	0.169715	0.989109	2.09115	1.02919	1.86321	1.64887	0.989109	2.09115	1.02919	1.86321	1.64887	0.116056	0.230469	0.114279	0.187846	0.175039
3250	-838.871	-1044.868	205.9972	0.03871	0.105864	0.000499391	0.000499391	0.000503275	0.000503275	0.000455224	0.000455224	0.000480326	0.000480326	0.00115495	0.00115495	0.215028	0.00109078	0.00109078	0.000986638	0.000986638	0.00104104	0.00104104	0.000785718	0.000785718	0.00073634	0.00073634	0.147423	0.000671216	0.000671216	0.000708229	0.000708229	0.00100267	0.00100267	0.000939655	0.000939655	0.000946963	0.000946963	0.170166	0.000903782	0.000903782	0.00102145	0.00102145	0.00095726	0.00095726	0.000964706	0.000964706	0.000872598	0.000872598	0.182914	0.936084	2.02884	1.38023	1.76134	1.79434	0.936084	2.02884	1.38023	1.76134	1.79434	0.109741	0.223575	0.153226	0.177752	0.190546
3260	-840.2168	-1044.309	204.0926	0.01834594	0.0998372	0.000218573	0.000218573	0.000220273	0.000220273	0.000199242	0.000199242	0.000210228	0.000210228	0.000551952	0.000551952	0.221422	0.000521288	0.000521288	0.000471517	0.000471517	0.000497518	0.000497518	0.000374003	0.000374003	0.000350499	0.000350499	0.151203	0.0003195	0.0003195	0.000337119	0.000337119	0.000502777	0.000502777	0.000471181	0.000471181	0.000474845	0.000474845	0.183857	0.000453193	0.000453193	0.000437072	0.000437072	0.000409605	0.000409605	0.00041279	0.00041279	0.000373378	0.000373378	0.168643	0.864476	2.04583	1.38626	1.86357	1.62003	0.864476	2.04583	1.38626	1.86357	1.62003	0.101534	0.225507	0.153965	0.187661	0.171909
3270	-841.643	-1042.326	200.6833	0.03378359	0.10432	0.000427287	0.000427287	0.000430611	0.000430611	0.000389497	0.000389497	0.000410975	0.000410975	0.00105158	0.00105158	0.225482	0.000993159	0.000993159	0.000898335	0.000898335	0.000947872	0.000947872	0.000696583	0.000696583	0.000652807	0.000652807	0.150525	0.000595071	0.000595071	0.000627885	0.000627885	0.000901297	0.000901297	0.000844656	0.000844656	0.000851225	0.000851225	0.176166	0.00081241	0.00081241	0.000938014	0.000938014	0.000879065	0.000879065	0.000885902	0.000885902	0.000801318	0.000801318	0.193453	0.917723	2.11663	1.40209	1.81414	1.88804	0.917723	2.11663	1.40209	1.81414	1.88804	0.107637	0.233264	0.15567	0.182985	0.200461
3280	-842.0479	-1044.361	202.3129	0.02831475	0.11572	0.000395017	0.000395017	0.000398089	0.000398089	0.000360081	0.000360081	0.000379937	0.000379937	0.000823999	0.000823999	0.212003	0.000778222	0.000778222	0.000703919	0.000703919	0.000742735	0.000742735	0.000559956	0.000559956	0.000524766	0.000524766	0.145189	0.000478354	0.000478354	0.000504732	0.000504732	0.000753914	0.000753914	0.000706534	0.000706534	0.00071203	0.00071203	0.176816	0.000679562	0.000679562	0.000724363	0.000724363	0.000678841	0.000678841	0.000684121	0.000684121	0.000618803	0.000618803	0.179253	1.01228	1.9789	1.34478	1.81058	1.73961	1.01228	1.9789	1.34478	1.81058	1.73961	0.118786	0.2181	0.149324	0.18252	0.184665
3290	-838.616	-1043.323	204.7074	0.02489952	0.111898	0.000334722	0.000334722	0.000337326	0.000337326	0.000305119	0.000305119	0.000321944	0.000321944	0.000731117	0.000731117	0.214658	0.0006905	0.0006905	0.000624573	0.000624573	0.000659013	0.000659013	0.000494084	0.000494084	0.000463034	0.000463034	0.146193	0.000422082	0.000422082	0.000445357	0.000445357	0.00064966	0.00064966	0.000608833	0.000608833	0.000613568	0.000613568	0.173872	0.00058559	0.00058559	0.000653558	0.000653558	0.000612486	0.000612486	0.00061725	0.00061725	0.000558316	0.000558316	0.184561	0.975419	1.99666	1.34933	1.77421	1.78485	0.975419	1.99666	1.34933	1.77421	1.78485	0.114496	0.220068	0.149842	0.178788	0.189444
3300	-839.9882	-1043.801	203.8123	0.01706166	0.114522	0.000232865	0.000232865	0.000234677	0.000234677	0.00021227	0.00021227	0.000223976	0.000223976	0.000490073	0.000490073	0.211674	0.000462847	0.000462847	0.000418656	0.000418656	0.000441742	0.000441742	0.000343423	0.000343423	0.00032184	0.00032184	0.149486	0.000293376	0.000293376	0.000309554	0.000309554	0.000452978	0.000452978	0.000424511	0.000424511	0.000427813	0.000427813	0.178348	0.000408305	0.000408305	0.000518822	0.000518822	0.000486217	0.000486217	0.000489999	0.000489999	0.000443215	0.000443215	0.215537	0.990333	1.95321	1.36873	1.80537	2.06779	0.990333	1.95321	1.36873	1.80537	2.06779	0.116329	0.215301	0.152022	0.181775	0.219413
3310	-839.5312	-1045.022	205.491	0.02410663	0.108958	0.000315294	0.000315294	0.000317746	0.000317746	0.000287408	0.000287408	0.000303257	0.000303257	0.000789632	0.000789632	0.239658	0.000745764	0.000745764	0.00067456	0.00067456	0.000711758	0.000711758	0.000462036	0.000462036	0.000432999	0.000432999	0.141321	0.000394704	0.000394704	0.000416469	0.000416469	0.000579188	0.000579188	0.000542789	0.000542789	0.00054701	0.00054701	0.16024	0.000522067	0.000522067	0.000728149	0.000728149	0.000682389	0.000682389	0.000687696	0.000687696	0.000622037	0.000622037	0.212561	0.949022	2.2274	1.30331	1.63377	2.05396	0.949022	2.2274	1.30331	1.63377	2.05396	0.111406	0.245502	0.144734	0.164622	0.218001
3320	-839.2544	-1044.63	205.3758	0.01883478	0.116146	0.000261183	0.000261183	0.000263215	0.000263215	0.000238084	0.000238084	0.000251212	0.000251212	0.000577568	0.000577568	0.225573	0.000545481	0.000545481	0.0004934	0.0004934	0.000520607	0.000520607	0.000309735	0.000309735	0.00029027	0.00029027	0.12191	0.000264598	0.000264598	0.000279189	0.000279189	0.000508314	0.000508314	0.00047637	0.00047637	0.000480075	0.000480075	0.180967	0.000458184	0.000458184	0.000504366	0.000504366	0.00047267	0.00047267	0.000476346	0.000476346	0.000430866	0.000430866	0.189463	1.0062	2.08522	1.11825	1.83519	1.82093	1.0062	2.08522	1.11825	1.83519	1.82093	0.118174	0.229847	0.124197	0.184813	0.193232
3330	-837.2656	-1044.079	206.8134	0.01580285	0.0880275	0.000165575	0.000165575	0.000166862	0.000166862	0.000150931	0.000150931	0.000159254	0.000159254	0.000488287	0.000488287	0.227994	0.00046116	0.00046116	0.00041713	0.00041713	0.000440132	0.000440132	0.000309222	0.000309222	0.00028979	0.00028979	0.145507	0.00026416	0.00026416	0.000278726	0.000278726	0.000431603	0.000431603	0.00040448	0.00040448	0.000407625	0.000407625	0.183703	0.000389038	0.000389038	0.000449332	0.000449332	0.000421094	0.000421094	0.000424369	0.000424369	0.000383851	0.000383851	0.201795	0.760248	2.10111	1.33059	1.8572	1.93348	0.760248	2.10111	1.33059	1.8572	1.93348	0.0893128	0.231608	0.147791	0.186969	0.205153
3340	-846.7482	-1041.095	194.3469	0.01994569	0.112753	0.000268813	0.000268813	0.000270903	0.000270903	0.000245038	0.000245038	0.00025855	0.00025855	0.00059815	0.00059815	0.22035	0.00056492	0.00056492	0.000510983	0.000510983	0.00053916	0.00053916	0.000366936	0.000366936	0.000343876	0.000343876	0.136225	0.000313463	0.000313463	0.000330748	0.000330748	0.000532756	0.000532756	0.000499275	0.000499275	0.000503158	0.000503158	0.178902	0.000480215	0.000480215	0.000563687	0.000563687	0.000528263	0.000528263	0.000532371	0.000532371	0.000481542	0.000481542	0.199727	0.977907	2.03925	1.25098	1.8163	1.92176	0.977907	2.03925	1.25098	1.8163	1.92176	0.11484	0.224776	0.138935	0.182933	0.203939
3350	-839.1031	-1046.511	207.4079	0.02135437	0.104366	0.000266774	0.000266774	0.000268849	0.000268849	0.00024318	0.00024318	0.00025659	0.00025659	0.000617824	0.000617824	0.212278	0.0005835	0.0005835	0.000527789	0.000527789	0.000556893	0.000556893	0.000515897	0.000515897	0.000483475	0.000483475	0.178636	0.000440716	0.000440716	0.000465018	0.000465018	0.000553183	0.000553183	0.000518419	0.000518419	0.000522451	0.000522451	0.173258	0.000498628	0.000498628	0.000614376	0.000614376	0.000575766	0.000575766	0.000580244	0.000580244	0.000524844	0.000524844	0.203035	0.906471	1.96737	1.6428	1.76154	1.95639	0.906471	1.96737	1.6428	1.76154	1.95639	0.106437	0.21685	0.182446	0.177444	0.207625
3360	-840.2458	-1043.798	203.5521	0.02771289	0.0904679	0.000302067	0.000302067	0.000304416	0.000304416	0.000275351	0.000275351	0.000290535	0.000290535	0.000797229	0.000797229	0.209699	0.000752938	0.000752938	0.00068105	0.00068105	0.000718605	0.000718605	0.00058138	0.00058138	0.000544844	0.000544844	0.154113	0.000496657	0.000496657	0.000524044	0.000524044	0.000718658	0.000718658	0.000673494	0.000673494	0.000678732	0.000678732	0.172314	0.000647783	0.000647783	0.00076362	0.00076362	0.000715631	0.000715631	0.000721197	0.000721197	0.000652339	0.000652339	0.193191	0.790895	1.95619	1.42655	1.76339	1.87372	0.790895	1.95619	1.42655	1.76339	1.87372	0.0928126	0.215599	0.158407	0.177751	0.198897
3370	-838.4783	-1044.05	205.5713	0.02122163	0.132309	0.00033605	0.00033605	0.000338664	0.000338664	0.000306329	0.000306329	0.000323221	0.000323221	0.000646073	0.000646073	0.223403	0.00061018	0.00061018	0.000551922	0.000551922	0.000582356	0.000582356	0.000365868	0.000365868	0.000342876	0.000342876	0.127496	0.000312551	0.000312551	0.000329786	0.000329786	0.000552539	0.000552539	0.000517815	0.000517815	0.000521842	0.000521842	0.174162	0.000498047	0.000498047	0.000536003	0.000536003	0.000502318	0.000502318	0.000506225	0.000506225	0.000457892	0.000457892	0.178267	1.14901	2.0702	1.17234	1.77049	1.7175	1.14901	2.0702	1.17234	1.77049	1.7175	0.134917	0.228184	0.130198	0.178343	0.182271
3380	-844.2972	-1044.863	200.5653	0.01645426	0.102859	0.000201581	0.000201581	0.000203148	0.000203148	0.000183752	0.000183752	0.000193885	0.000193885	0.000466755	0.000466755	0.209173	0.000440824	0.000440824	0.000398735	0.000398735	0.000420723	0.000420723	0.000350878	0.000350878	0.000328827	0.000328827	0.158467	0.000299745	0.000299745	0.000316274	0.000316274	0.000453324	0.000453324	0.000424835	0.000424835	0.00042814	0.00042814	0.185187	0.000408617	0.000408617	0.000458221	0.000458221	0.000429424	0.000429424	0.000432764	0.000432764	0.000391445	0.000391445	0.19751	0.88893	1.92894	1.45006	1.87344	1.89367	0.88893	1.92894	1.45006	1.87344	1.89367	0.104424	0.212627	0.161058	0.188617	0.200933
3390	-835.2844	-1045.267	209.9829	0.02761685	0.102294	0.000340337	0.000340337	0.000342984	0.000342984	0.000310237	0.000310237	0.000327344	0.000327344	0.000818755	0.000818755	0.216132	0.000773268	0.000773268	0.000699439	0.000699439	0.000738008	0.000738008	0.000513233	0.000513233	0.000480979	0.000480979	0.136535	0.00043844	0.00043844	0.000462617	0.000462617	0.000671954	0.000671954	0.000629726	0.000629726	0.000634624	0.000634624	0.161692	0.000605685	0.000605685	0.000790609	0.000790609	0.000740923	0.000740923	0.000746686	0.000746686	0.000675394	0.000675394	0.200735	0.894195	2.01599	1.26372	1.65453	1.94669	0.894195	2.01599	1.26372	1.65453	1.94669	0.104936	0.222191	0.140326	0.166776	0.206642
3400	-843.2897	-1043.51	200.2204	0.01522054	0.103341	0.000187105	0.000187105	0.000188561	0.000188561	0.000170557	0.000170557	0.000179962	0.000179962	0.000479816	0.000479816	0.232748	0.00045316	0.00045316	0.000409893	0.000409893	0.000432496	0.000432496	0.000298962	0.000298962	0.000280174	0.000280174	0.146148	0.000255395	0.000255395	0.000269478	0.000269478	0.000383434	0.000383434	0.000359338	0.000359338	0.000362133	0.000362133	0.169545	0.00034562	0.00034562	0.000443566	0.000443566	0.000415691	0.000415691	0.000418924	0.000418924	0.000378926	0.000378926	0.20695	0.891976	2.14365	1.33566	1.71305	1.9817	0.891976	2.14365	1.33566	1.71305	1.9817	0.104794	0.236298	0.148356	0.172446	0.210264
3410	-845.1765	-1048.132	202.9553	0.04126372	0.0882002	0.000444693	0.000444693	0.000448152	0.000448152	0.000405364	0.000405364	0.000427717	0.000427717	0.00136756	0.00136756	0.23822	0.00129158	0.00129158	0.00116826	0.00116826	0.00123269	0.00123269	0.000942709	0.000942709	0.000883465	0.000883465	0.165491	0.000805329	0.000805329	0.000849737	0.000849737	0.000973158	0.000973158	0.000912	0.000912	0.000919094	0.000919094	0.154525	0.000877184	0.000877184	0.00116044	0.00116044	0.00108751	0.00108751	0.00109597	0.00109597	0.000991327	0.000991327	0.194424	0.781969	2.25365	1.55352	1.6037	1.91232	0.781969	2.25365	1.55352	1.6037	1.91232	0.0916521	0.24834	0.172454	0.161888	0.203094
3420	-839.7292	-1045.151	205.4221	0.03286306	0.0913489	0.000363618	0.000363618	0.000366446	0.000366446	0.000331458	0.000331458	0.000349736	0.000349736	0.000919982	0.000919982	0.202984	0.000868872	0.000868872	0.000785914	0.000785914	0.000829252	0.000829252	0.000732067	0.000732067	0.00068606	0.00068606	0.162778	0.000625383	0.000625383	0.000659869	0.000659869	0.00088473	0.00088473	0.000829129	0.000829129	0.000835578	0.000835578	0.177941	0.000797477	0.000797477	0.000927235	0.000927235	0.000868963	0.000868963	0.000875722	0.000875722	0.00079211	0.00079211	0.196774	0.80285	1.90362	1.51479	1.83068	1.91863	0.80285	1.90362	1.51479	1.83068	1.91863	0.0941714	0.209792	0.168185	0.184635	0.203702
3430	-843.7132	-1044.457	200.7443	0.02171462	0.107928	0.000280636	0.000280636	0.000282818	0.000282818	0.000255816	0.000255816	0.000269922	0.000269922	0.000687956	0.000687956	0.232367	0.000649736	0.000649736	0.000587701	0.000587701	0.000620108	0.000620108	0.000454737	0.000454737	0.000426159	0.000426159	0.154789	0.000388468	0.000388468	0.00040989	0.00040989	0.000516202	0.000516202	0.000483761	0.000483761	0.000487524	0.000487524	0.158935	0.000465293	0.000465293	0.000579446	0.000579446	0.000543031	0.000543031	0.000547255	0.000547255	0.000495005	0.000495005	0.188245	0.937752	2.15435	1.42402	1.6165	1.81455	0.937752	2.15435	1.42402	1.6165	1.81455	0.110107	0.237458	0.158147	0.16284	0.192575
3440	-843.0959	-1043.514	200.4178	0.0247824	0.131058	0.000390147	0.000390147	0.000393182	0.000393182	0.000355642	0.000355642	0.000375253	0.000375253	0.000763884	0.000763884	0.225366	0.000721446	0.000721446	0.000652565	0.000652565	0.000688549	0.000688549	0.000601037	0.000601037	0.000563265	0.000563265	0.1787	0.000513448	0.000513448	0.000541762	0.000541762	0.000669913	0.000669913	0.000627813	0.000627813	0.000632696	0.000632696	0.180162	0.000603845	0.000603845	0.000692519	0.000692519	0.000648998	0.000648998	0.000654046	0.000654046	0.000591599	0.000591599	0.196511	1.14231	2.09601	1.64917	1.83816	1.90019	1.14231	2.09601	1.64917	1.83816	1.90019	0.134087	0.231018	0.183139	0.18523	0.201686
3450	-840.999	-1042.769	201.7697	0.0322597	0.104067	0.000406383	0.000406383	0.000409544	0.000409544	0.000370442	0.000370442	0.000390869	0.000390869	0.000993824	0.000993824	0.223516	0.000938611	0.000938611	0.000848995	0.000848995	0.000895811	0.000895811	0.000702599	0.000702599	0.000658444	0.000658444	0.159247	0.00060021	0.00060021	0.000633308	0.000633308	0.000817736	0.000817736	0.000766346	0.000766346	0.000772306	0.000772306	0.167648	0.00073709	0.00073709	0.000874679	0.000874679	0.00081971	0.00081971	0.000826085	0.000826085	0.000747213	0.000747213	0.18921	0.914056	2.09487	1.481	1.7237	1.84373	0.914056	2.09487	1.481	1.7237	1.84373	0.107221	0.230871	0.164437	0.173835	0.195745
3460	-838.8419	-1042.337	203.4955	0.01799318	0.10996	0.00023602	0.00023602	0.000237856	0.000237856	0.000215146	0.000215146	0.00022701	0.00022701	0.000506135	0.000506135	0.207097	0.000478016	0.000478016	0.000432377	0.000432377	0.000456219	0.000456219	0.000367798	0.000367798	0.000344684	0.000344684	0.151664	0.0003142	0.0003142	0.000331525	0.000331525	0.000480783	0.000480783	0.000450568	0.000450568	0.000454073	0.000454073	0.179325	0.000433367	0.000433367	0.000452014	0.000452014	0.000423607	0.000423607	0.000426902	0.000426902	0.000386142	0.000386142	0.177892	0.951785	1.91279	1.38999	1.81698	1.70825	0.951785	1.91279	1.38999	1.81698	1.70825	0.111792	0.210843	0.15438	0.182963	0.181269
3470	-840.4783	-1043.865	203.387	0.01737252	0.11257	0.000233141	0.000233141	0.000234954	0.000234954	0.000212521	0.000212521	0.00022424	0.00022424	0.000555812	0.000555812	0.235698	0.000524933	0.000524933	0.000474814	0.000474814	0.000500997	0.000500997	0.000407577	0.000407577	0.000381963	0.000381963	0.174181	0.000348181	0.000348181	0.000367381	0.000367381	0.000450072	0.000450072	0.000421787	0.000421787	0.000425068	0.000425068	0.173978	0.000405685	0.000405685	0.000473052	0.000473052	0.000443323	0.000443323	0.000446771	0.000446771	0.000404114	0.000404114	0.192944	0.973761	2.17557	1.59535	1.76168	1.85163	0.973761	2.17557	1.59535	1.76168	1.85163	0.11438	0.239811	0.177192	0.177383	0.196479
3480	-841.5776	-1047.374	205.7966	0.01960839	0.120061	0.000281298	0.000281298	0.000283486	0.000283486	0.000256419	0.000256419	0.000270559	0.000270559	0.000535788	0.000535788	0.200841	0.000506022	0.000506022	0.000457709	0.000457709	0.000482948	0.000482948	0.000405833	0.000405833	0.000380329	0.000380329	0.15331	0.000346692	0.000346692	0.000365809	0.000365809	0.000539308	0.000539308	0.000505415	0.000505415	0.000509346	0.000509346	0.184281	0.00048612	0.00048612	0.000556484	0.000556484	0.000521512	0.000521512	0.000525568	0.000525568	0.000475388	0.000475388	0.200635	1.04093	1.85806	1.40739	1.87027	1.92983	1.04093	1.85806	1.40739	1.87027	1.92983	0.122245	0.204806	0.156308	0.188361	0.204793
3490	-840.3497	-1043.629	203.2797	0.02251042	0.111324	0.000300319	0.000300319	0.000302655	0.000302655	0.000273758	0.000273758	0.000288854	0.000288854	0.000631386	0.000631386	0.205554	0.000596309	0.000596309	0.000539375	0.000539375	0.000569118	0.000569118	0.000408135	0.000408135	0.000382486	0.000382486	0.133906	0.000348658	0.000348658	0.000367885	0.000367885	0.000593346	0.000593346	0.000556058	0.000556058	0.000560383	0.000560383	0.176085	0.00053483	0.00053483	0.000591221	0.000591221	0.000554066	0.000554066	0.000558375	0.000558375	0.000505063	0.000505063	0.185129	0.968048	1.90731	1.23291	1.79239	1.78597	0.968048	1.90731	1.23291	1.79239	1.78597	0.113656	0.210226	0.13692	0.180574	0.189547
3500	-840.2949	-1044.819	204.5242	0.01929634	0.131474	0.00030304	0.00030304	0.000305397	0.000305397	0.000276238	0.000276238	0.000291471	0.000291471	0.000548583	0.000548583	0.209029	0.000518106	0.000518106	0.000468639	0.000468639	0.000494481	0.000494481	0.000363926	0.000363926	0.000341055	0.000341055	0.139747	0.000310892	0.000310892	0.000328035	0.000328035	0.000458454	0.000458454	0.000429643	0.000429643	0.000432984	0.000432984	0.159237	0.000413241	0.000413241	0.000551839	0.000551839	0.000517159	0.000517159	0.000521181	0.000521181	0.00047142	0.00047142	0.202242	1.13952	1.9332	1.28247	1.61559	1.94467	1.13952	1.9332	1.28247	1.61559	1.94467	0.133827	0.213089	0.142435	0.162706	0.206366
3510	-834.5861	-1042.305	207.7185	0.0241383	0.136675	0.000396031	0.000396031	0.000399111	0.000399111	0.000361005	0.000361005	0.000380912	0.000380912	0.000706343	0.000706343	0.214091	0.000667101	0.000667101	0.000603408	0.000603408	0.000636682	0.000636682	0.000494849	0.000494849	0.000463751	0.000463751	0.151154	0.000422736	0.000422736	0.000446047	0.000446047	0.000618917	0.000618917	0.000580022	0.000580022	0.000584533	0.000584533	0.171002	0.000557879	0.000557879	0.000665446	0.000665446	0.000623626	0.000623626	0.000628477	0.000628477	0.000568472	0.000568472	0.193996	1.19047	1.98984	1.39404	1.74355	1.87463	1.19047	1.98984	1.39404	1.74355	1.87463	0.139749	0.219318	0.154809	0.175684	0.198968
3520	-847.014	-1043.894	196.8799	0.02408162	0.115247	0.000333138	0.000333138	0.000335729	0.000335729	0.000303674	0.000303674	0.00032042	0.00032042	0.000706452	0.000706452	0.214641	0.000667204	0.000667204	0.000603501	0.000603501	0.00063678	0.00063678	0.000394755	0.000394755	0.000369947	0.000369947	0.120871	0.000337228	0.000337228	0.000355824	0.000355824	0.000620046	0.000620046	0.00058108	0.00058108	0.000585599	0.000585599	0.171727	0.000558896	0.000558896	0.000702991	0.000702991	0.000658812	0.000658812	0.000663936	0.000663936	0.000600545	0.000600545	0.205435	1.00377	1.99483	1.11468	1.75084	1.98506	1.00377	1.99483	1.11468	1.75084	1.98506	0.117833	0.219868	0.123787	0.176418	0.210688
3530	-834.7079	-1045.829	211.1213	0.02851567	0.105315	0.000362127	0.000362127	0.000364944	0.000364944	0.0003301	0.0003301	0.000348303	0.000348303	0.000884911	0.000884911	0.226023	0.000835749	0.000835749	0.000755954	0.000755954	0.00079764	0.00079764	0.000617579	0.000617579	0.000578767	0.000578767	0.158969	0.00052758	0.00052758	0.000556672	0.000556672	0.000789838	0.000789838	0.000740201	0.000740201	0.000745958	0.000745958	0.183898	0.000711943	0.000711943	0.00077705	0.00077705	0.000728217	0.000728217	0.000733881	0.000733881	0.000663812	0.000663812	0.190897	0.921457	2.11021	1.47271	1.88349	1.853	0.921457	2.11021	1.47271	1.88349	1.853	0.108126	0.232572	0.16353	0.189873	0.196703
3540	-839.7319	-1048.83	209.0982	0.02043192	0.110312	0.000269537	0.000269537	0.000271633	0.000271633	0.000245698	0.000245698	0.000259247	0.000259247	0.000599144	0.000599144	0.215357	0.000565858	0.000565858	0.000511831	0.000511831	0.000540055	0.000540055	0.00040142	0.00040142	0.000376193	0.000376193	0.145409	0.000342921	0.000342921	0.000361831	0.000361831	0.000580829	0.000580829	0.000544327	0.000544327	0.000548561	0.000548561	0.190309	0.000523547	0.000523547	0.000650392	0.000650392	0.000609519	0.000609519	0.000614259	0.000614259	0.000555612	0.000555612	0.224853	0.957207	1.99403	1.33598	1.93307	2.16459	0.957207	1.99403	1.33598	1.93307	2.16459	0.112404	0.21979	0.148373	0.194704	0.229712
3550	-843.0518	-1046.682	203.6299	0.0386335	0.0756362	0.000356063	0.000356063	0.000358832	0.000358832	0.000324572	0.000324572	0.00034247	0.00034247	0.00120583	0.00120583	0.224964	0.00113884	0.00113884	0.00103011	0.00103011	0.00108691	0.00108691	0.000733226	0.000733226	0.000687147	0.000687147	0.137857	0.000626374	0.000626374	0.000660915	0.000660915	0.00100375	0.00100375	0.000940672	0.000940672	0.000947989	0.000947989	0.170702	0.000904761	0.000904761	0.00103852	0.00103852	0.000973251	0.000973251	0.000980821	0.000980821	0.000887175	0.000887175	0.186353	0.668744	2.12242	1.29057	1.76674	1.82792	0.668744	2.12242	1.29057	1.76674	1.82792	0.0784001	0.233888	0.143273	0.178296	0.194112
3560	-840.1916	-1046.523	206.3316	0.02307502	0.0825799	0.000228495	0.000228495	0.000230272	0.000230272	0.000208287	0.000208287	0.000219772	0.000219772	0.000693158	0.000693158	0.220015	0.000654649	0.000654649	0.000592145	0.000592145	0.000624797	0.000624797	0.000416348	0.000416348	0.000390183	0.000390183	0.133181	0.000355674	0.000355674	0.000375287	0.000375287	0.000589477	0.000589477	0.000552431	0.000552431	0.000556728	0.000556728	0.170558	0.000531342	0.000531342	0.000677655	0.000677655	0.000635068	0.000635068	0.000640007	0.000640007	0.000578901	0.000578901	0.206883	0.718509	2.04267	1.22694	1.73713	1.99699	0.718509	2.04267	1.22694	1.73713	1.99699	0.0843536	0.225145	0.136256	0.175018	0.211946
3570	-838.2807	-1042.502	204.2209	0.02264954	0.123809	0.000336112	0.000336112	0.000338726	0.000338726	0.000306386	0.000306386	0.000323281	0.000323281	0.000722672	0.000722672	0.233794	0.000682523	0.000682523	0.000617358	0.000617358	0.000651401	0.000651401	0.000424049	0.000424049	0.0003974	0.0003974	0.138253	0.000362253	0.000362253	0.000382229	0.000382229	0.000621831	0.000621831	0.000582753	0.000582753	0.000587285	0.000587285	0.183379	0.000560506	0.000560506	0.00062754	0.00062754	0.000588102	0.000588102	0.000592677	0.000592677	0.000536089	0.000536089	0.195267	1.07677	2.16965	1.27311	1.8669	1.88404	1.07677	2.16965	1.27311	1.8669	1.88404	0.126418	0.239142	0.141384	0.188084	0.199956
3580	-838.0534	-1043.83	205.7767	0.03525863	0.087758	0.000375719	0.000375719	0.000378641	0.000378641	0.000342489	0.000342489	0.000361375	0.000361375	0.00106643	0.00106643	0.218765	0.00100718	0.00100718	0.000911018	0.000911018	0.000961255	0.000961255	0.000776102	0.000776102	0.000727328	0.000727328	0.160447	0.000663002	0.000663002	0.000699562	0.000699562	0.00087169	0.00087169	0.000816909	0.000816909	0.000823263	0.000823263	0.163002	0.000785723	0.000785723	0.000970377	0.000970377	0.000909395	0.000909395	0.000916468	0.000916468	0.000828966	0.000828966	0.191462	0.773205	2.05672	1.49679	1.68115	1.87148	0.773205	2.05672	1.49679	1.68115	1.87148	0.0906745	0.226657	0.166179	0.169597	0.198713
