,V1,V2,V3,V4,V5
1,0,0.0663553877900142,0.0663553877900142,0.0663553877900142,0.0663553877900142
2,0.160372329762517,0,0.160372329762517,0.160372329762517,0.160372329762517
3,0.1154148636743,0.1154148636743,0,0.1154148636743,0.1154148636743
4,0.136110893058172,0.136110893058172,0.136110893058172,0,0.136110893058172
5,0.131118265653653,0.131118265653653,0.131118265653653,0.131118265653653,0
