S0_0_0_0,S0_0_1_0,S0_0_2_0,S0_0_3_0,S0_1_0_0,S0_1_1_0,S0_1_2_0,S0_1_3_0,S0_2_0_0,S0_2_1_0,S0_2_2_0,S0_2_3_0,S0_3_0_0,S0_3_1_0,S0_3_2_0,S0_3_3_0,R0_0,R0_1,R0_2,R0_3,Sample_0,Sample_1,Sample_2,Sample_3,Recover_0,Recover_1,Recover_2,Recover_3,Stop_time_0,Time_of_interest_0,nSampled_tips_0,R2S_0,R2S_1,R2S_2,R2S_3,Total_S0_0,Total_S0_1,Total_S0_2,Total_S0_3,Infect_0,Infect_1,Infect_2,Infect_3,VisitDepart_0_0,VisitDepart_0_1,VisitDepart_0_2,VisitDepart_0_3,VisitDepart_1_0,VisitDepart_1_1,VisitDepart_1_2,VisitDepart_1_3,VisitDepart_2_0,VisitDepart_2_1,VisitDepart_2_2,VisitDepart_2_3,VisitDepart_3_0,VisitDepart_3_1,VisitDepart_3_2,VisitDepart_3_3,VisitReturn_0_0,VisitReturn_0_1,VisitReturn_0_2,VisitReturn_0_3,VisitReturn_1_0,VisitReturn_1_1,VisitReturn_1_2,VisitReturn_1_3,VisitReturn_2_0,VisitReturn_2_1,VisitReturn_2_2,VisitReturn_2_3,VisitReturn_3_0,VisitReturn_3_1,VisitReturn_3_2,VisitReturn_3_3,VisitStationaryFreqs_0_0,VisitStationaryFreqs_0_1,VisitStationaryFreqs_0_2,VisitStationaryFreqs_0_3,VisitStationaryFreqs_1_0,VisitStationaryFreqs_1_1,VisitStationaryFreqs_1_2,VisitStationaryFreqs_1_3,VisitStationaryFreqs_2_0,VisitStationaryFreqs_2_1,VisitStationaryFreqs_2_2,VisitStationaryFreqs_2_3,VisitStationaryFreqs_3_0,VisitStationaryFreqs_3_1,VisitStationaryFreqs_3_2,VisitStationaryFreqs_3_3,VisitApproxInfect_0_0,VisitApproxInfect_0_1,VisitApproxInfect_0_2,VisitApproxInfect_0_3,VisitApproxInfect_1_0,VisitApproxInfect_1_1,VisitApproxInfect_1_2,VisitApproxInfect_1_3,VisitApproxInfect_2_0,VisitApproxInfect_2_1,VisitApproxInfect_2_2,VisitApproxInfect_2_3,VisitApproxInfect_3_0,VisitApproxInfect_3_1,VisitApproxInfect_3_2,VisitApproxInfect_3_3,StartState_0,StartState_1,actual_sim_time_0,SampleCount_0,SampleCount_1,SampleCount_2,SampleCount_3,total_sampled_0,num_sampled_per_capita_0,num_sampled_per_capita_1,num_sampled_per_capita_2,num_sampled_per_capita_3,Prevalence_0,Prevalence_1,Prevalence_2,Prevalence_3,per_capita_prevalence_at_t_0,per_capita_prevalence_at_t_1,per_capita_prevalence_at_t_2,per_capita_prevalence_at_t_3,final_Susceptible_0_0_0,final_Susceptible_0_1_0,final_Susceptible_0_2_0,final_Susceptible_0_3_0,final_Susceptible_1_0_0,final_Susceptible_1_1_0,final_Susceptible_1_2_0,final_Susceptible_1_3_0,final_Susceptible_2_0_0,final_Susceptible_2_1_0,final_Susceptible_2_2_0,final_Susceptible_2_3_0,final_Susceptible_3_0_0,final_Susceptible_3_1_0,final_Susceptible_3_2_0,final_Susceptible_3_3_0,final_Contagious_0_0_0,final_Contagious_0_1_0,final_Contagious_0_2_0,final_Contagious_0_3_0,final_Contagious_1_0_0,final_Contagious_1_1_0,final_Contagious_1_2_0,final_Contagious_1_3_0,final_Contagious_2_0_0,final_Contagious_2_1_0,final_Contagious_2_2_0,final_Contagious_2_3_0,final_Contagious_3_0_0,final_Contagious_3_1_0,final_Contagious_3_2_0,final_Contagious_3_3_0,final_Recovered_0_0_0,final_Recovered_0_1_0,final_Recovered_0_2_0,final_Recovered_0_3_0,final_Recovered_1_0_0,final_Recovered_1_1_0,final_Recovered_1_2_0,final_Recovered_1_3_0,final_Recovered_2_0_0,final_Recovered_2_1_0,final_Recovered_2_2_0,final_Recovered_2_3_0,final_Recovered_3_0_0,final_Recovered_3_1_0,final_Recovered_3_2_0,final_Recovered_3_3_0,most_recent_tip_age_0,log_R0_0,log_R0_1,log_R0_2,log_R0_3,log_Sample_0,log_Sample_1,log_Sample_2,log_Sample_3,log_Recover_0,log_Recover_1,log_Recover_2,log_Recover_3,log_VisitDepart_0_0,log_VisitDepart_0_1,log_VisitDepart_0_2,log_VisitDepart_0_3,log_VisitDepart_1_0,log_VisitDepart_1_1,log_VisitDepart_1_2,log_VisitDepart_1_3,log_VisitDepart_2_0,log_VisitDepart_2_1,log_VisitDepart_2_2,log_VisitDepart_2_3,log_VisitDepart_3_0,log_VisitDepart_3_1,log_VisitDepart_3_2,log_VisitDepart_3_3,log_VisitReturn_0_0,log_VisitReturn_0_1,log_VisitReturn_0_2,log_VisitReturn_0_3,log_VisitReturn_1_0,log_VisitReturn_1_1,log_VisitReturn_1_2,log_VisitReturn_1_3,log_VisitReturn_2_0,log_VisitReturn_2_1,log_VisitReturn_2_2,log_VisitReturn_2_3,log_VisitReturn_3_0,log_VisitReturn_3_1,log_VisitReturn_3_2,log_VisitReturn_3_3,log_Infect_0,log_Infect_1,log_Infect_2,log_Infect_3
100000000,0,0,0,0,100000000,0,0,0,0,100000000,0,0,0,0,100000000,9.0625264706,9.0625264706,9.0625264706,9.0625264706,0.0392248943,0.0392248943,0.0392248943,0.0392248943,0.1637654211,0.1637654211,0.1637654211,0.1637654211,3.9994335961,32.7835770395,499,0.0,0.0,0.0,0.0,100000000,100000000,100000000,100000000,1.84e-08,1.84e-08,1.84e-08,1.84e-08,0.4440112951,0.4440112951,0.4440112951,0.4440112951,0.4440112951,0.4440112951,0.4440112951,0.4440112951,0.4440112951,0.4440112951,0.4440112951,0.4440112951,0.4440112951,0.4440112951,0.4440112951,0.4440112951,0.2852377877,0.2852377877,0.2852377877,0.2852377877,0.2852377877,0.2852377877,0.2852377877,0.2852377877,0.2852377877,0.2852377877,0.2852377877,0.2852377877,0.2852377877,0.2852377877,0.2852377877,0.2852377877,0.176369742,0.2745434193,0.2745434193,0.2745434193,0.2745434193,0.176369742,0.2745434193,0.2745434193,0.2745434193,0.2745434193,0.176369742,0.2745434193,0.2745434193,0.2745434193,0.2745434193,0.176369742,3.2e-09,5.1e-09,5.1e-09,5.1e-09,5.1e-09,3.2e-09,5.1e-09,5.1e-09,5.1e-09,5.1e-09,3.2e-09,5.1e-09,5.1e-09,5.1e-09,5.1e-09,3.2e-09,0,1,3.9994335961,35.0,31.0,17.0,26.0,109.0,3.5e-07,3.1e-07,1.7e-07,2.6e-07,607.0,445.0,332.0,422.0,6.07e-06,4.45e-06,3.32e-06,4.22e-06,99999529.0,0.0,0.0,0.0,0.0,99999448.0,0.0,0.0,0.0,0.0,99999455.0,0.0,0.0,0.0,0.0,99999457.0,87.0,110.0,97.0,119.0,172.0,83.0,84.0,132.0,162.0,121.0,70.0,104.0,186.0,131.0,81.0,67.0,59.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,78.0,0.0,2.2041479411,2.2041479411,2.2041479411,2.2041479411,-3.2384436763,-3.2384436763,-3.2384436763,-3.2384436763,-1.8093202342,-1.8093202342,-1.8093202342,-1.8093202342,-0.8119052775,-0.8119052775,-0.8119052775,-0.8119052775,-0.8119052775,-0.8119052775,-0.8119052775,-0.8119052775,-0.8119052775,-0.8119052775,-0.8119052775,-0.8119052775,-0.8119052775,-0.8119052775,-0.8119052775,-0.8119052775,-1.2544321039,-1.2544321039,-1.2544321039,-1.2544321039,-1.2544321039,-1.2544321039,-1.2544321039,-1.2544321039,-1.2544321039,-1.2544321039,-1.2544321039,-1.2544321039,-1.2544321039,-1.2544321039,-1.2544321039,-1.2544321039,-17.8111298115,-17.8111298115,-17.8111298115,-17.8111298115
