Iteration	Posterior	Likelihood	Prior	clado_prob	clado_rates[1]	clado_rates[2]	clado_rates[3]	clado_rates[4]	clado_rates[5]	clado_rates[6]	clado_rates[7]	clado_rates[8]	clado_rates[9]	clado_rates[10]	clado_rates[11]	clado_rates[12]	clado_rates[13]	clado_rates[14]	clado_rates[15]	clado_rates[16]	clado_rates[17]	clado_rates[18]	clado_rates[19]	clado_rates[20]	clado_rates[21]	clado_rates[22]	clado_rates[23]	clado_rates[24]	clado_rates[25]	clado_rates[26]	clado_rates[27]	clado_rates[28]	clado_rates[29]	clado_rates[30]	clado_rates[31]	clado_rates[32]	clado_rates[33]	clado_rates[34]	clado_rates[35]	clado_rates[36]	clado_rates[37]	clado_rates[38]	clado_rates[39]	clado_rates[40]	clado_rates[41]	clado_rates[42]	clado_rates[43]	clado_rates[44]	clado_rates[45]	delta[1]	delta[2]	delta[3]	delta[4]	delta[5]	delta_prop[1]	delta_prop[2]	delta_prop[3]	delta_prop[4]	delta_prop[5]	ma_base_rate	R_0[1]	R_0[2]	R_0[3]	R_0[4]	R_0[5]	R_0_param[1]	R_0_param[2]	R_0_param[3]	R_0_param[4]	R_0_param[5]	sum_rates[1]	sum_rates[2]	sum_rates[3]	sum_rates[4]	sum_rates[5]
6590	-993.2508	-1008.127	14.87652	0.03169881	0.128375	0.000532151	0.000532151	0.000537326	0.000537326	0.000524283	0.000524283	0.000528481	0.000528481	0.00113602	0.00113602	0.281225	0.00116198	0.00116198	0.00113378	0.00113378	0.00114286	0.00114286	0.00069663	0.00069663	0.000705687	0.000705687	0.17413	0.000695254	0.000695254	0.000700821	0.000700821	0.000856308	0.000856308	0.000867442	0.000867442	0.000875878	0.000875878	0.208847	0.00086146	0.00086146	0.00111744	0.00111744	0.00113196	0.00113196	0.00114297	0.00114297	0.00111523	0.00111523	0.274717	0.000528729	0.00183575	0.00282615	0.000330069	0.00113353	0.00525948	0.0180266	0.0274847	0.00328983	0.0112082	0.0003404687	1.31881	2.85196	1.74888	2.14974	2.8053	1.31881	2.85196	1.74888	2.14974	2.8053	0.13262	0.290375	0.179727	0.215769	0.283732
6600	-992.9855	-1008.73	15.7445	0.03121082	0.126127	0.000514218	0.000514218	0.000515741	0.000515741	0.000506097	0.000506097	0.000511156	0.000511156	0.00113831	0.00113831	0.286173	0.00115584	0.00115584	0.00113423	0.00113423	0.00114557	0.00114557	0.00062753	0.00062753	0.000635314	0.000635314	0.158229	0.00062528	0.00062528	0.000631531	0.000631531	0.000868554	0.000868554	0.000879328	0.000879328	0.000881931	0.000881931	0.214907	0.000874092	0.000874092	0.00112388	0.00112388	0.00113782	0.00113782	0.00114119	0.00114119	0.00111985	0.00111985	0.280864	0.000700536	0.00194962	0.00225148	0.000339453	0.00134256	0.00695663	0.0191234	0.0220191	0.00338305	0.0132478	0.000237374	1.29284	2.89744	1.5973	2.2108	2.86071	1.29284	2.89744	1.5973	2.2108	2.86071	0.130221	0.295321	0.163268	0.221915	0.289909
6610	-995.1709	-1011.619	16.44837	0.03594956	0.126517	0.000595202	0.000595202	0.000615164	0.000615164	0.000582917	0.000582917	0.000596821	0.000596821	0.00130171	0.00130171	0.281853	0.00135785	0.00135785	0.00128667	0.00128667	0.00131736	0.00131736	0.000715456	0.000715456	0.000722096	0.000722096	0.16011	0.000707191	0.000707191	0.00072406	0.00072406	0.000953303	0.000953303	0.00096215	0.00096215	0.00099442	0.00099442	0.202153	0.000964768	0.000964768	0.00105959	0.00105959	0.00106942	0.00106942	0.00110529	0.00110529	0.00104735	0.00104735	0.230052	0.00153071	0.00247303	0.00590986	0.000357921	0.00275182	0.0150764	0.0241334	0.0558009	0.00356645	0.0267813	0.0001781847	1.29256	2.85307	1.56813	2.08944	2.32239	1.29256	2.85307	1.56813	2.08944	2.32239	0.131297	0.29238	0.165847	0.209903	0.238615
6620	-994.5102	-1010.338	15.82821	0.01897813	0.13778	0.000334007	0.000334007	0.000350502	0.000350502	0.000330087	0.000330087	0.000333911	0.000333911	0.000751816	0.000751816	0.311682	0.000790918	0.000790918	0.000744853	0.000744853	0.000753481	0.000753481	0.000373243	0.000373243	0.000374177	0.000374177	0.162378	0.000369786	0.000369786	0.000374069	0.000374069	0.000533797	0.000533797	0.000535133	0.000535133	0.00056156	0.00056156	0.218701	0.000534979	0.000534979	0.000635406	0.000635406	0.000636996	0.000636996	0.000668454	0.000668454	0.000629521	0.000629521	0.263346	0.00115487	0.00140798	0.00641596	0.000217985	0.00137889	0.0114168	0.0138843	0.0602914	0.00217511	0.0136013	0.0002242739	1.38842	3.13301	1.5554	2.22447	2.6479	1.38842	3.13301	1.5554	2.22447	2.6479	0.140477	0.317764	0.16536	0.223032	0.268487
6630	-995.1092	-1011.162	16.05258	0.02574983	0.13179	0.000441816	0.000441816	0.000457652	0.000457652	0.000435671	0.000435671	0.000438373	0.000438373	0.00099118	0.00099118	0.304428	0.00104182	0.00104182	0.000991781	0.000991781	0.000997932	0.000997932	0.000501392	0.000501392	0.000508771	0.000508771	0.159515	0.000501696	0.000501696	0.000504807	0.000504807	0.000749571	0.000749571	0.000760603	0.000760603	0.000787866	0.000787866	0.227019	0.000754677	0.000754677	0.000862003	0.000862003	0.00087469	0.00087469	0.000906042	0.000906042	0.000862525	0.000862525	0.26269	0.000415656	0.00189362	0.00554582	0.000476517	0.00109966	0.00413935	0.0185843	0.0525442	0.00474257	0.010877	0.0001254728	1.34713	3.06667	1.55128	2.31914	2.667	1.34713	3.06667	1.55128	2.31914	2.667	0.135337	0.312473	0.163549	0.233124	0.2697
6640	-996.0039	-1011.592	15.5881	0.02348536	0.121595	0.00036858	0.00036858	0.000374054	0.000374054	0.000362489	0.000362489	0.000365789	0.000365789	0.000832283	0.000832283	0.279147	0.000851653	0.000851653	0.000825322	0.000825322	0.000832835	0.000832835	0.000627008	0.000627008	0.000632212	0.000632212	0.213421	0.000621764	0.000621764	0.000627424	0.000627424	0.000662492	0.000662492	0.000667991	0.000667991	0.000677911	0.000677911	0.218527	0.000662931	0.000662931	0.000791383	0.000791383	0.000797952	0.000797952	0.000809801	0.000809801	0.000784764	0.000784764	0.263418	0.0011564	0.00199597	0.00351064	0.00031037	0.00122344	0.0114318	0.0195691	0.0339158	0.0030941	0.0120865	0.0002526399	1.23095	2.80266	2.11141	2.2309	2.66493	1.23095	2.80266	2.11141	2.2309	2.66493	0.124536	0.285831	0.218437	0.223869	0.269786
6650	-991.4635	-1007.384	15.92058	0.0266451	0.132841	0.000459773	0.000459773	0.000462728	0.000462728	0.00045368	0.00045368	0.000457801	0.000457801	0.00104724	0.00104724	0.309562	0.00106607	0.00106607	0.00104522	0.00104522	0.00105472	0.00105472	0.000553448	0.000553448	0.000559801	0.000559801	0.164649	0.000552382	0.000552382	0.0005574	0.0005574	0.000779832	0.000779832	0.000788783	0.000788783	0.000793853	0.000793853	0.227461	0.0007854	0.0007854	0.00097719	0.00097719	0.000988406	0.000988406	0.000994759	0.000994759	0.000975307	0.000975307	0.287616	0.000395471	0.00154781	0.00220047	0.000201988	0.00111231	0.00393913	0.0152422	0.021531	0.0020158	0.0110007	0.0001595032	1.3594	3.13188	1.65514	2.33217	2.92239	1.3594	3.13188	1.65514	2.33217	2.92239	0.136509	0.317988	0.169095	0.233757	0.295487
6660	-995.9861	-1009.106	13.1198	0.01692064	0.141188	0.000310047	0.000310047	0.000309465	0.000309465	0.000302651	0.000302651	0.000307912	0.000307912	0.000608426	0.000608426	0.288642	0.000619844	0.000619844	0.000606196	0.000606196	0.000616733	0.000616733	0.000352178	0.000352178	0.000359462	0.000359462	0.166762	0.000350887	0.000350887	0.000356986	0.000356986	0.000518415	0.000518415	0.000529136	0.000529136	0.000528143	0.000528143	0.240074	0.000525493	0.000525493	0.000521224	0.000521224	0.000532004	0.000532004	0.000531005	0.000531005	0.000519314	0.000519314	0.24557	0.000530795	0.00260987	0.00241726	0.000162272	0.00190332	0.00527992	0.0254349	0.0236021	0.00162009	0.0186777	0.0005292122	1.4286	2.86142	1.65629	2.4381	2.45131	1.4286	2.86142	1.65629	2.4381	2.45131	0.143648	0.293545	0.169602	0.244276	0.249777
6670	-996.1418	-1012.207	16.06484	0.03913219	0.13508	0.00069119	0.00069119	0.000686142	0.000686142	0.000682949	0.000682949	0.000690248	0.000690248	0.00163628	0.00163628	0.323074	0.00163268	0.00163268	0.00162508	0.00162508	0.00164244	0.00164244	0.000885788	0.000885788	0.000890341	0.000890341	0.173617	0.000879727	0.000879727	0.000889128	0.000889128	0.00109771	0.00109771	0.00110335	0.00110335	0.0010953	0.0010953	0.214154	0.00110185	0.00110185	0.00117066	0.00117066	0.00117668	0.00117668	0.00116809	0.00116809	0.00116265	0.00116265	0.230827	0.00102953	0.0015488	0.000807246	0.000338145	0.00141046	0.0101904	0.0152518	0.00800781	0.00337005	0.0139084	0.0001788535	1.39148	3.31104	1.79241	2.22124	2.36886	1.39148	3.31104	1.79241	2.22124	2.36886	0.140581	0.336147	0.180707	0.22295	0.240183
6680	-999.8697	-1011.347	11.47753	0.01514259	0.135721	0.000261336	0.000261336	0.000266452	0.000266452	0.000258507	0.000258507	0.000259262	0.000259262	0.000634221	0.000634221	0.330611	0.00064785	0.00064785	0.000628533	0.000628533	0.000630368	0.000630368	0.000351683	0.000351683	0.000352342	0.000352342	0.186916	0.000348528	0.000348528	0.000349546	0.000349546	0.000428794	0.000428794	0.000429598	0.000429598	0.000438008	0.000438008	0.221105	0.000426189	0.000426189	0.000502895	0.000502895	0.000503838	0.000503838	0.000513702	0.000513702	0.000498385	0.000498385	0.260072	0.00134261	0.00153267	0.0035203	0.000433652	0.000726929	0.0132482	0.0150954	0.0340059	0.0043178	0.00721683	0.0006782329	1.35982	3.30627	1.83336	2.23535	2.62165	1.35982	3.30627	1.83336	2.23535	2.62165	0.137812	0.335693	0.189721	0.22455	0.26411
6690	-994.821	-1010.477	15.65547	0.03985734	0.134904	0.000707218	0.000707218	0.000705249	0.000705249	0.000696331	0.000696331	0.000699438	0.000699438	0.00142116	0.00142116	0.276699	0.00143179	0.00143179	0.00141368	0.00141368	0.00141999	0.00141999	0.000873635	0.000873635	0.000882627	0.000882627	0.169623	0.000869039	0.000869039	0.000872917	0.000872917	0.00116918	0.00116918	0.00118121	0.00118121	0.00117792	0.00117792	0.224134	0.00116822	0.00116822	0.00143101	0.00143101	0.00144574	0.00144574	0.00144171	0.00144171	0.00142348	0.00142348	0.275552	0.000885479	0.0019238	0.00164005	0.000354682	0.00080257	0.00877707	0.0188749	0.0161358	0.00353429	0.0079618	0.0002432783	1.39271	2.82745	1.73813	2.32613	2.84706	1.39271	2.82745	1.73813	2.32613	2.84706	0.14052	0.288072	0.176619	0.233527	0.287036
6700	-992.6346	-1009.031	16.396	0.02836362	0.124875	0.000461782	0.000461782	0.0004699	0.0004699	0.000454476	0.000454476	0.000460512	0.000460512	0.00105719	0.00105719	0.293617	0.00109023	0.00109023	0.00105444	0.00105444	0.00106845	0.00106845	0.000508834	0.000508834	0.00051567	0.00051567	0.143804	0.00050751	0.00050751	0.000514251	0.000514251	0.000766627	0.000766627	0.000776926	0.000776926	0.000790583	0.000790583	0.209549	0.000774789	0.000774789	0.00085712	0.00085712	0.000868635	0.000868635	0.000883904	0.000883904	0.000854891	0.000854891	0.237396	0.000668936	0.00202132	0.00381466	0.000407088	0.00174071	0.00664491	0.0198127	0.036745	0.00405438	0.0171093	0.0001442753	1.27666	2.962	1.42564	2.14792	2.40146	1.27666	2.962	1.42564	2.14792	2.40146	0.128568	0.302157	0.147897	0.215767	0.244325
6710	-996.1586	-1011.724	15.56486	0.01984801	0.147413	0.000379412	0.000379412	0.000379643	0.000379643	0.000373023	0.000373023	0.000374858	0.000374858	0.00072335	0.00072335	0.290574	0.000735961	0.000735961	0.000723127	0.000723127	0.000726683	0.000726683	0.000491171	0.000491171	0.00049943	0.00049943	0.197427	0.00049102	0.00049102	0.000493435	0.000493435	0.000580635	0.000580635	0.000590398	0.000590398	0.000590758	0.000590758	0.229317	0.000583311	0.000583311	0.000781322	0.000781322	0.00079446	0.00079446	0.000794944	0.000794944	0.000781082	0.000781082	0.310094	0.00017334	0.00185774	0.00191979	0.000142545	0.000634982	0.0017304	0.0182386	0.0188363	0.00142342	0.00630976	0.0002145375	1.50138	2.91051	1.9763	2.33628	3.14377	1.50138	2.91051	1.9763	2.33628	3.14377	0.150427	0.296392	0.201377	0.234007	0.316398
6720	-993.2909	-1009.052	15.76134	0.02898725	0.12875	0.000486098	0.000486098	0.000488426	0.000488426	0.000479954	0.000479954	0.000481009	0.000481009	0.00115455	0.00115455	0.313044	0.00117374	0.00117374	0.00115338	0.00115338	0.00115592	0.00115592	0.000660644	0.000660644	0.000668423	0.000668423	0.179984	0.000659975	0.000659975	0.000661426	0.000661426	0.000805211	0.000805211	0.000814693	0.000814693	0.000818595	0.000818595	0.215565	0.000806164	0.000806164	0.00114664	0.00114664	0.00116014	0.00116014	0.0011657	0.0011657	0.00114548	0.00114548	0.307644	0.000516118	0.00169972	0.00218687	0.000414349	0.000635094	0.00513468	0.0167131	0.0214007	0.00412639	0.00631086	0.0001329918	1.31913	3.17001	1.8139	2.21084	3.14829	1.31913	3.17001	1.8139	2.21084	3.14829	0.132621	0.322319	0.185285	0.222054	0.31688
6730	-993.8572	-1009.952	16.0952	0.04519405	0.128742	0.00076662	0.00076662	0.000776077	0.000776077	0.000757986	0.000757986	0.000768517	0.000768517	0.00176047	0.00176047	0.299458	0.00179365	0.00179365	0.00175184	0.00175184	0.00177617	0.00177617	0.00100247	0.00100247	0.00100892	0.00100892	0.172626	0.000997559	0.000997559	0.00101142	0.00101142	0.00119987	0.00119987	0.00120759	0.00120759	0.00122249	0.00122249	0.201802	0.00121058	0.00121058	0.0012488	0.0012488	0.00125683	0.00125683	0.00127233	0.00127233	0.00124267	0.00124267	0.212948	0.000891943	0.00154079	0.0027935	0.000397287	0.00179205	0.00884058	0.0151741	0.0271758	0.00395714	0.017605	0.0002212365	1.33644	3.08873	1.75884	2.10517	2.19101	1.33644	3.08873	1.75884	2.10517	2.19101	0.13488	0.313622	0.180667	0.211483	0.222989
6740	-993.338	-1008.405	15.06743	0.02121769	0.130858	0.000356401	0.000356401	0.000356296	0.000356296	0.000352897	0.000352897	0.000361747	0.000361747	0.000907283	0.000907283	0.336541	0.000911659	0.000911659	0.000902961	0.000902961	0.000925606	0.000925606	0.000579446	0.000579446	0.000582412	0.000582412	0.214873	0.000576686	0.000576686	0.000591148	0.000591148	0.000618238	0.000618238	0.000621403	0.000621403	0.00062122	0.00062122	0.22707	0.000630724	0.000630724	0.000618927	0.000618927	0.000622096	0.000622096	0.000621913	0.000621913	0.000615979	0.000615979	0.233024	0.000653371	0.00116868	0.00113894	0.000173955	0.00268619	0.0064913	0.0115518	0.0112611	0.00173653	0.0261592	7.906041e-05	1.32827	3.39865	2.17058	2.3159	2.31848	1.32827	3.39865	2.17058	2.3159	2.31848	0.133712	0.343836	0.219532	0.232053	0.237982
6750	-991.4729	-1007.379	15.90588	0.04629515	0.128934	0.000784836	0.000784836	0.000790239	0.000790239	0.000778901	0.000778901	0.000789746	0.000789746	0.00195942	0.00195942	0.32395	0.0019792	0.0019792	0.0019508	0.0019508	0.00197796	0.00197796	0.00116749	0.00116749	0.00117121	0.00117121	0.194349	0.00116235	0.00116235	0.00117854	0.00117854	0.00123169	0.00123169	0.00123561	0.00123561	0.00124412	0.00124412	0.202094	0.00124334	0.00124334	0.00147253	0.00147253	0.00147722	0.00147722	0.00148739	0.00148739	0.00146605	0.00146605	0.244976	0.000760004	0.00108089	0.0017768	0.000316597	0.00171332	0.00754272	0.0106933	0.0174578	0.00315598	0.0168446	0.000186032	1.34173	3.36043	2.00225	2.11236	2.52541	1.34173	3.36043	2.00225	2.11236	2.52541	0.135221	0.339685	0.203708	0.212004	0.256782
6760	-995.8984	-1011.131	15.2328	0.02572712	0.133252	0.000441784	0.000441784	0.000453899	0.000453899	0.000436655	0.000436655	0.000439196	0.000439196	0.000965821	0.000965821	0.293894	0.000996692	0.000996692	0.000958827	0.000958827	0.000964406	0.000964406	0.000444071	0.000444071	0.000446034	0.000446034	0.138834	0.000440855	0.000440855	0.000443421	0.000443421	0.000665545	0.000665545	0.000668486	0.000668486	0.000686818	0.000686818	0.200171	0.00066457	0.00066457	0.000913509	0.000913509	0.000917546	0.000917546	0.000942707	0.000942707	0.000906893	0.000906893	0.276347	0.000992052	0.00143835	0.00422007	0.000260663	0.000844074	0.00982307	0.0141795	0.0404919	0.00259985	0.00837009	0.0003069609	1.35427	2.97378	1.3673	2.04922	2.81271	1.35427	2.97378	1.3673	2.04922	2.81271	0.136795	0.301666	0.142383	0.205542	0.283709
6770	-996.1559	-1012.14	15.98402	0.04228226	0.116323	0.000645672	0.000645672	0.000647811	0.000647811	0.000641473	0.000641473	0.000646824	0.000646824	0.00173786	0.00173786	0.316737	0.00175374	0.00175374	0.00173659	0.00173659	0.00175107	0.00175107	0.000948378	0.000948378	0.000953884	0.000953884	0.173421	0.000947682	0.000947682	0.000955586	0.000955586	0.00109053	0.00109053	0.00109687	0.00109687	0.0011005	0.0011005	0.197465	0.00109882	0.00109882	0.00128113	0.00128113	0.00128857	0.00128857	0.00129284	0.00129284	0.00128019	0.00128019	0.233911	0.000484329	0.0010678	0.00140261	0.000410574	0.00124813	0.00481994	0.0105652	0.0138321	0.00408896	0.0123275	0.0002075432	1.20873	3.27227	1.78573	2.05339	2.41228	1.20873	3.27227	1.78573	2.05339	2.41228	0.121487	0.330696	0.181032	0.206238	0.244197
6780	-995.5625	-1009.778	14.21555	0.0259505	0.128524	0.000428014	0.000428014	0.000436084	0.000436084	0.000422236	0.000422236	0.000425375	0.000425375	0.000962846	0.000962846	0.289122	0.000980996	0.000980996	0.000949846	0.000949846	0.000956906	0.000956906	0.000557188	0.000557188	0.000557187	0.000557187	0.170466	0.000549665	0.000549665	0.000553751	0.000553751	0.000737023	0.000737023	0.000737022	0.000737022	0.000750917	0.000750917	0.218325	0.000732476	0.000732476	0.000899602	0.000899602	0.0008996	0.0008996	0.00091656	0.00091656	0.000887456	0.000887456	0.268465	0.00183038	0.00183019	0.00374996	0.000455508	0.00120217	0.0179748	0.0179729	0.0361442	0.00453442	0.0118789	0.0004077798	1.29576	2.9149	1.68682	2.23125	2.72344	1.29576	2.9149	1.68682	2.23125	2.72344	0.131948	0.296823	0.174902	0.22424	0.275672
6790	-992.0745	-1008.267	16.19233	0.02823882	0.13642	0.000503668	0.000503668	0.000504266	0.000504266	0.00049252	0.00049252	0.000500646	0.000500646	0.00103295	0.00103295	0.289036	0.00105115	0.00105115	0.00102666	0.00102666	0.0010436	0.0010436	0.000648493	0.000648493	0.000659134	0.000659134	0.181674	0.000644545	0.000644545	0.00065518	0.00065518	0.00074845	0.00074845	0.000760732	0.000760732	0.000761636	0.000761636	0.204792	0.000756168	0.000756168	0.000872427	0.000872427	0.000886743	0.000886743	0.000887797	0.000887797	0.000867116	0.000867116	0.242654	0.000833185	0.00248782	0.00260957	0.000219319	0.00187295	0.008263	0.0242743	0.0254321	0.00218839	0.0183852	0.0001989561	1.39224	2.90215	1.82199	2.10282	2.45115	1.39224	2.90215	1.82199	2.10282	2.45115	0.140422	0.297344	0.186889	0.210846	0.249682
6800	-996.2693	-1011.704	15.4343	0.03081612	0.126884	0.000508474	0.000508474	0.000506423	0.000506423	0.000500795	0.000500795	0.000513012	0.000513012	0.00119808	0.00119808	0.303937	0.00120312	0.00120312	0.00118975	0.00118975	0.00121878	0.00121878	0.000784551	0.000784551	0.000791045	0.000791045	0.198228	0.000779098	0.000779098	0.000798104	0.000798104	0.000989864	0.000989864	0.000998057	0.000998057	0.000994032	0.000994032	0.247323	0.00100696	0.00100696	0.000809248	0.000809248	0.000815946	0.000815946	0.000812655	0.000812655	0.000803624	0.000803624	0.207128	0.000933785	0.00176918	0.00135874	0.00023226	0.00267739	0.00925146	0.0173843	0.0134052	0.00231722	0.0260757	0.0002736358	1.29707	3.08149	2.01789	2.54596	2.08141	1.29707	3.08149	2.01789	2.54596	2.08141	0.130942	0.313556	0.204533	0.255301	0.213611
6810	-994.5359	-1010.111	15.57517	0.04240102	0.121175	0.000674464	0.000674464	0.000671432	0.000671432	0.000668175	0.000668175	0.000675564	0.000675564	0.00181876	0.00181876	0.330458	0.0018208	0.0018208	0.00181197	0.00181197	0.001832	0.001832	0.00136759	0.00136759	0.0013753	0.0013753	0.247365	0.00136248	0.00136248	0.00137755	0.00137755	0.00121404	0.00121404	0.00122089	0.00122089	0.00121541	0.00121541	0.218528	0.00122289	0.00122289	0.001404	0.001404	0.00141193	0.00141193	0.00140558	0.00140558	0.00139876	0.00139876	0.255516	0.000603064	0.00117072	0.000715979	0.000227457	0.00133581	0.00599449	0.0115717	0.00710889	0.00226941	0.013182	0.000153678	1.25782	3.41096	2.56482	2.27686	2.63312	1.25782	3.41096	2.56482	2.27686	2.63312	0.126554	0.345025	0.258331	0.228274	0.266756
6820	-996.1938	-1012.321	16.12671	0.0322789	0.137458	0.000580386	0.000580386	0.000602957	0.000602957	0.00056865	0.00056865	0.000572969	0.000572969	0.00119243	0.00119243	0.289616	0.0012545	0.0012545	0.00118312	0.00118312	0.00119211	0.00119211	0.000584028	0.000584028	0.000591428	0.000591428	0.147364	0.000579468	0.000579468	0.00058387	0.00058387	0.000854063	0.000854063	0.000864884	0.000864884	0.000898519	0.000898519	0.203239	0.000853832	0.000853832	0.00103646	0.00103646	0.00104959	0.00104959	0.00109041	0.00109041	0.00102837	0.00102837	0.248517	0.00121605	0.00249849	0.00648459	0.000425853	0.00118861	0.0120144	0.0243758	0.060897	0.00424047	0.0117465	0.000216134	1.40337	2.91981	1.43006	2.09128	2.5379	1.40337	2.91981	1.43006	2.09128	2.5379	0.142108	0.29926	0.152042	0.210182	0.256926
6830	-990.9774	-1006.583	15.60606	0.03351996	0.138714	0.000604565	0.000604565	0.000608674	0.000608674	0.000599901	0.000599901	0.000608008	0.000608008	0.00136708	0.00136708	0.317011	0.00138369	0.00138369	0.00136374	0.00136374	0.00138217	0.00138217	0.000822173	0.000822173	0.000826542	0.000826542	0.191949	0.000820165	0.000820165	0.000831249	0.000831249	0.000836257	0.000836257	0.0008407	0.0008407	0.000846415	0.000846415	0.192423	0.000845489	0.000845489	0.00109897	0.00109897	0.0011048	0.0011048	0.00111231	0.00111231	0.00109628	0.00109628	0.25629	0.000737246	0.00127253	0.0019609	0.000491272	0.00184933	0.00731851	0.0125654	0.0192319	0.00488871	0.0181575	0.0002473242	1.42475	3.23885	1.94787	1.98124	2.60364	1.42475	3.23885	1.94787	1.98124	2.60364	0.143556	0.328005	0.198549	0.199161	0.265115
6840	-995.7714	-1011.162	15.39014	0.02003066	0.12789	0.000328995	0.000328995	0.000334886	0.000334886	0.00032453	0.00032453	0.000331643	0.000331643	0.00076728	0.00076728	0.302359	0.000786363	0.000786363	0.000762044	0.000762044	0.000778747	0.000778747	0.00042611	0.00042611	0.000429026	0.000429026	0.170922	0.000423203	0.000423203	0.000432478	0.000432478	0.000487565	0.000487565	0.000490901	0.000490901	0.000499691	0.000499691	0.189525	0.000494852	0.000494852	0.000627173	0.000627173	0.000631464	0.000631464	0.000642771	0.000642771	0.000622893	0.000622893	0.249136	0.000967845	0.00165869	0.00347895	0.00027886	0.00247675	0.00958567	0.0163163	0.0336199	0.00278085	0.0241689	0.0003041954	1.29253	3.03505	1.68552	1.92861	2.48084	1.29253	3.03505	1.68552	1.92861	2.48084	0.13053	0.308548	0.174344	0.193471	0.254185
6850	-997.9476	-1007.46	9.512125	0.0230609	0.130802	0.000390306	0.000390306	0.000388727	0.000388727	0.000383481	0.000383481	0.000389375	0.000389375	0.000871701	0.000871701	0.29876	0.000877971	0.000877971	0.000866122	0.000866122	0.000879435	0.000879435	0.000615672	0.000615672	0.00062262	0.00062262	0.210157	0.000611732	0.000611732	0.000621134	0.000621134	0.000672486	0.000672486	0.000680075	0.000680075	0.000677323	0.000677323	0.226452	0.000678453	0.000678453	0.000660477	0.000660477	0.000667931	0.000667931	0.000665228	0.000665228	0.00065625	0.00065625	0.225827	0.000907884	0.0020467	0.00163369	0.000262081	0.00180318	0.00899716	0.0200565	0.0160743	0.00261396	0.0177124	0.0009382044	1.32685	2.99679	2.1166	2.31191	2.27063	1.32685	2.99679	2.1166	2.31191	2.27063	0.133905	0.30575	0.215099	0.231869	0.231127
6860	-992.2196	-1007.137	14.91788	0.02024735	0.126909	0.000330205	0.000330205	0.000330221	0.000330221	0.000326712	0.000326712	0.000331944	0.000331944	0.000786403	0.000786403	0.306629	0.000792128	0.000792128	0.000783712	0.000783712	0.000796262	0.000796262	0.000487723	0.000487723	0.000491251	0.000491251	0.190179	0.000486054	0.000486054	0.000493837	0.000493837	0.00055625	0.00055625	0.000560273	0.000560273	0.000560299	0.000560299	0.214595	0.000563223	0.000563223	0.000663456	0.000663456	0.000668255	0.000668255	0.000668286	0.000668286	0.000661185	0.000661185	0.260052	0.000657638	0.00138568	0.00139041	0.000313155	0.00191945	0.00653341	0.0136674	0.0137134	0.00312177	0.018833	0.0003263036	1.28685	3.08688	1.91447	2.18346	2.60428	1.28685	3.08688	1.91447	2.18346	2.60428	0.129547	0.312946	0.194096	0.219075	0.265375
6870	-992.673	-1005.065	12.39221	0.02168433	0.128956	0.000358758	0.000358758	0.00035814	0.00035814	0.000355451	0.000355451	0.000359649	0.000359649	0.000903481	0.000903481	0.327435	0.000905636	0.000905636	0.000898836	0.000898836	0.000909452	0.000909452	0.00066694	0.00066694	0.000669685	0.000669685	0.241293	0.000663512	0.000663512	0.000671348	0.000671348	0.00063009	0.00063009	0.000632683	0.000632683	0.000631594	0.000631594	0.226249	0.000634255	0.000634255	0.000705442	0.000705442	0.000708345	0.000708345	0.000707125	0.000707125	0.000701815	0.000701815	0.256298	0.00077003	0.00118468	0.00101045	0.000251958	0.00143606	0.00764146	0.0117081	0.0100034	0.00251325	0.0141573	0.0005481816	1.30807	3.30774	2.44174	2.30683	2.5827	1.30807	3.30774	2.44174	2.30683	2.5827	0.13182	0.33467	0.246636	0.231307	0.261943
6880	-992.4814	-1007.266	14.7849	0.03990605	0.135197	0.000704341	0.000704341	0.000705566	0.000705566	0.000699746	0.000699746	0.00070912	0.00070912	0.00176111	0.00176111	0.339885	0.00176898	0.00176898	0.00175439	0.00175439	0.00177789	0.00177789	0.00106714	0.00106714	0.00107005	0.00107005	0.206311	0.00106307	0.00106307	0.00107731	0.00107731	0.0011126	0.0011126	0.00111563	0.00111563	0.00111757	0.00111757	0.213325	0.0011232	0.0011232	0.00127848	0.00127848	0.00128196	0.00128196	0.00128419	0.00128419	0.00127359	0.00127359	0.248414	0.000621781	0.000895733	0.00107124	0.000237551	0.00158035	0.00617938	0.00887781	0.0105989	0.00236988	0.0155576	0.0003086704	1.39946	3.5087	2.12609	2.21665	2.54714	1.39946	3.5087	2.12609	2.21665	2.54714	0.140835	0.35401	0.214866	0.222263	0.25865
