Iteration	Posterior	Likelihood	Prior	clado_prob	clado_rates[1]	clado_rates[2]	clado_rates[3]	clado_rates[4]	clado_rates[5]	clado_rates[6]	clado_rates[7]	clado_rates[8]	clado_rates[9]	clado_rates[10]	clado_rates[11]	clado_rates[12]	clado_rates[13]	clado_rates[14]	clado_rates[15]	clado_rates[16]	clado_rates[17]	clado_rates[18]	clado_rates[19]	clado_rates[20]	clado_rates[21]	clado_rates[22]	clado_rates[23]	clado_rates[24]	clado_rates[25]	clado_rates[26]	clado_rates[27]	clado_rates[28]	clado_rates[29]	clado_rates[30]	clado_rates[31]	clado_rates[32]	clado_rates[33]	clado_rates[34]	clado_rates[35]	clado_rates[36]	clado_rates[37]	clado_rates[38]	clado_rates[39]	clado_rates[40]	clado_rates[41]	clado_rates[42]	clado_rates[43]	clado_rates[44]	clado_rates[45]	delta[1]	delta[2]	delta[3]	delta[4]	delta[5]	delta_prop[1]	delta_prop[2]	delta_prop[3]	delta_prop[4]	delta_prop[5]	ma_base_rate	R_0[1]	R_0[2]	R_0[3]	R_0[4]	R_0[5]	R_0_param[1]	R_0_param[2]	R_0_param[3]	R_0_param[4]	R_0_param[5]	sum_rates[1]	sum_rates[2]	sum_rates[3]	sum_rates[4]	sum_rates[5]
1950	-992.9737	-1008.695	15.72159	0.02571793	0.135668	0.000454283	0.000454283	0.000450658	0.000450658	0.00044747	0.00044747	0.000451173	0.000451173	0.000949733	0.000949733	0.292098	0.000956116	0.000956116	0.000949351	0.000949351	0.000957209	0.000957209	0.000793353	0.000793353	0.000805108	0.000805108	0.242055	0.000793034	0.000793034	0.000799598	0.000799598	0.000714672	0.000714672	0.000725262	0.000725262	0.000719475	0.000719475	0.216506	0.000720298	0.000720298	0.000851999	0.000851999	0.000864624	0.000864624	0.000857725	0.000857725	0.000851657	0.000851657	0.260245	0.000307579	0.00179389	0.000981698	0.000267247	0.00109714	0.00306636	0.0176227	0.00972154	0.00266535	0.0108523	0.000204767	1.38822	2.94525	2.46029	2.21629	2.64216	1.38822	2.94525	2.46029	2.21629	2.64216	0.139275	0.299723	0.248437	0.222266	0.267097
1960	-993.2494	-1007.904	14.65497	0.02462929	0.138582	0.000436774	0.000436774	0.000440112	0.000440112	0.000433954	0.000433954	0.000438626	0.000438626	0.00105778	0.00105778	0.334625	0.00106428	0.00106428	0.00104939	0.00104939	0.00106069	0.00106069	0.000713045	0.000713045	0.000711989	0.000711989	0.227294	0.000707392	0.000707392	0.000715009	0.000715009	0.000735941	0.000735941	0.00073485	0.00073485	0.000740466	0.000740466	0.23131	0.000737967	0.000737967	0.000810156	0.000810156	0.000808956	0.000808956	0.000815138	0.000815138	0.000803733	0.000803733	0.257377	0.000913216	0.000763691	0.00153379	0.000113181	0.00119106	0.00904952	0.00757902	0.0151062	0.00113053	0.0117704	0.0003097494	1.40796	3.40475	2.29513	2.36882	2.60771	1.40796	3.40475	2.29513	2.36882	2.60771	0.142081	0.34309	0.232989	0.237208	0.263853
1970	-998.0432	-1007.699	9.656137	0.01501386	0.143366	0.000274919	0.000274919	0.000276427	0.000276427	0.000271941	0.000271941	0.000278629	0.000278629	0.000625445	0.000625445	0.330373	0.000632923	0.000632923	0.000622654	0.000622654	0.000637967	0.000637967	0.000335772	0.000335772	0.000337934	0.000337934	0.178334	0.000334274	0.000334274	0.000342494	0.000342494	0.000429677	0.000429677	0.000432443	0.000432443	0.000434814	0.000434814	0.224505	0.000438279	0.000438279	0.000473044	0.000473044	0.000476089	0.000476089	0.0004787	0.0004787	0.000470932	0.000470932	0.253243	0.000639404	0.0012874	0.00184271	0.000190235	0.00265422	0.00635342	0.0127103	0.0180937	0.00189873	0.025856	0.0009018053	1.44626	3.31146	1.77777	2.27495	2.50456	1.44626	3.31146	1.77777	2.27495	2.50456	0.14557	0.335411	0.181035	0.227976	0.257041
1980	-994.4287	-1010.478	16.0492	0.03209528	0.114747	0.000478116	0.000478116	0.000486832	0.000486832	0.000473683	0.000473683	0.000484686	0.000484686	0.00134779	0.00134779	0.326872	0.00137956	0.00137956	0.0013423	0.0013423	0.00137348	0.00137348	0.000667875	0.000667875	0.000671381	0.000671381	0.164929	0.000665156	0.000665156	0.000680607	0.000680607	0.000856972	0.000856972	0.000861471	0.000861471	0.000877175	0.000877175	0.205909	0.000873309	0.000873309	0.000918942	0.000918942	0.000923766	0.000923766	0.000940605	0.000940605	0.0009152	0.0009152	0.225928	0.000725657	0.00125442	0.00310025	0.000315505	0.00264581	0.00720429	0.0123888	0.0300702	0.00314512	0.0257761	0.0001131533	1.17698	3.33527	1.65274	2.12068	2.27403	1.17698	3.33527	1.65274	2.12068	2.27403	0.118594	0.337758	0.170299	0.212847	0.233325
1990	-993.3175	-1008.985	15.66734	0.03661797	0.133269	0.000640002	0.000640002	0.00063709	0.00063709	0.000632032	0.000632032	0.000638137	0.000638137	0.00147977	0.00147977	0.3148	0.00148888	0.00148888	0.00147706	0.00147706	0.00149133	0.00149133	0.00100704	0.00100704	0.00101787	0.00101787	0.213258	0.00100519	0.00100519	0.0010149	0.0010149	0.00100824	0.00100824	0.00101908	0.00101908	0.00101445	0.00101445	0.211817	0.00101611	0.00101611	0.00135634	0.00135634	0.00137092	0.00137092	0.00136469	0.00136469	0.00135385	0.00135385	0.2877	0.000395155	0.00147478	0.00101314	0.000211124	0.00117911	0.003936	0.0145334	0.0100298	0.00210679	0.0116537	0.0001262552	1.3779	3.22017	2.19144	2.19405	2.95155	1.3779	3.22017	2.19144	2.19405	2.95155	0.138364	0.326674	0.221348	0.219933	0.298592
2000	-991.2242	-1007.304	16.08008	0.01995779	0.128722	0.000328446	0.000328446	0.000330839	0.000330839	0.000325112	0.000325112	0.000329765	0.000329765	0.000820172	0.000820172	0.322969	0.000828115	0.000828115	0.000813781	0.000813781	0.000825428	0.000825428	0.000438517	0.000438517	0.000439562	0.000439562	0.173938	0.0004351	0.0004351	0.000441328	0.000441328	0.000576406	0.000576406	0.000577778	0.000577778	0.000581988	0.000581988	0.224674	0.0005801	0.0005801	0.000621116	0.000621116	0.000622595	0.000622595	0.000627132	0.000627132	0.000616277	0.000616277	0.245567	0.000972491	0.00121297	0.00195042	0.000185756	0.0016196	0.00963125	0.0119843	0.0191311	0.00185411	0.0159378	0.0001415555	1.30078	3.25596	1.74085	2.28825	2.46574	1.30078	3.25596	1.74085	2.28825	2.46574	0.13135	0.329544	0.177447	0.229307	0.250541
2010	-993.2273	-1009.047	15.81963	0.0331886	0.121488	0.000521612	0.000521612	0.000531293	0.000531293	0.000516437	0.000516437	0.000524219	0.000524219	0.00127165	0.00127165	0.29653	0.00129602	0.00129602	0.00125978	0.00125978	0.00127877	0.00127877	0.000724927	0.000724927	0.000725359	0.000725359	0.17218	0.000718161	0.000718161	0.000728983	0.000728983	0.00089687	0.00089687	0.000897404	0.000897404	0.00091406	0.00091406	0.207062	0.000901888	0.000901888	0.00109703	0.00109703	0.00109769	0.00109769	0.00111806	0.00111806	0.00108679	0.00108679	0.25709	0.00144812	0.00150852	0.00339248	0.000501256	0.00201572	0.0142745	0.014861	0.0328117	0.00498756	0.019759	0.0002358445	1.23864	3.02151	1.72247	2.13102	2.60661	1.23864	3.02151	1.72247	2.13102	2.60661	0.125675	0.306743	0.177975	0.214282	0.265889
2020	-989.9483	-1006.079	16.13068	0.02706759	0.140572	0.000490891	0.000490891	0.000495073	0.000495073	0.000486174	0.000486174	0.000494059	0.000494059	0.00109017	0.00109017	0.314793	0.00110404	0.00110404	0.0010842	0.0010842	0.00110178	0.00110178	0.000662153	0.000662153	0.000664915	0.000664915	0.19283	0.000658526	0.000658526	0.000669206	0.000669206	0.000721204	0.000721204	0.000724212	0.000724212	0.000730383	0.000730383	0.206251	0.000728886	0.000728886	0.000828158	0.000828158	0.000831613	0.000831613	0.000838698	0.000838698	0.000823623	0.000823623	0.240679	0.000843868	0.00126457	0.00212736	0.000291617	0.00191803	0.00836806	0.0124878	0.0208304	0.00290769	0.0188193	0.0001663112	1.43274	3.1951	1.94066	2.11373	2.42719	1.43274	3.1951	1.94066	2.11373	2.42719	0.144505	0.323553	0.198139	0.21206	0.247323
2030	-993.3112	-1009.222	15.91107	0.04047873	0.134551	0.000717481	0.000717481	0.000721352	0.000721352	0.000709759	0.000709759	0.000715331	0.000715331	0.00164872	0.00164872	0.31616	0.0016762	0.0016762	0.00164926	0.00164926	0.00166221	0.00166221	0.000848761	0.000848761	0.000858278	0.000858278	0.163637	0.00084904	0.00084904	0.000855707	0.000855707	0.0011419	0.0011419	0.0011547	0.0011547	0.00116093	0.00116093	0.216615	0.00115124	0.00115124	0.00145068	0.00145068	0.00146695	0.00146695	0.00147487	0.00147487	0.00145116	0.00145116	0.277351	0.000317909	0.0014428	0.00199014	0.000350948	0.00113887	0.00316902	0.0142228	0.019513	0.00349721	0.0112604	0.0001667774	1.39782	3.24811	1.67213	2.24964	2.85797	1.39782	3.24811	1.67213	2.24964	2.85797	0.140278	0.329433	0.170461	0.225833	0.289039
2040	-997.7855	-1014.107	16.32104	0.02895079	0.147258	0.000555007	0.000555007	0.000559975	0.000559975	0.000546834	0.000546834	0.000552661	0.000552661	0.00113781	0.00113781	0.308768	0.001161	0.001161	0.00113375	0.00113375	0.00114583	0.00114583	0.00059135	0.00059135	0.000598048	0.000598048	0.161911	0.00058924	0.00058924	0.000595519	0.000595519	0.000725548	0.000725548	0.000733766	0.000733766	0.000740334	0.000740334	0.193993	0.000730664	0.000730664	0.000821894	0.000821894	0.000831202	0.000831202	0.000838643	0.000838643	0.000818962	0.000818962	0.222095	0.000639249	0.00177907	0.00269014	0.000280232	0.00134883	0.00635189	0.0174797	0.0261967	0.00279449	0.0133088	0.0001858258	1.50685	3.12416	1.6237	1.99218	2.25672	1.50685	3.12416	1.6237	1.99218	2.25672	0.151687	0.317925	0.166659	0.199853	0.228716
2050	-995.267	-1010.581	15.31372	0.02115528	0.118431	0.000323117	0.000323117	0.000330538	0.000330538	0.000317902	0.000317902	0.000325354	0.000325354	0.000771589	0.000771589	0.288436	0.000797124	0.000797124	0.000766652	0.000766652	0.000784623	0.000784623	0.000461088	0.000461088	0.000465653	0.000465653	0.176323	0.000458137	0.000458137	0.000468877	0.000468877	0.000565391	0.000565391	0.000570989	0.000570989	0.000584103	0.000584103	0.207944	0.000574943	0.000574943	0.000621623	0.000621623	0.000627778	0.000627778	0.000642195	0.000642195	0.000617645	0.000617645	0.233984	0.0010603	0.0020609	0.0044048	0.000413627	0.00276749	0.0104917	0.0201929	0.0421896	0.00411923	0.0269296	0.0003183328	1.19721	2.8872	1.72534	2.11563	2.32604	1.19721	2.8872	1.72534	2.11563	2.32604	0.121025	0.294676	0.18003	0.212535	0.239003
2060	-993.7921	-1009.814	16.02225	0.04018233	0.128519	0.000676533	0.000676533	0.000671459	0.000671459	0.000665958	0.000665958	0.000677525	0.000677525	0.00146809	0.00146809	0.282204	0.00146572	0.00146572	0.00145371	0.00145371	0.00147896	0.00147896	0.000950365	0.000950365	0.000955998	0.000955998	0.181314	0.000941055	0.000941055	0.0009574	0.0009574	0.00109397	0.00109397	0.00110045	0.00110045	0.0010922	0.0010922	0.207001	0.00110206	0.00110206	0.00114982	0.00114982	0.00115663	0.00115663	0.00114796	0.00114796	0.00113855	0.00113855	0.221347	0.00142294	0.00202408	0.00125896	0.000429339	0.00217369	0.0140298	0.0198392	0.0124331	0.00427504	0.0212744	9.730216e-05	1.3202	2.88185	1.86556	2.14745	2.25708	1.3202	2.88185	1.86556	2.14745	2.25708	0.133902	0.293937	0.188924	0.215778	0.230533
2070	-993.9798	-1009.23	15.24978	0.0306442	0.145709	0.000582523	0.000582523	0.000587673	0.000587673	0.000573007	0.000573007	0.000578382	0.000578382	0.00116481	0.00116481	0.298217	0.00118886	0.00118886	0.00115919	0.00115919	0.00117006	0.00117006	0.000680603	0.000680603	0.000688565	0.000688565	0.175789	0.000677317	0.000677317	0.000683671	0.000683671	0.000764968	0.000764968	0.000773917	0.000773917	0.000780759	0.000780759	0.192649	0.000768416	0.000768416	0.000973367	0.000973367	0.000984754	0.000984754	0.00099346	0.00099346	0.000968667	0.000968667	0.247431	0.000975977	0.00215731	0.00306048	0.000488463	0.00143116	0.00966543	0.0211176	0.029696	0.00486088	0.0141096	0.0003137266	1.48863	3.01148	1.75961	1.97773	2.51652	1.48863	3.01148	1.75961	1.97773	2.51652	0.150352	0.307583	0.18125	0.198825	0.255272
2080	-995.9508	-1012.094	16.1434	0.04573406	0.126767	0.000766325	0.000766325	0.000800262	0.000800262	0.000756235	0.000756235	0.000764683	0.000764683	0.00176404	0.00176404	0.297135	0.00185889	0.00185889	0.00175662	0.00175662	0.00177624	0.00177624	0.000737986	0.000737986	0.000744687	0.000744687	0.129811	0.000734882	0.000734882	0.000743091	0.000743091	0.0012117	0.0012117	0.00122271	0.00122271	0.00127685	0.00127685	0.201412	0.00122009	0.00122009	0.00142681	0.00142681	0.00143976	0.00143976	0.00150352	0.00150352	0.0014208	0.0014208	0.239816	0.000857272	0.00177304	0.00628008	0.000433052	0.00155493	0.00849986	0.0174215	0.0590899	0.00431184	0.0153112	0.0001109511	1.31714	3.05951	1.27995	2.10155	2.47462	1.31714	3.05951	1.27995	2.10155	2.47462	0.132942	0.311446	0.135733	0.211275	0.251398
2090	-996.2287	-1012.384	16.1553	0.03157727	0.130847	0.000532877	0.000532877	0.000540688	0.000540688	0.000526848	0.000526848	0.000541693	0.000541693	0.00124382	0.00124382	0.304918	0.00126102	0.00126102	0.00122874	0.00122874	0.00126336	0.00126336	0.000880775	0.000880775	0.000880055	0.000880055	0.219084	0.000870098	0.000870098	0.000894615	0.000894615	0.000912746	0.000912746	0.000912001	0.000912001	0.000925369	0.000925369	0.221225	0.000927089	0.000927089	0.00085255	0.00085255	0.000851854	0.000851854	0.000864342	0.000864342	0.000842216	0.000842216	0.212458	0.00150596	0.00142308	0.00290981	0.000275565	0.00310107	0.0148361	0.0140311	0.0282754	0.00274807	0.0300779	0.0001580113	1.33108	3.10442	2.19831	2.27811	2.12786	1.33108	3.10442	2.19831	2.27811	2.12786	0.135131	0.314912	0.226135	0.228579	0.219279
2100	-995.9901	-1012.379	16.38881	0.03726383	0.133502	0.000654696	0.000654696	0.000659252	0.000659252	0.000643972	0.000643972	0.000653594	0.000653594	0.00144725	0.00144725	0.303191	0.00147713	0.00147713	0.00144289	0.00144289	0.00146445	0.00146445	0.000759539	0.000759539	0.00076986	0.00076986	0.160226	0.00075725	0.00075725	0.000768565	0.000768565	0.000840295	0.000840295	0.000851714	0.000851714	0.000857641	0.000857641	0.173153	0.000850281	0.000850281	0.00115318	0.00115318	0.00116885	0.00116885	0.00117698	0.00117698	0.0011497	0.0011497	0.241178	0.000696557	0.00206491	0.00277518	0.000393136	0.00189319	0.00691738	0.0202314	0.0270024	0.00391596	0.0185801	0.000134866	1.3771	3.08555	1.61934	1.79151	2.45858	1.3771	3.08555	1.61934	1.79151	2.45858	0.138725	0.314855	0.166337	0.179953	0.250475
2110	-991.9093	-1007.157	15.24744	0.02475833	0.132226	0.000422764	0.000422764	0.000424758	0.000424758	0.000416365	0.000416365	0.000424815	0.000424815	0.000935603	0.000935603	0.297055	0.000947105	0.000947105	0.000928392	0.000928392	0.000947232	0.000947232	0.000654706	0.000654706	0.000659645	0.000659645	0.20885	0.00064966	0.00064966	0.000662844	0.000662844	0.00067028	0.00067028	0.000675336	0.000675336	0.000678521	0.000678521	0.209593	0.000678612	0.000678612	0.000778486	0.000778486	0.000784358	0.000784358	0.000788057	0.000788057	0.000772486	0.000772486	0.248369	0.00104425	0.00180647	0.00228648	0.000265438	0.00230021	0.0103345	0.0177441	0.0223537	0.00264735	0.0224849	0.0002969133	1.34181	2.99191	2.09365	2.14345	2.48948	1.34181	2.99191	2.09365	2.14345	2.48948	0.135603	0.304571	0.214103	0.214999	0.254615
2120	-995.7313	-1009.597	13.8662	0.01927426	0.132019	0.000327931	0.000327931	0.000335251	0.000335251	0.00032353	0.00032353	0.000328693	0.000328693	0.00073745	0.00073745	0.303529	0.000762302	0.000762302	0.00073565	0.00073565	0.00074739	0.00074739	0.000350913	0.000350913	0.000354819	0.000354819	0.147657	0.000350057	0.000350057	0.000355643	0.000355643	0.000510047	0.000510047	0.000515724	0.000515724	0.000527235	0.000527235	0.207114	0.000516921	0.000516921	0.000547034	0.000547034	0.000553123	0.000553123	0.000565469	0.000565469	0.000545699	0.000545699	0.225678	0.000506477	0.00162514	0.00389349	0.000261153	0.00186115	0.00503925	0.0159915	0.0374758	0.00260473	0.0182715	0.0004704782	1.33935	3.04545	1.44917	2.10634	2.25908	1.33935	3.04545	1.44917	2.10634	2.25908	0.13465	0.309494	0.15048	0.211253	0.2301
2130	-996.5731	-1012.614	16.04102	0.0449933	0.129271	0.000765003	0.000765003	0.000787905	0.000787905	0.00075405	0.00075405	0.000768304	0.000768304	0.00164416	0.00164416	0.280545	0.00170163	0.00170163	0.00162851	0.00162851	0.0016593	0.0016593	0.000807515	0.000807515	0.00081145	0.00081145	0.141913	0.000799832	0.000799832	0.000814952	0.000814952	0.00127607	0.00127607	0.00128228	0.00128228	0.00132067	0.00132067	0.21462	0.00128782	0.00128782	0.00135931	0.00135931	0.00136594	0.00136594	0.00140683	0.00140683	0.00134638	0.00134638	0.232943	0.00127757	0.00177104	0.00481777	0.000313915	0.00221021	0.0126145	0.0174022	0.0459633	0.00312932	0.0216242	0.0002324545	1.33654	2.8865	1.41768	2.24028	2.38643	1.33654	2.8865	1.41768	2.24028	2.38643	0.135421	0.293812	0.14838	0.224954	0.2439
2140	-995.5063	-1010.25	14.74364	0.04147409	0.12675	0.000685756	0.000685756	0.000679783	0.000679783	0.000677024	0.000677024	0.000685114	0.000685114	0.00160864	0.00160864	0.297519	0.00159514	0.00159514	0.00158866	0.00158866	0.00160765	0.00160765	0.000968633	0.000968633	0.000968942	0.000968942	0.177589	0.000956604	0.000956604	0.000968034	0.000968034	0.00112284	0.00112284	0.0011232	0.0011232	0.00111341	0.00111341	0.205025	0.00112214	0.00112214	0.00134447	0.00134447	0.0013449	0.0013449	0.00133319	0.00133319	0.00132778	0.00132778	0.248428	0.00167503	0.00170738	0.000821519	0.000412306	0.00161217	0.0164744	0.0167872	0.00814825	0.00410613	0.0158659	0.0003547396	1.30056	3.05182	1.83763	2.13018	2.55065	1.30056	3.05182	1.83763	2.13018	2.55065	0.132205	0.310319	0.185313	0.213988	0.259129
2150	-996.6241	-1010.707	14.08291	0.01643493	0.125479	0.000266412	0.000266412	0.000265748	0.000265748	0.000260042	0.000260042	0.000263859	0.000263859	0.000561324	0.000561324	0.273179	0.000569166	0.000569166	0.000556944	0.000556944	0.00056512	0.00056512	0.000400775	0.000400775	0.000407389	0.000407389	0.194559	0.000397648	0.000397648	0.000403485	0.000403485	0.000470835	0.000470835	0.000478605	0.000478605	0.000477413	0.000477413	0.223662	0.000474019	0.000474019	0.000574426	0.000574426	0.000583906	0.000583906	0.000582451	0.000582451	0.000569944	0.000569944	0.276877	0.00101109	0.00267807	0.00242228	0.000222961	0.00169418	0.0100097	0.0260822	0.0236499	0.00222465	0.0166596	0.0004201658	1.26298	2.705	1.93132	2.26893	2.76814	1.26298	2.705	1.93132	2.26893	2.76814	0.127591	0.277684	0.197777	0.227464	0.281498
2160	-991.5614	-1006.455	14.89355	0.0335086	0.131215	0.000572077	0.000572077	0.000571344	0.000571344	0.000565277	0.000565277	0.000570746	0.000570746	0.00129653	0.00129653	0.300965	0.00130265	0.00130265	0.00128882	0.00128882	0.00130129	0.00130129	0.000888622	0.000888622	0.00089396	0.00089396	0.206012	0.000883336	0.000883336	0.000891881	0.000891881	0.000977563	0.000977563	0.000983436	0.000983436	0.000982176	0.000982176	0.224226	0.000981149	0.000981149	0.00117827	0.00117827	0.00118534	0.00118534	0.00118383	0.00118383	0.00117126	0.00117126	0.272876	0.000958953	0.00156544	0.00143539	0.000358333	0.00132924	0.00949845	0.0154131	0.0141508	0.00357053	0.013118	7.47237e-05	1.34475	3.066	2.10139	2.31171	2.78633	1.34475	3.066	2.10139	2.31171	2.78633	0.135774	0.311344	0.213128	0.232074	0.282313
2170	-1007.606	-1013.976	6.369534	0.009799109	0.161402	0.000203647	0.000203647	0.000203054	0.000203054	0.000199801	0.000199801	0.000204664	0.000204664	0.000344296	0.000344296	0.283892	0.000350155	0.000350155	0.000344546	0.000344546	0.000352932	0.000352932	0.00023306	0.00023306	0.000237719	0.000237719	0.191612	0.000233229	0.000233229	0.000238906	0.000238906	0.000260237	0.000260237	0.000265439	0.000265439	0.000264666	0.000264666	0.210529	0.000266765	0.000266765	0.00029863	0.00029863	0.000304599	0.000304599	0.000303712	0.000303712	0.000298847	0.000298847	0.247468	0.000401758	0.00240849	0.00211025	0.000474568	0.00292012	0.0040015	0.0235184	0.0206664	0.00472327	0.0283727	0.001411167	1.62347	2.79959	1.89509	2.11608	2.42826	1.62347	2.79959	1.89509	2.11608	2.42826	0.163025	0.286676	0.193498	0.212643	0.24988
2180	-993.6194	-1008.942	15.32217	0.02704371	0.136856	0.000479088	0.000479088	0.000475237	0.000475237	0.000474046	0.000474046	0.000475243	0.000475243	0.00105644	0.00105644	0.306359	0.00105586	0.00105586	0.00105322	0.00105322	0.00105588	0.00105588	0.000845931	0.000845931	0.000852321	0.000852321	0.243341	0.000843351	0.000843351	0.00084548	0.00084548	0.000739491	0.000739491	0.000745076	0.000745076	0.000739087	0.000739087	0.212189	0.000739096	0.000739096	0.000972089	0.000972089	0.000979432	0.000979432	0.000971559	0.000971559	0.000969124	0.000969124	0.279635	0.000615694	0.00137566	0.000560763	0.000308733	0.000562001	0.00611926	0.0135699	0.00557636	0.00307783	0.0055886	0.0002353141	1.39799	3.10601	2.4871	2.17416	2.85801	1.39799	3.10601	2.4871	2.17416	2.85801	0.140663	0.314802	0.250115	0.218114	0.287419
2190	-991.8554	-1006.891	15.03532	0.03075129	0.130948	0.000519343	0.000519343	0.000520972	0.000520972	0.000514618	0.000514618	0.000518628	0.000518628	0.00127097	0.00127097	0.32049	0.00127501	0.00127501	0.00125946	0.00125946	0.00126927	0.00126927	0.000732308	0.000732308	0.000732336	0.000732336	0.185239	0.000725673	0.000725673	0.000731328	0.000731328	0.000865047	0.000865047	0.00086508	0.00086508	0.000867794	0.000867794	0.216147	0.00086389	0.00086389	0.00102319	0.00102319	0.00102323	0.00102323	0.00102644	0.00102644	0.00101392	0.00101392	0.257653	0.00141532	0.00141916	0.00173731	0.0004965	0.00127962	0.0139556	0.013993	0.0170764	0.00494047	0.0126345	0.0003024444	1.33217	3.26031	1.87852	2.21903	2.62469	1.33217	3.26031	1.87852	2.21903	2.62469	0.135095	0.330639	0.191082	0.223071	0.265827
2200	-995.6809	-1008.453	12.77261	0.01477165	0.124759	0.000234017	0.000234017	0.000233782	0.000233782	0.000231468	0.000231468	0.000237716	0.000237716	0.000611911	0.000611911	0.326783	0.000611823	0.000611823	0.000605767	0.000605767	0.000622118	0.000622118	0.000407677	0.000407677	0.000408028	0.000408028	0.217496	0.000403584	0.000403584	0.000414478	0.000414478	0.000404823	0.000404823	0.000405172	0.000405172	0.000404765	0.000404765	0.213836	0.000411576	0.000411576	0.00041853	0.00041853	0.000418891	0.000418891	0.00041847	0.00041847	0.000414328	0.000414328	0.227043	0.00128372	0.00137101	0.00126923	0.000266825	0.00297324	0.0126745	0.0135246	0.0125332	0.00266115	0.0288739	0.0005466086	1.25024	3.27197	2.1799	2.16464	2.23794	1.25024	3.27197	2.1799	2.16464	2.23794	0.126633	0.331687	0.220764	0.217088	0.230384
2210	-995.875	-1011.859	15.98401	0.04686352	0.121647	0.000754187	0.000754187	0.000761537	0.000761537	0.000744341	0.000744341	0.00074992	0.00074992	0.00179367	0.00179367	0.2944	0.001827	0.001827	0.00178575	0.00178575	0.00179913	0.00179913	0.00129756	0.00129756	0.00130893	0.00130893	0.215049	0.00129184	0.00129184	0.00130152	0.00130152	0.00120893	0.00120893	0.00121952	0.00121952	0.0012314	0.0012314	0.195835	0.00121262	0.00121262	0.00149481	0.00149481	0.0015079	0.0015079	0.0015226	0.0015226	0.00148822	0.00148822	0.24396	0.000919595	0.0018033	0.00279544	0.000474288	0.00122729	0.00911216	0.0177135	0.0271942	0.00472049	0.0121241	0.000194187	1.26466	3.03404	2.19487	2.04494	2.52852	1.26466	3.03404	2.19487	2.04494	2.52852	0.127667	0.308811	0.225449	0.20558	0.255987
2220	-991.708	-1007.752	16.04385	0.02660313	0.127159	0.000433393	0.000433393	0.000445556	0.000445556	0.000431158	0.000431158	0.000436217	0.000436217	0.00113927	0.00113927	0.332704	0.00116851	0.00116851	0.00113075	0.00113075	0.00114401	0.00114401	0.000566851	0.000566851	0.000565526	0.000565526	0.170185	0.000562609	0.000562609	0.000569211	0.000569211	0.000725551	0.000725551	0.000723855	0.000723855	0.00074417	0.00074417	0.210791	0.000728572	0.000728572	0.000856173	0.000856173	0.000854171	0.000854171	0.000878144	0.000878144	0.000849766	0.000849766	0.251659	0.00104498	0.000808733	0.00363799	0.000288781	0.00146563	0.0103418	0.00802245	0.0351029	0.0028795	0.0144446	0.0001580022	1.29283	3.39055	1.68699	2.15929	2.54803	1.29283	3.39055	1.68699	2.15929	2.54803	0.130651	0.341869	0.174713	0.216636	0.258536
2230	-990.1586	-1006.217	16.05835	0.02834076	0.127881	0.000469589	0.000469589	0.000475446	0.000475446	0.000463681	0.000463681	0.0004708	0.0004708	0.00110077	0.00110077	0.304084	0.0011225	0.0011225	0.00109472	0.00109472	0.00111153	0.00111153	0.000650667	0.000650667	0.000655333	0.000655333	0.181986	0.000647089	0.000647089	0.000657023	0.000657023	0.00079403	0.00079403	0.000799724	0.000799724	0.000809699	0.000809699	0.216588	0.000801786	0.000801786	0.000945519	0.000945519	0.000952299	0.000952299	0.000964177	0.000964177	0.000940319	0.000940319	0.261869	0.000762192	0.00148478	0.0027506	0.000208062	0.00174646	0.00756426	0.0146306	0.0267697	0.0020763	0.0171648	0.0001323499	1.30616	3.08375	1.8228	2.22442	2.64881	1.30616	3.08375	1.8228	2.22442	2.64881	0.13164	0.312943	0.187206	0.222998	0.269474
2240	-997.6299	-1013.942	16.31241	0.02521241	0.134753	0.000447437	0.000447437	0.0004433	0.0004433	0.000430901	0.000430901	0.000436744	0.000436744	0.00081981	0.00081981	0.260422	0.000834178	0.000834178	0.000810846	0.000810846	0.000821841	0.000821841	0.000531492	0.000531492	0.000545853	0.000545853	0.167274	0.00052568	0.00052568	0.000532808	0.000532808	0.000694545	0.000694545	0.000713312	0.000713312	0.000706718	0.000706718	0.212477	0.000696266	0.000696266	0.000767187	0.000767187	0.000787917	0.000787917	0.000780632	0.000780632	0.000758799	0.000758799	0.237882	0.00147659	0.00421851	0.00325504	0.000367069	0.00172802	0.0145511	0.0404776	0.0315242	0.00365727	0.0169867	0.0002150988	1.36227	2.56344	1.6619	2.17175	2.39889	1.36227	2.56344	1.6619	2.17175	2.39889	0.13827	0.266995	0.171545	0.218099	0.244071
