param,value
S0_0_0_0,407449
S0_0_1_0,0
S0_0_2_0,0
S0_0_3_0,0
S0_0_4_0,0
S0_1_0_0,0
S0_1_1_0,407449
S0_1_2_0,0
S0_1_3_0,0
S0_1_4_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,407449
S0_2_3_0,0
S0_2_4_0,0
S0_3_0_0,0
S0_3_1_0,0
S0_3_2_0,0
S0_3_3_0,407449
S0_3_4_0,0
S0_4_0_0,0
S0_4_1_0,0
S0_4_2_0,0
S0_4_3_0,0
S0_4_4_0,407449
R0_0,3.9960237706
R0_1,3.9960237706
R0_2,3.9960237706
R0_3,3.9960237706
R0_4,3.9960237706
Sample_0,0.0939230272
Sample_1,0.0939230272
Sample_2,0.0939230272
Sample_3,0.0939230272
Sample_4,0.0939230272
Recover_0,0.980491451
Recover_1,0.980491451
Recover_2,0.980491451
Recover_3,0.980491451
Recover_4,0.980491451
Stop_time_0,13.0103662014
Time_of_interest_0,39.1508558317
nSampled_tips_0,207
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
R2S_3,0.0
R2S_4,0.0
Total_S0_0,407449
Total_S0_1,407449
Total_S0_2,407449
Total_S0_3,407449
Total_S0_4,407449
Infect_0,1.05372e-05
Infect_1,1.05372e-05
Infect_2,1.05372e-05
Infect_3,1.05372e-05
Infect_4,1.05372e-05
VisitDepart_0_0,0.0092086096
VisitDepart_0_1,0.0092086096
VisitDepart_0_2,0.0092086096
VisitDepart_0_3,0.0092086096
VisitDepart_0_4,0.0092086096
VisitDepart_1_0,0.0092086096
VisitDepart_1_1,0.0092086096
VisitDepart_1_2,0.0092086096
VisitDepart_1_3,0.0092086096
VisitDepart_1_4,0.0092086096
VisitDepart_2_0,0.0092086096
VisitDepart_2_1,0.0092086096
VisitDepart_2_2,0.0092086096
VisitDepart_2_3,0.0092086096
VisitDepart_2_4,0.0092086096
VisitDepart_3_0,0.0092086096
VisitDepart_3_1,0.0092086096
VisitDepart_3_2,0.0092086096
VisitDepart_3_3,0.0092086096
VisitDepart_3_4,0.0092086096
VisitDepart_4_0,0.0092086096
VisitDepart_4_1,0.0092086096
