param,value
S0_0_0_0,389991
S0_0_1_0,0
S0_0_2_0,0
S0_0_3_0,0
S0_0_4_0,0
S0_1_0_0,0
S0_1_1_0,389991
S0_1_2_0,0
S0_1_3_0,0
S0_1_4_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,389991
S0_2_3_0,0
S0_2_4_0,0
S0_3_0_0,0
S0_3_1_0,0
S0_3_2_0,0
S0_3_3_0,389991
S0_3_4_0,0
S0_4_0_0,0
S0_4_1_0,0
S0_4_2_0,0
S0_4_3_0,0
S0_4_4_0,389991
R0_0,6.6426778264
R0_1,6.6426778264
R0_2,6.6426778264
R0_3,6.6426778264
R0_4,6.6426778264
Sample_0,0.0413926846
Sample_1,0.0413926846
Sample_2,0.0413926846
Sample_3,0.0413926846
Sample_4,0.0413926846
Recover_0,0.282572912
Recover_1,0.282572912
Recover_2,0.282572912
Recover_3,0.282572912
Recover_4,0.282572912
Stop_time_0,9.6511894653
Time_of_interest_0,1.5103209857
nSampled_tips_0,406
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
R2S_3,0.0
R2S_4,0.0
Total_S0_0,389991
Total_S0_1,389991
Total_S0_2,389991
Total_S0_3,389991
Total_S0_4,389991
Infect_0,5.5181e-06
Infect_1,5.5181e-06
Infect_2,5.5181e-06
Infect_3,5.5181e-06
Infect_4,5.5181e-06
VisitDepart_0_0,0.0023032198
VisitDepart_0_1,0.0023032198
VisitDepart_0_2,0.0023032198
VisitDepart_0_3,0.0023032198
VisitDepart_0_4,0.0023032198
VisitDepart_1_0,0.0023032198
VisitDepart_1_1,0.0023032198
VisitDepart_1_2,0.0023032198
VisitDepart_1_3,0.0023032198
VisitDepart_1_4,0.0023032198
VisitDepart_2_0,0.0023032198
VisitDepart_2_1,0.0023032198
VisitDepart_2_2,0.0023032198
VisitDepart_2_3,0.0023032198
VisitDepart_2_4,0.0023032198
VisitDepart_3_0,0.0023032198
VisitDepart_3_1,0.0023032198
VisitDepart_3_2,0.0023032198
VisitDepart_3_3,0.0023032198
VisitDepart_3_4,0.0023032198
VisitDepart_4_0,0.0023032198
VisitDepart_4_1,0.0023032198
VisitDepart_4_2,0.0023032198
VisitDepart_4_3,0.0023032198
VisitDepart_4_4,0.0023032198
VisitReturn_0_0,0.2538826426
VisitReturn_0_1,0.2538826426
VisitReturn_0_2,0.2538826426
VisitReturn_0_3,0.2538826426
VisitReturn_0_4,0.2538826426
VisitReturn_1_0,0.2538826426
VisitReturn_1_1,0.2538826426
VisitReturn_1_2,0.2538826426
VisitReturn_1_3,0.2538826426
VisitReturn_1_4,0.2538826426
VisitReturn_2_0,0.2538826426
VisitReturn_2_1,0.2538826426
VisitReturn_2_2,0.2538826426
VisitReturn_2_3,0.2538826426
VisitReturn_2_4,0.2538826426
VisitReturn_3_0,0.2538826426
VisitReturn_3_1,0.2538826426
VisitReturn_3_2,0.2538826426
VisitReturn_3_3,0.2538826426
VisitReturn_3_4,0.2538826426
VisitReturn_4_0,0.2538826426
VisitReturn_4_1,0.2538826426
VisitReturn_4_2,0.2538826426
VisitReturn_4_3,0.2538826426
VisitReturn_4_4,0.2538826426
VisitStationaryFreqs_0_0,0.9649827597
VisitStationaryFreqs_0_1,0.0087543101
VisitStationaryFreqs_0_2,0.0087543101
VisitStationaryFreqs_0_3,0.0087543101
VisitStationaryFreqs_0_4,0.0087543101
VisitStationaryFreqs_1_0,0.0087543101
VisitStationaryFreqs_1_1,0.9649827597
VisitStationaryFreqs_1_2,0.0087543101
VisitStationaryFreqs_1_3,0.0087543101
VisitStationaryFreqs_1_4,0.0087543101
VisitStationaryFreqs_2_0,0.0087543101
VisitStationaryFreqs_2_1,0.0087543101
VisitStationaryFreqs_2_2,0.9649827597
VisitStationaryFreqs_2_3,0.0087543101
VisitStationaryFreqs_2_4,0.0087543101
VisitStationaryFreqs_3_0,0.0087543101
VisitStationaryFreqs_3_1,0.0087543101
VisitStationaryFreqs_3_2,0.0087543101
VisitStationaryFreqs_3_3,0.9649827597
VisitStationaryFreqs_3_4,0.0087543101
VisitStationaryFreqs_4_0,0.0087543101
VisitStationaryFreqs_4_1,0.0087543101
VisitStationaryFreqs_4_2,0.0087543101
VisitStationaryFreqs_4_3,0.0087543101
VisitStationaryFreqs_4_4,0.9649827597
VisitApproxInfect_0_0,5.3248e-06
VisitApproxInfect_0_1,4.83e-08
VisitApproxInfect_0_2,4.83e-08
VisitApproxInfect_0_3,4.83e-08
VisitApproxInfect_0_4,4.83e-08
VisitApproxInfect_1_0,4.83e-08
VisitApproxInfect_1_1,5.3248e-06
VisitApproxInfect_1_2,4.83e-08
VisitApproxInfect_1_3,4.83e-08
VisitApproxInfect_1_4,4.83e-08
VisitApproxInfect_2_0,4.83e-08
VisitApproxInfect_2_1,4.83e-08
VisitApproxInfect_2_2,5.3248e-06
VisitApproxInfect_2_3,4.83e-08
VisitApproxInfect_2_4,4.83e-08
VisitApproxInfect_3_0,4.83e-08
VisitApproxInfect_3_1,4.83e-08
VisitApproxInfect_3_2,4.83e-08
VisitApproxInfect_3_3,5.3248e-06
VisitApproxInfect_3_4,4.83e-08
VisitApproxInfect_4_0,4.83e-08
VisitApproxInfect_4_1,4.83e-08
VisitApproxInfect_4_2,4.83e-08
VisitApproxInfect_4_3,4.83e-08
