Iteration	Posterior	Likelihood	Prior	clado_prob	clado_rates[1]	clado_rates[2]	clado_rates[3]	clado_rates[4]	clado_rates[5]	clado_rates[6]	clado_rates[7]	clado_rates[8]	clado_rates[9]	clado_rates[10]	clado_rates[11]	clado_rates[12]	clado_rates[13]	clado_rates[14]	clado_rates[15]	clado_rates[16]	clado_rates[17]	clado_rates[18]	clado_rates[19]	clado_rates[20]	clado_rates[21]	clado_rates[22]	clado_rates[23]	clado_rates[24]	clado_rates[25]	clado_rates[26]	clado_rates[27]	clado_rates[28]	clado_rates[29]	clado_rates[30]	clado_rates[31]	clado_rates[32]	clado_rates[33]	clado_rates[34]	clado_rates[35]	clado_rates[36]	clado_rates[37]	clado_rates[38]	clado_rates[39]	clado_rates[40]	clado_rates[41]	clado_rates[42]	clado_rates[43]	clado_rates[44]	clado_rates[45]	delta[1]	delta[2]	delta[3]	delta[4]	delta[5]	delta_prop[1]	delta_prop[2]	delta_prop[3]	delta_prop[4]	delta_prop[5]	R_0[1]	R_0[2]	R_0[3]	R_0[4]	R_0[5]	R_0_param[1]	R_0_param[2]	R_0_param[3]	R_0_param[4]	R_0_param[5]	sum_rates[1]	sum_rates[2]	sum_rates[3]	sum_rates[4]	sum_rates[5]
100	-788.815	-1008.225	219.4099	0.02583655	0.149468	0.000503432	0.000503432	0.000507438	0.000507438	0.000493814	0.000493814	0.000504353	0.000504353	0.000978531	0.000978531	0.299876	0.00100207	0.00100207	0.000975163	0.000975163	0.000995974	0.000995974	0.000565987	0.000565987	0.000575025	0.000575025	0.17483	0.000564039	0.000564039	0.000576077	0.000576077	0.000770128	0.000770128	0.000782426	0.000782426	0.000788652	0.000788652	0.231501	0.000783857	0.000783857	0.000793627	0.000793627	0.0008063	0.0008063	0.000812716	0.000812716	0.000790895	0.000790895	0.243656	0.000539653	0.00214515	0.00295793	0.000193653	0.00233191	0.00536756	0.021001	0.0287295	0.00193279	0.0227877	1.52608	3.01365	1.74311	2.37182	2.44419	1.52608	3.01365	1.74311	2.37182	2.44419	0.153486	0.30778	0.179392	0.237751	0.250063
110	-789.4507	-1008.185	218.7348	0.02677386	0.116332	0.000399585	0.000399585	0.000409177	0.000409177	0.000393321	0.000393321	0.000399684	0.000399684	0.00102076	0.00102076	0.296495	0.00104406	0.00104406	0.0010036	0.0010036	0.00101984	0.00101984	0.000570198	0.000570198	0.000569544	0.000569544	0.169598	0.000560615	0.000560615	0.000569685	0.000569685	0.000659183	0.000659183	0.000658426	0.000658426	0.000674232	0.000674232	0.188468	0.00065859	0.00065859	0.000806844	0.000806844	0.000805918	0.000805918	0.000825264	0.000825264	0.000793284	0.000793284	0.234418	0.00193931	0.00182234	0.00426662	0.000226108	0.00184767	0.0190242	0.0178972	0.0409203	0.00225598	0.0181415	1.17259	2.992	1.67133	1.93216	2.36498	1.17259	2.992	1.67133	1.93216	2.36498	0.119536	0.304672	0.174139	0.193769	0.240881
120	-782.5535	-1004.699	222.1458	0.02071641	0.147426	0.000390796	0.000390796	0.000396092	0.000396092	0.000389161	0.000389161	0.000394285	0.000394285	0.000935407	0.000935407	0.354605	0.0009504	0.0009504	0.000933771	0.000933771	0.000946063	0.000946063	0.000509205	0.000509205	0.000510449	0.000510449	0.195651	0.000508314	0.000508314	0.000515006	0.000515006	0.000568383	0.000568383	0.000569771	0.000569771	0.000577493	0.000577493	0.214568	0.000574857	0.000574857	0.000620171	0.000620171	0.000621686	0.000621686	0.000630111	0.000630111	0.000619086	0.000619086	0.2372	0.000488519	0.000733987	0.00209914	0.000312699	0.00163325	0.00486144	0.00728639	0.0205598	0.00311724	0.01607	1.49813	3.59468	1.95682	2.18424	2.38325	1.49813	3.59468	1.95682	2.18424	2.38325	0.150567	0.362136	0.199737	0.219149	0.242182
130	-790.6293	-1006.754	216.1243	0.02483593	0.128388	0.000411318	0.000411318	0.00041499	0.00041499	0.000406272	0.000406272	0.000415494	0.000415494	0.000979171	0.000979171	0.309518	0.000994167	0.000994167	0.000973281	0.000973281	0.000995374	0.000995374	0.000499487	0.000499487	0.000502649	0.000502649	0.159299	0.000496483	0.000496483	0.000507752	0.000507752	0.00070737	0.00070737	0.000711847	0.000711847	0.000718203	0.000718203	0.220858	0.000719075	0.000719075	0.000758954	0.000758954	0.000763757	0.000763757	0.000770577	0.000770577	0.000754388	0.000754388	0.242343	0.000887775	0.00152629	0.00243285	0.000280866	0.00255717	0.00879963	0.0150335	0.0237507	0.00280079	0.0249341	1.30499	3.12629	1.59476	2.25849	2.42318	1.30499	3.12629	1.59476	2.25849	2.42318	0.131684	0.317402	0.163312	0.226571	0.248438
140	-792.9014	-1010.271	217.3692	0.04210324	0.141155	0.000776205	0.000776205	0.000781881	0.000781881	0.000766446	0.000766446	0.000773938	0.000773938	0.00162025	0.00162025	0.295154	0.0016335	0.0016335	0.00160126	0.00160126	0.00161691	0.00161691	0.000757995	0.000757995	0.000758646	0.000758646	0.13909	0.000749108	0.000749108	0.00075643	0.00075643	0.00117354	0.00117354	0.00117454	0.00117454	0.00118313	0.00118313	0.21109	0.00117111	0.00117111	0.0013847	0.0013847	0.00138589	0.00138589	0.00139602	0.00139602	0.00136846	0.00136846	0.251507	0.00162929	0.00171657	0.00246037	0.000437754	0.00141953	0.0160317	0.016876	0.0240129	0.00435846	0.0139966	1.44997	3.02927	1.41717	2.19408	2.58887	1.44997	3.02927	1.41717	2.19408	2.58887	0.147352	0.308098	0.145135	0.220495	0.262577
150	-789.3384	-1006.085	216.7466	0.02810779	0.142613	0.000517779	0.000517779	0.000526027	0.000526027	0.000513412	0.000513412	0.000518962	0.000518962	0.00119905	0.00119905	0.333109	0.0012234	0.0012234	0.00119406	0.00119406	0.00120697	0.00120697	0.000594016	0.000594016	0.000596577	0.000596577	0.167653	0.000591545	0.000591545	0.000597939	0.000597939	0.000805539	0.000805539	0.000809012	0.000809012	0.000821899	0.000821899	0.2219	0.000810859	0.000810859	0.00100324	0.00100324	0.00100756	0.00100756	0.00102361	0.00102361	0.000999062	0.000999062	0.279346	0.00059969	0.00103331	0.00264279	0.000181231	0.00126407	0.00596115	0.0102274	0.0257475	0.00180903	0.0124829	1.45862	3.39237	1.6806	2.27905	2.83837	1.45862	3.39237	1.6806	2.27905	2.83837	0.146765	0.342756	0.172413	0.228395	0.287413
160	-780.6276	-1007.663	227.035	0.01721785	0.141752	0.000312239	0.000312239	0.000316599	0.000316599	0.000310706	0.000310706	0.000311997	0.000311997	0.000697246	0.000697246	0.320244	0.000711107	0.000711107	0.000697872	0.000697872	0.00070077	0.00070077	0.000390487	0.000390487	0.000392765	0.000392765	0.181854	0.000390837	0.000390837	0.00039246	0.00039246	0.000450832	0.000450832	0.000453462	0.000453462	0.000459794	0.000459794	0.20605	0.000453111	0.000453111	0.000632776	0.000632776	0.000636468	0.000636468	0.000645355	0.000645355	0.000633344	0.000633344	0.290407	0.000391012	0.000976721	0.00238673	0.000481129	0.000898412	0.00389489	0.00967273	0.0233109	0.00478825	0.00890412	1.43674	3.22702	1.80727	2.08656	2.92864	1.43674	3.22702	1.80727	2.08656	2.92864	0.144255	0.325858	0.184987	0.209685	0.295503
170	-783.2803	-1005.965	222.6843	0.03612892	0.144112	0.000677458	0.000677458	0.00068757	0.00068757	0.000673017	0.000673017	0.000682	0.000682	0.00154654	0.00154654	0.331168	0.00157481	0.00157481	0.00154148	0.00154148	0.00156206	0.00156206	0.000774036	0.000774036	0.000776597	0.000776597	0.168222	0.000771507	0.000771507	0.000781803	0.000781803	0.000918385	0.000918385	0.000921423	0.000921423	0.000935177	0.000935177	0.19537	0.000927601	0.000927601	0.00113278	0.00113278	0.00113653	0.00113653	0.0011535	0.0011535	0.00112908	0.00112908	0.244195	0.000702004	0.00103518	0.00254328	0.000372984	0.00171258	0.0069711	0.0102457	0.024802	0.00371598	0.0168374	1.48472	3.40061	1.70199	2.0194	2.49083	1.48472	3.40061	1.70199	2.0194	2.49083	0.149553	0.343618	0.17443	0.202775	0.253299
180	-783.1203	-1007.713	224.593	0.03594381	0.119232	0.00055987	0.00055987	0.000562387	0.000562387	0.000550496	0.000550496	0.000564035	0.000564035	0.00132355	0.00132355	0.286135	0.00133953	0.00133953	0.0013112	0.0013112	0.00134345	0.00134345	0.000770392	0.000770392	0.0007762	0.0007762	0.167298	0.000763203	0.000763203	0.000781974	0.000781974	0.000950612	0.000950612	0.000957779	0.000957779	0.000962084	0.000962084	0.202069	0.000964904	0.000964904	0.000978801	0.000978801	0.00098618	0.00098618	0.000990613	0.000990613	0.000969668	0.000969668	0.213178	0.00135619	0.00212029	0.00257938	0.000410443	0.00287997	0.0133805	0.0207627	0.0251452	0.00408765	0.0279935	1.22023	2.90641	1.69172	2.08746	2.14936	1.22023	2.90641	1.69172	2.08746	2.14936	0.123706	0.296771	0.173481	0.20974	0.221029
190	-795.4972	-1009.337	213.8395	0.02173746	0.134182	0.000378699	0.000378699	0.000384608	0.000384608	0.000370925	0.000370925	0.000376482	0.000376482	0.000789424	0.000789424	0.28879	0.000814648	0.000814648	0.000785666	0.000785666	0.000797436	0.000797436	0.000514602	0.000514602	0.000522886	0.000522886	0.191191	0.000512153	0.000512153	0.000519825	0.000519825	0.000592571	0.000592571	0.00060211	0.00060211	0.000611505	0.000611505	0.212327	0.000598585	0.000598585	0.000699184	0.000699184	0.000710439	0.000710439	0.000721524	0.000721524	0.000695856	0.000695856	0.254281	0.000912878	0.00253728	0.00413726	0.000432501	0.00193706	0.0090462	0.0247449	0.0397289	0.00430639	0.0190025	1.35923	2.87902	1.87675	2.1611	2.54992	1.35923	2.87902	1.87675	2.1611	2.54992	0.137204	0.295164	0.19533	0.217136	0.259935
200	-793.4895	-1010.382	216.8929	0.02622182	0.131589	0.000442502	0.000442502	0.000440186	0.000440186	0.000435204	0.000435204	0.000436825	0.000436825	0.000979848	0.000979848	0.290823	0.000973781	0.000973781	0.00096276	0.00096276	0.000966347	0.000966347	0.000743378	0.000743378	0.000742664	0.000742664	0.219482	0.000730414	0.000730414	0.000733136	0.000733136	0.000783422	0.000783422	0.000782669	0.000782669	0.000778571	0.000778571	0.228688	0.000772628	0.000772628	0.000998361	0.000998361	0.000997401	0.000997401	0.000992179	0.000992179	0.00098095	0.00098095	0.292516	0.00202439	0.00192634	0.00139267	0.000245173	0.000618698	0.0198422	0.0188993	0.0137354	0.00244573	0.00614893	1.32451	2.9301	2.22297	2.34271	2.98546	1.32451	2.9301	2.22297	2.34271	2.98546	0.135099	0.298588	0.225381	0.234922	0.300454
210	-785.1559	-1007.624	222.4684	0.03921064	0.125422	0.000641492	0.000641492	0.00064625	0.00064625	0.000638026	0.000638026	0.000646188	0.000646188	0.00162064	0.00162064	0.318516	0.00163692	0.00163692	0.00161609	0.00161609	0.00163676	0.00163676	0.00102564	0.00102564	0.00102831	0.00102831	0.203071	0.00102275	0.00102275	0.00103584	0.00103584	0.00104905	0.00104905	0.00105179	0.00105179	0.00105959	0.00105959	0.205064	0.00105949	0.00105949	0.00115875	0.00115875	0.00116177	0.00116177	0.00117039	0.00117039	0.0011555	0.0011555	0.229405	0.000628543	0.000890849	0.00163928	0.000345821	0.00162938	0.00624617	0.00882983	0.0161284	0.00344629	0.0160326	1.29725	3.28588	2.0795	2.12698	2.34939	1.29725	3.28588	2.0795	2.12698	2.34939	0.130566	0.331537	0.211296	0.213504	0.238698
220	-783.4558	-1007.629	224.1732	0.0207056	0.128905	0.000341092	0.000341092	0.000342437	0.000342437	0.000338356	0.000338356	0.000342115	0.000342115	0.000896099	0.000896099	0.339461	0.000900707	0.000900707	0.000889971	0.000889971	0.000899858	0.000899858	0.000578514	0.000578514	0.000579205	0.000579205	0.220017	0.000574558	0.000574558	0.000580941	0.000580941	0.000588111	0.000588111	0.000588813	0.000588813	0.000591135	0.000591135	0.221001	0.000590578	0.000590578	0.000636963	0.000636963	0.000637723	0.000637723	0.000640238	0.000640238	0.000632607	0.000632607	0.242018	0.000830499	0.000950857	0.00134893	0.000140982	0.00125348	0.00823659	0.00941901	0.0133098	0.00140784	0.0123796	1.30546	3.43373	2.21679	2.25356	2.44076	1.30546	3.43373	2.21679	2.25356	2.44076	0.131633	0.346634	0.224644	0.225719	0.247113
230	-788.2839	-1009.675	221.391	0.03097442	0.127636	0.000518368	0.000518368	0.000522773	0.000522773	0.000506997	0.000506997	0.000511842	0.000511842	0.00121755	0.00121755	0.309741	0.0012481	0.0012481	0.00121044	0.00121044	0.00122201	0.00122201	0.000693458	0.000693458	0.000704869	0.000704869	0.177912	0.000689407	0.000689407	0.000695995	0.000695995	0.000796664	0.000796664	0.000809774	0.000809774	0.000816655	0.000816655	0.198223	0.00079958	0.00079958	0.00103393	0.00103393	0.00105095	0.00105095	0.00105987	0.00105987	0.00102789	0.00102789	0.259717	0.000975335	0.002637	0.00350904	0.000385513	0.00134486	0.00965914	0.0256925	0.0339008	0.00384032	0.0132701	1.30443	3.11429	1.77375	2.03773	2.64462	1.30443	3.11429	1.77375	2.03773	2.64462	0.131756	0.319537	0.183479	0.204668	0.268062
