param,value
S0_0_0_0,130944
S0_0_1_0,0
S0_0_2_0,0
S0_0_3_0,0
S0_0_4_0,0
S0_1_0_0,0
S0_1_1_0,130944
S0_1_2_0,0
S0_1_3_0,0
S0_1_4_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,130944
S0_2_3_0,0
S0_2_4_0,0
S0_3_0_0,0
S0_3_1_0,0
S0_3_2_0,0
S0_3_3_0,130944
S0_3_4_0,0
S0_4_0_0,0
S0_4_1_0,0
S0_4_2_0,0
S0_4_3_0,0
S0_4_4_0,130944
R0_0,7.1926594117
R0_1,7.1926594117
R0_2,7.1926594117
R0_3,7.1926594117
R0_4,7.1926594117
Sample_0,0.0796798569
Sample_1,0.0796798569
Sample_2,0.0796798569
Sample_3,0.0796798569
Sample_4,0.0796798569
Recover_0,0.7678438316
Recover_1,0.7678438316
Recover_2,0.7678438316
Recover_3,0.7678438316
Recover_4,0.7678438316
Stop_time_0,19.0524504723
Time_of_interest_0,38.3246861491
nSampled_tips_0,389
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
R2S_3,0.0
R2S_4,0.0
Total_S0_0,130944
Total_S0_1,130944
Total_S0_2,130944
Total_S0_3,130944
Total_S0_4,130944
Infect_0,4.65539e-05
Infect_1,4.65539e-05
Infect_2,4.65539e-05
Infect_3,4.65539e-05
Infect_4,4.65539e-05
VisitDepart_0_0,0.001693731
VisitDepart_0_1,0.001693731
VisitDepart_0_2,0.001693731
VisitDepart_0_3,0.001693731
VisitDepart_0_4,0.001693731
VisitDepart_1_0,0.001693731
VisitDepart_1_1,0.001693731
VisitDepart_1_2,0.001693731
VisitDepart_1_3,0.001693731
VisitDepart_1_4,0.001693731
VisitDepart_2_0,0.001693731
VisitDepart_2_1,0.001693731
VisitDepart_2_2,0.001693731
VisitDepart_2_3,0.001693731
VisitDepart_2_4,0.001693731
VisitDepart_3_0,0.001693731
VisitDepart_3_1,0.001693731
VisitDepart_3_2,0.001693731
VisitDepart_3_3,0.001693731
VisitDepart_3_4,0.001693731
VisitDepart_4_0,0.001693731
VisitDepart_4_1,0.001693731
VisitDepart_4_2,0.001693731
VisitDepart_4_3,0.001693731
VisitDepart_4_4,0.001693731
VisitReturn_0_0,0.3052160656
VisitReturn_0_1,0.3052160656
VisitReturn_0_2,0.3052160656
VisitReturn_0_3,0.3052160656
VisitReturn_0_4,0.3052160656
VisitReturn_1_0,0.3052160656
VisitReturn_1_1,0.3052160656
VisitReturn_1_2,0.3052160656
VisitReturn_1_3,0.3052160656
VisitReturn_1_4,0.3052160656
VisitReturn_2_0,0.3052160656
VisitReturn_2_1,0.3052160656
VisitReturn_2_2,0.3052160656
VisitReturn_2_3,0.3052160656
VisitReturn_2_4,0.3052160656
VisitReturn_3_0,0.3052160656
VisitReturn_3_1,0.3052160656
VisitReturn_3_2,0.3052160656
VisitReturn_3_3,0.3052160656
VisitReturn_3_4,0.3052160656
VisitReturn_4_0,0.3052160656
VisitReturn_4_1,0.3052160656
VisitReturn_4_2,0.3052160656
VisitReturn_4_3,0.3052160656
VisitReturn_4_4,0.3052160656
VisitStationaryFreqs_0_0,0.9782848733
VisitStationaryFreqs_0_1,0.0054287817
VisitStationaryFreqs_0_2,0.0054287817
VisitStationaryFreqs_0_3,0.0054287817
VisitStationaryFreqs_0_4,0.0054287817
VisitStationaryFreqs_1_0,0.0054287817
VisitStationaryFreqs_1_1,0.9782848733
VisitStationaryFreqs_1_2,0.0054287817
VisitStationaryFreqs_1_3,0.0054287817
VisitStationaryFreqs_1_4,0.0054287817
VisitStationaryFreqs_2_0,0.0054287817
VisitStationaryFreqs_2_1,0.0054287817
VisitStationaryFreqs_2_2,0.9782848733
