param,value
S0_0_0_0,81722
S0_0_1_0,0
S0_0_2_0,0
S0_0_3_0,0
S0_0_4_0,0
S0_1_0_0,0
S0_1_1_0,81722
S0_1_2_0,0
S0_1_3_0,0
S0_1_4_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,81722
S0_2_3_0,0
S0_2_4_0,0
S0_3_0_0,0
S0_3_1_0,0
S0_3_2_0,0
S0_3_3_0,81722
S0_3_4_0,0
S0_4_0_0,0
S0_4_1_0,0
S0_4_2_0,0
S0_4_3_0,0
S0_4_4_0,81722
R0_0,7.9448098948
R0_1,7.9448098948
R0_2,7.9448098948
R0_3,7.9448098948
R0_4,7.9448098948
Sample_0,0.0711583603
Sample_1,0.0711583603
Sample_2,0.0711583603
Sample_3,0.0711583603
Sample_4,0.0711583603
Recover_0,0.117946338
Recover_1,0.117946338
Recover_2,0.117946338
Recover_3,0.117946338
Recover_4,0.117946338
Stop_time_0,22.19498634
Time_of_interest_0,7.7099677555
nSampled_tips_0,332
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
R2S_3,0.0
R2S_4,0.0
Total_S0_0,81722
Total_S0_1,81722
Total_S0_2,81722
Total_S0_3,81722
Total_S0_4,81722
Infect_0,1.83843e-05
Infect_1,1.83843e-05
Infect_2,1.83843e-05
Infect_3,1.83843e-05
Infect_4,1.83843e-05
VisitDepart_0_0,0.0010279128
VisitDepart_0_1,0.0010279128
VisitDepart_0_2,0.0010279128
VisitDepart_0_3,0.0010279128
VisitDepart_0_4,0.0010279128
VisitDepart_1_0,0.0010279128
VisitDepart_1_1,0.0010279128
VisitDepart_1_2,0.0010279128
VisitDepart_1_3,0.0010279128
VisitDepart_1_4,0.0010279128
VisitDepart_2_0,0.0010279128
VisitDepart_2_1,0.0010279128
VisitDepart_2_2,0.0010279128
VisitDepart_2_3,0.0010279128
VisitDepart_2_4,0.0010279128
VisitDepart_3_0,0.0010279128
VisitDepart_3_1,0.0010279128
VisitDepart_3_2,0.0010279128
VisitDepart_3_3,0.0010279128
VisitDepart_3_4,0.0010279128
VisitDepart_4_0,0.0010279128
VisitDepart_4_1,0.0010279128
VisitDepart_4_2,0.0010279128
VisitDepart_4_3,0.0010279128
VisitDepart_4_4,0.0010279128
VisitReturn_0_0,0.7834522697
VisitReturn_0_1,0.7834522697
VisitReturn_0_2,0.7834522697
VisitReturn_0_3,0.7834522697
VisitReturn_0_4,0.7834522697
VisitReturn_1_0,0.7834522697
VisitReturn_1_1,0.7834522697
VisitReturn_1_2,0.7834522697
VisitReturn_1_3,0.7834522697
VisitReturn_1_4,0.7834522697
VisitReturn_2_0,0.7834522697
VisitReturn_2_1,0.7834522697
VisitReturn_2_2,0.7834522697
VisitReturn_2_3,0.7834522697
VisitReturn_2_4,0.7834522697
VisitReturn_3_0,0.7834522697
VisitReturn_3_1,0.7834522697
VisitReturn_3_2,0.7834522697
VisitReturn_3_3,0.7834522697
VisitReturn_3_4,0.7834522697
VisitReturn_4_0,0.7834522697
VisitReturn_4_1,0.7834522697
VisitReturn_4_2,0.7834522697
VisitReturn_4_3,0.7834522697
VisitReturn_4_4,0.7834522697
VisitStationaryFreqs_0_0,0.9947792794
VisitStationaryFreqs_0_1,0.0013051802
VisitStationaryFreqs_0_2,0.0013051802
VisitStationaryFreqs_0_3,0.0013051802
VisitStationaryFreqs_0_4,0.0013051802
VisitStationaryFreqs_1_0,0.0013051802
VisitStationaryFreqs_1_1,0.9947792794
VisitStationaryFreqs_1_2,0.0013051802
VisitStationaryFreqs_1_3,0.0013051802
VisitStationaryFreqs_1_4,0.0013051802
VisitStationaryFreqs_2_0,0.0013051802
VisitStationaryFreqs_2_1,0.0013051802
VisitStationaryFreqs_2_2,0.9947792794
VisitStationaryFreqs_2_3,0.0013051802
VisitStationaryFreqs_2_4,0.0013051802
VisitStationaryFreqs_3_0,0.0013051802
VisitStationaryFreqs_3_1,0.0013051802
VisitStationaryFreqs_3_2,0.0013051802
VisitStationaryFreqs_3_3,0.9947792794
VisitStationaryFreqs_3_4,0.0013051802
VisitStationaryFreqs_4_0,0.0013051802
VisitStationaryFreqs_4_1,0.0013051802
VisitStationaryFreqs_4_2,0.0013051802
VisitStationaryFreqs_4_3,0.0013051802
VisitStationaryFreqs_4_4,0.9947792794
VisitApproxInfect_0_0,1.82883e-05
VisitApproxInfect_0_1,2.4e-08
VisitApproxInfect_0_2,2.4e-08
VisitApproxInfect_0_3,2.4e-08
VisitApproxInfect_0_4,2.4e-08
VisitApproxInfect_1_0,2.4e-08
VisitApproxInfect_1_1,1.82883e-05
VisitApproxInfect_1_2,2.4e-08
VisitApproxInfect_1_3,2.4e-08
VisitApproxInfect_1_4,2.4e-08
VisitApproxInfect_2_0,2.4e-08
VisitApproxInfect_2_1,2.4e-08
VisitApproxInfect_2_2,1.82883e-05
VisitApproxInfect_2_3,2.4e-08
VisitApproxInfect_2_4,2.4e-08
VisitApproxInfect_3_0,2.4e-08
VisitApproxInfect_3_1,2.4e-08
