param,value
S0_0_0_0,187108
S0_0_1_0,0
S0_0_2_0,0
S0_0_3_0,0
S0_0_4_0,0
S0_1_0_0,0
S0_1_1_0,187108
S0_1_2_0,0
S0_1_3_0,0
S0_1_4_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,187108
S0_2_3_0,0
S0_2_4_0,0
S0_3_0_0,0
S0_3_1_0,0
S0_3_2_0,0
S0_3_3_0,187108
S0_3_4_0,0
S0_4_0_0,0
S0_4_1_0,0
S0_4_2_0,0
S0_4_3_0,0
S0_4_4_0,187108
R0_0,4.1300552629
R0_1,4.1300552629
R0_2,4.1300552629
R0_3,4.1300552629
R0_4,4.1300552629
Sample_0,0.0228517983
Sample_1,0.0228517983
Sample_2,0.0228517983
Sample_3,0.0228517983
Sample_4,0.0228517983
Recover_0,0.1797018111
Recover_1,0.1797018111
Recover_2,0.1797018111
Recover_3,0.1797018111
Recover_4,0.1797018111
Stop_time_0,15.1831270214
Time_of_interest_0,3.6975378425
nSampled_tips_0,354
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
R2S_3,0.0
R2S_4,0.0
Total_S0_0,187108
Total_S0_1,187108
Total_S0_2,187108
Total_S0_3,187108
Total_S0_4,187108
Infect_0,4.471e-06
Infect_1,4.471e-06
Infect_2,4.471e-06
Infect_3,4.471e-06
Infect_4,4.471e-06
VisitDepart_0_0,0.0019453809
VisitDepart_0_1,0.0019453809
VisitDepart_0_2,0.0019453809
VisitDepart_0_3,0.0019453809
VisitDepart_0_4,0.0019453809
VisitDepart_1_0,0.0019453809
VisitDepart_1_1,0.0019453809
VisitDepart_1_2,0.0019453809
VisitDepart_1_3,0.0019453809
VisitDepart_1_4,0.0019453809
VisitDepart_2_0,0.0019453809
VisitDepart_2_1,0.0019453809
VisitDepart_2_2,0.0019453809
VisitDepart_2_3,0.0019453809
VisitDepart_2_4,0.0019453809
VisitDepart_3_0,0.0019453809
VisitDepart_3_1,0.0019453809
VisitDepart_3_2,0.0019453809
VisitDepart_3_3,0.0019453809
VisitDepart_3_4,0.0019453809
VisitDepart_4_0,0.0019453809
VisitDepart_4_1,0.0019453809
VisitDepart_4_2,0.0019453809
VisitDepart_4_3,0.0019453809
VisitDepart_4_4,0.0019453809
VisitReturn_0_0,0.2862555497
VisitReturn_0_1,0.2862555497
VisitReturn_0_2,0.2862555497
VisitReturn_0_3,0.2862555497
VisitReturn_0_4,0.2862555497
VisitReturn_1_0,0.2862555497
VisitReturn_1_1,0.2862555497
VisitReturn_1_2,0.2862555497
VisitReturn_1_3,0.2862555497
VisitReturn_1_4,0.2862555497
VisitReturn_2_0,0.2862555497
VisitReturn_2_1,0.2862555497
VisitReturn_2_2,0.2862555497
VisitReturn_2_3,0.2862555497
VisitReturn_2_4,0.2862555497
VisitReturn_3_0,0.2862555497
VisitReturn_3_1,0.2862555497
VisitReturn_3_2,0.2862555497
VisitReturn_3_3,0.2862555497
VisitReturn_3_4,0.2862555497
VisitReturn_4_0,0.2862555497
VisitReturn_4_1,0.2862555497
VisitReturn_4_2,0.2862555497
VisitReturn_4_3,0.2862555497
VisitReturn_4_4,0.2862555497
VisitStationaryFreqs_0_0,0.97353557
VisitStationaryFreqs_0_1,0.0066161075
VisitStationaryFreqs_0_2,0.0066161075
VisitStationaryFreqs_0_3,0.0066161075
VisitStationaryFreqs_0_4,0.0066161075
VisitStationaryFreqs_1_0,0.0066161075
VisitStationaryFreqs_1_1,0.97353557
VisitStationaryFreqs_1_2,0.0066161075
VisitStationaryFreqs_1_3,0.0066161075
VisitStationaryFreqs_1_4,0.0066161075
VisitStationaryFreqs_2_0,0.0066161075
VisitStationaryFreqs_2_1,0.0066161075
VisitStationaryFreqs_2_2,0.97353557
VisitStationaryFreqs_2_3,0.0066161075
VisitStationaryFreqs_2_4,0.0066161075
VisitStationaryFreqs_3_0,0.0066161075
VisitStationaryFreqs_3_1,0.0066161075
VisitStationaryFreqs_3_2,0.0066161075
VisitStationaryFreqs_3_3,0.97353557
VisitStationaryFreqs_3_4,0.0066161075
VisitStationaryFreqs_4_0,0.0066161075
VisitStationaryFreqs_4_1,0.0066161075
VisitStationaryFreqs_4_2,0.0066161075
VisitStationaryFreqs_4_3,0.0066161075
VisitStationaryFreqs_4_4,0.97353557
VisitApproxInfect_0_0,4.3527e-06
VisitApproxInfect_0_1,2.96e-08
VisitApproxInfect_0_2,2.96e-08
VisitApproxInfect_0_3,2.96e-08
VisitApproxInfect_0_4,2.96e-08
VisitApproxInfect_1_0,2.96e-08
VisitApproxInfect_1_1,4.3527e-06
VisitApproxInfect_1_2,2.96e-08
VisitApproxInfect_1_3,2.96e-08
VisitApproxInfect_1_4,2.96e-08
VisitApproxInfect_2_0,2.96e-08
VisitApproxInfect_2_1,2.96e-08
VisitApproxInfect_2_2,4.3527e-06
VisitApproxInfect_2_3,2.96e-08
VisitApproxInfect_2_4,2.96e-08
VisitApproxInfect_3_0,2.96e-08
VisitApproxInfect_3_1,2.96e-08
VisitApproxInfect_3_2,2.96e-08
VisitApproxInfect_3_3,4.3527e-06
VisitApproxInfect_3_4,2.96e-08
VisitApproxInfect_4_0,2.96e-08
VisitApproxInfect_4_1,2.96e-08
VisitApproxInfect_4_2,2.96e-08
VisitApproxInfect_4_3,2.96e-08
VisitApproxInfect_4_4,4.3527e-06
StartState_0,1
StartState_1,1
actual_sim_time_0,15.1831270214
SampleCount_0,13.0
SampleCount_1,143.0
SampleCount_2,0.0
SampleCount_3,1.0
SampleCount_4,4.0
num_sampled_per_capita_0,6.94786e-05
num_sampled_per_capita_1,0.0007642645
num_sampled_per_capita_2,0.0
num_sampled_per_capita_3,5.3445e-06
num_sampled_per_capita_4,2.1378e-05
Prevalence_0,0.0
Prevalence_1,5.0
Prevalence_2,0.0
Prevalence_3,0.0
Prevalence_4,0.0
per_capita_prevalence_at_t_0,0.0
per_capita_prevalence_at_t_1,2.67225e-05
per_capita_prevalence_at_t_2,0.0
per_capita_prevalence_at_t_3,0.0
per_capita_prevalence_at_t_4,0.0
final_Susceptible_0_0_0,186549.0
final_Susceptible_0_1_0,0.0
final_Susceptible_0_2_0,0.0
final_Susceptible_0_3_0,0.0
final_Susceptible_0_4_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,181419.0
final_Susceptible_1_2_0,0.0
final_Susceptible_1_3_0,0.0
final_Susceptible_1_4_0,0.0
final_Susceptible_2_0_0,0.0
final_Susceptible_2_1_0,0.0
final_Susceptible_2_2_0,187029.0
final_Susceptible_2_3_0,0.0
final_Susceptible_2_4_0,0.0
final_Susceptible_3_0_0,0.0
final_Susceptible_3_1_0,0.0
final_Susceptible_3_2_0,0.0
final_Susceptible_3_3_0,186981.0
final_Susceptible_3_4_0,0.0
final_Susceptible_4_0_0,0.0
final_Susceptible_4_1_0,0.0
final_Susceptible_4_2_0,0.0
final_Susceptible_4_3_0,0.0
final_Susceptible_4_4_0,187001.0
final_Contagious_0_0_0,415.0
final_Contagious_0_1_0,14.0
final_Contagious_0_2_0,1.0
final_Contagious_0_3_0,1.0
final_Contagious_0_4_0,2.0
final_Contagious_1_0_0,8.0
final_Contagious_1_1_0,4276.0
final_Contagious_1_2_0,10.0
final_Contagious_1_3_0,7.0
final_Contagious_1_4_0,10.0
final_Contagious_2_0_0,2.0
final_Contagious_2_1_0,23.0
final_Contagious_2_2_0,37.0
final_Contagious_2_3_0,0.0
final_Contagious_2_4_0,0.0
final_Contagious_3_0_0,5.0
final_Contagious_3_1_0,16.0
final_Contagious_3_2_0,1.0
final_Contagious_3_3_0,71.0
final_Contagious_3_4_0,1.0
final_Contagious_4_0_0,0.0
final_Contagious_4_1_0,19.0
final_Contagious_4_2_0,0.0
final_Contagious_4_3_0,0.0
final_Contagious_4_4_0,67.0
final_Recovered_0_0_0,126.0
final_Recovered_0_1_0,0.0
final_Recovered_0_2_0,0.0
final_Recovered_0_3_0,0.0
final_Recovered_0_4_0,0.0
final_Recovered_1_0_0,0.0
final_Recovered_1_1_0,1379.0
final_Recovered_1_2_0,0.0
final_Recovered_1_3_0,0.0
final_Recovered_1_4_0,0.0
final_Recovered_2_0_0,0.0
final_Recovered_2_1_0,0.0
final_Recovered_2_2_0,17.0
final_Recovered_2_3_0,0.0
final_Recovered_2_4_0,0.0
final_Recovered_3_0_0,0.0
final_Recovered_3_1_0,0.0
final_Recovered_3_2_0,0.0
final_Recovered_3_3_0,33.0
final_Recovered_3_4_0,0.0
final_Recovered_4_0_0,0.0
final_Recovered_4_1_0,0.0
final_Recovered_4_2_0,0.0
final_Recovered_4_3_0,0.0
final_Recovered_4_4_0,21.0
most_recent_tip_age_0,0.0144000373
log_R0_0,1.4182907877
log_R0_1,1.4182907877
log_R0_2,1.4182907877
log_R0_3,1.4182907877
log_R0_4,1.4182907877
log_Sample_0,-3.7787254639
log_Sample_1,-3.7787254639
log_Sample_2,-3.7787254639
log_Sample_3,-3.7787254639
log_Sample_4,-3.7787254639
log_Recover_0,-1.7164564068
log_Recover_1,-1.7164564068
log_Recover_2,-1.7164564068
log_Recover_3,-1.7164564068
log_Recover_4,-1.7164564068
log_VisitDepart_0_0,-6.2422974944
log_VisitDepart_0_1,-6.2422974944
log_VisitDepart_0_2,-6.2422974944
log_VisitDepart_0_3,-6.2422974944
log_VisitDepart_0_4,-6.2422974944
log_VisitDepart_1_0,-6.2422974944
log_VisitDepart_1_1,-6.2422974944
log_VisitDepart_1_2,-6.2422974944
log_VisitDepart_1_3,-6.2422974944
log_VisitDepart_1_4,-6.2422974944
log_VisitDepart_2_0,-6.2422974944
log_VisitDepart_2_1,-6.2422974944
log_VisitDepart_2_2,-6.2422974944
log_VisitDepart_2_3,-6.2422974944
log_VisitDepart_2_4,-6.2422974944
log_VisitDepart_3_0,-6.2422974944
log_VisitDepart_3_1,-6.2422974944
log_VisitDepart_3_2,-6.2422974944
log_VisitDepart_3_3,-6.2422974944
