Iteration	Posterior	Likelihood	Prior	clado_prob	clado_rates[1]	clado_rates[2]	clado_rates[3]	clado_rates[4]	clado_rates[5]	clado_rates[6]	clado_rates[7]	clado_rates[8]	clado_rates[9]	clado_rates[10]	clado_rates[11]	clado_rates[12]	clado_rates[13]	clado_rates[14]	clado_rates[15]	clado_rates[16]	clado_rates[17]	clado_rates[18]	clado_rates[19]	clado_rates[20]	clado_rates[21]	clado_rates[22]	clado_rates[23]	clado_rates[24]	clado_rates[25]	clado_rates[26]	clado_rates[27]	clado_rates[28]	clado_rates[29]	clado_rates[30]	clado_rates[31]	clado_rates[32]	clado_rates[33]	clado_rates[34]	clado_rates[35]	clado_rates[36]	clado_rates[37]	clado_rates[38]	clado_rates[39]	clado_rates[40]	clado_rates[41]	clado_rates[42]	clado_rates[43]	clado_rates[44]	clado_rates[45]	delta[1]	delta[2]	delta[3]	delta[4]	delta[5]	delta_prop[1]	delta_prop[2]	delta_prop[3]	delta_prop[4]	delta_prop[5]	ma_base_rate[1]	ma_base_rate[2]	ma_base_rate[3]	ma_base_rate[4]	ma_base_rate[5]	R_0[1]	R_0[2]	R_0[3]	R_0[4]	R_0[5]	R_0_param[1]	R_0_param[2]	R_0_param[3]	R_0_param[4]	R_0_param[5]	sum_rates[1]	sum_rates[2]	sum_rates[3]	sum_rates[4]	sum_rates[5]
3740	-962.3787	-1012.978	50.59932	0.02858829	0.132193	0.000492472	0.000492472	0.000489139	0.000489139	0.000484948	0.000484948	0.000489619	0.000489619	0.00113886	0.00113886	0.313512	0.00114551	0.00114551	0.0011357	0.0011357	0.00114664	0.00114664	0.000700775	0.000700775	0.00070967	0.00070967	0.191608	0.000698827	0.000698827	0.000705558	0.000705558	0.000694328	0.000694328	0.00070314	0.00070314	0.000698382	0.000698382	0.188218	0.000699067	0.000699067	0.000953302	0.000953302	0.000965401	0.000965401	0.000958868	0.000958868	0.000950651	0.000950651	0.260909	0.000489862	0.00176526	0.00107665	0.000210426	0.00117566	0.00487474	0.0173464	0.0106519	0.00209984	0.01162	7.83073e-06	0.0002924	0.000571487	8.66561e-05	8.7831e-05	1.3542	3.1714	1.95145	1.9335	2.65467	1.3542	3.1714	1.95145	1.9335	2.65467	0.136106	0.322645	0.197237	0.193808	0.268566
3750	-956.8872	-1006.187	49.30004	0.04028983	0.132352	0.000697887	0.000697887	0.000702599	0.000702599	0.000692223	0.000692223	0.000696948	0.000696948	0.0016703	0.0016703	0.31983	0.00168969	0.00168969	0.00166473	0.00166473	0.0016761	0.0016761	0.000906917	0.000906917	0.000911292	0.000911292	0.174829	0.000903896	0.000903896	0.000910065	0.000910065	0.0011696	0.0011696	0.00117524	0.00117524	0.00118317	0.00118317	0.222137	0.00117366	0.00117366	0.00138939	0.00138939	0.0013961	0.0013961	0.00140552	0.00140552	0.00138477	0.00138477	0.265684	0.000657344	0.00114297	0.00182584	0.000322098	0.00100677	0.00653052	0.0113006	0.017931	0.00321064	0.00996737	1.58082e-06	0.000158828	0.00059859	0.000134953	0.00016004	1.37007	3.29491	1.78903	2.3072	2.74078	1.37007	3.29491	1.78903	2.3072	2.74078	0.137931	0.333231	0.182094	0.231541	0.276835
3760	-955.5191	-1006.205	50.68613	0.03108888	0.135207	0.00054783	0.00054783	0.000549172	0.000549172	0.000542174	0.000542174	0.000546851	0.000546851	0.0012825	0.0012825	0.323028	0.00129878	0.00129878	0.00128223	0.00128223	0.00129329	0.00129329	0.000732178	0.000732178	0.00073966	0.00073966	0.184869	0.000732024	0.000732024	0.000738338	0.000738338	0.0008499	0.0008499	0.000858585	0.000858585	0.000860688	0.000860688	0.211858	0.00085705	0.00085705	0.00102915	0.00102915	0.00103967	0.00103967	0.00104221	0.00104221	0.00102893	0.00102893	0.258753	0.000435129	0.00146142	0.00171	0.000414036	0.00128009	0.00433243	0.0144037	0.0168125	0.00412329	0.0126391	6.47151e-06	0.0002013	0.000882944	0.00012193	0.000120416	1.38941	3.28591	1.87593	2.17755	2.63681	1.38941	3.28591	1.87593	2.17755	2.63681	0.139579	0.333342	0.190753	0.218711	0.267033
3770	-958.5458	-1008.033	49.48738	0.03996296	0.135077	0.000704391	0.000704391	0.00070605	0.00070605	0.000698771	0.000698771	0.000706979	0.000706979	0.00161916	0.00161916	0.311861	0.00162653	0.00162653	0.00160976	0.00160976	0.00162867	0.00162867	0.00100139	0.00100139	0.00100359	0.00100359	0.193329	0.000995581	0.000995581	0.00100728	0.00100728	0.00101439	0.00101439	0.00101661	0.00101661	0.001019	0.001019	0.193819	0.00102035	0.00102035	0.00124664	0.00124664	0.00124937	0.00124937	0.00125231	0.00125231	0.0012394	0.0012394	0.240993	0.000931538	0.00115295	0.00139113	0.000345863	0.00152459	0.00922941	0.0113981	0.0137205	0.00344671	0.015017	2.44737e-06	0.000198635	0.000518275	0.00010528	0.000293198	1.39402	3.2114	1.98614	2.01191	2.47255	1.39402	3.2114	1.98614	2.01191	2.47255	0.14071	0.324829	0.201345	0.201959	0.250968
3780	-955.3412	-1006.399	51.05778	0.03217533	0.132504	0.000555583	0.000555583	0.000554362	0.000554362	0.000550426	0.000550426	0.000556217	0.000556217	0.00126792	0.00126792	0.307849	0.0012765	0.0012765	0.00126743	0.00126743	0.00128077	0.00128077	0.00088713	0.00088713	0.0008951	0.0008951	0.214921	0.000886791	0.000886791	0.000896122	0.000896122	0.00088134	0.00088134	0.000889257	0.000889257	0.000887303	0.000887303	0.212003	0.000890272	0.000890272	0.00106174	0.00106174	0.00107128	0.00107128	0.00106892	0.00106892	0.00106133	0.00106133	0.258084	0.000367704	0.00126931	0.00104678	0.000329342	0.00138495	0.00366357	0.012534	0.0103594	0.00328261	0.0136603	8.87142e-06	0.000154602	0.000466363	9.85648e-05	0.000185064	1.36407	3.14097	2.19766	2.18332	2.63021	1.36407	3.14097	2.19766	2.18332	2.63021	0.136937	0.318035	0.222052	0.219099	0.26661
3790	-956.273	-1006.423	50.15038	0.03016293	0.130499	0.000511082	0.000511082	0.000509235	0.000509235	0.000505353	0.000505353	0.000508547	0.000508547	0.00119886	0.00119886	0.310657	0.00120336	0.00120336	0.00119418	0.00119418	0.00120173	0.00120173	0.000783962	0.000783962	0.000789759	0.000789759	0.202413	0.000780906	0.000780906	0.000785841	0.000785841	0.000865694	0.000865694	0.000872095	0.000872095	0.000868944	0.000868944	0.221811	0.000867768	0.000867768	0.00109515	0.00109515	0.00110325	0.00110325	0.00109926	0.00109926	0.00109088	0.00109088	0.282377	0.000568498	0.00131214	0.000946082	0.000176425	0.000809509	0.00565284	0.0129515	0.00937215	0.00176114	0.00803008	7.29883e-06	0.000130156	0.000665514	0.00011599	0.000234782	1.33797	3.1617	2.06752	2.28307	2.88821	1.33797	3.1617	2.06752	2.28307	2.88821	0.134567	0.320254	0.208694	0.22876	0.291154
3800	-957.7952	-1007.137	49.34209	0.02787982	0.134876	0.000490767	0.000490767	0.000495595	0.000495595	0.000483254	0.000483254	0.000487172	0.000487172	0.00103925	0.00103925	0.29424	0.0010652	0.0010652	0.00103868	0.00103868	0.0010471	0.0010471	0.000680108	0.000680108	0.000690303	0.000690303	0.194452	0.000679736	0.000679736	0.000685246	0.000685246	0.000736591	0.000736591	0.000747633	0.000747633	0.000754987	0.000754987	0.205357	0.000742156	0.000742156	0.000937847	0.000937847	0.000951906	0.000951906	0.00096127	0.00096127	0.000937334	0.000937334	0.263585	0.000412486	0.0019177	0.00292028	0.000357503	0.00117104	0.00410792	0.0188161	0.0283742	0.00356229	0.0115748	5.44741e-06	0.000286084	0.000995335	0.000106715	6.82618e-05	1.38174	2.96983	1.94353	2.10494	2.68006	1.38174	2.96983	1.94353	2.10494	2.68006	0.138789	0.30262	0.199922	0.211319	0.271162
3810	-962.1811	-1011.425	49.24421	0.04129004	0.135227	0.000740707	0.000740707	0.000735668	0.000735668	0.000727229	0.000727229	0.000731687	0.000731687	0.00151122	0.00151122	0.285612	0.00152715	0.00152715	0.00150963	0.00150963	0.00151888	0.00151888	0.00107678	0.00107678	0.00109558	0.00109558	0.20212	0.00107564	0.00107564	0.00108224	0.00108224	0.00100167	0.00100167	0.00101915	0.00101915	0.00101222	0.00101222	0.185864	0.00100674	0.00100674	0.00140073	0.00140073	0.00142519	0.00142519	0.00141549	0.00141549	0.00139925	0.00139925	0.261507	0.000453929	0.00220757	0.00151227	0.000347736	0.000963012	0.00451878	0.0215989	0.0148974	0.00346531	0.00953826	7.87737e-06	0.000225745	0.000674804	0.000353113	0.00016398	1.40413	2.91479	2.07685	1.93197	2.70168	1.40413	2.91479	2.07685	1.93197	2.70168	0.141097	0.297746	0.210781	0.193944	0.272788
3820	-958.0702	-1008.882	50.81175	0.0329149	0.138613	0.00059349	0.00059349	0.000595455	0.000595455	0.000585853	0.000585853	0.000593522	0.000593522	0.00130193	0.00130193	0.30798	0.00131461	0.00131461	0.00129341	0.00129341	0.00131034	0.00131034	0.000837242	0.000837242	0.000842602	0.000842602	0.19871	0.000831759	0.000831759	0.000842647	0.000842647	0.00102423	0.00102423	0.00103078	0.00103078	0.0010342	0.0010342	0.239169	0.00103084	0.00103084	0.00104332	0.00104332	0.00105	0.00105	0.00105348	0.00105348	0.00103649	0.00103649	0.246817	0.000972699	0.00161918	0.00195563	0.000311464	0.00162461	0.00963328	0.0159338	0.0191812	0.00310497	0.0159864	8.81952e-06	0.000214555	0.00054376	0.000156881	0.000186876	1.4195	3.13388	2.01532	2.46541	2.51137	1.4195	3.13388	2.01532	2.46541	2.51137	0.14335	0.318421	0.205419	0.247409	0.255183
3830	-957.2293	-1008.504	51.27439	0.03950807	0.133034	0.000686453	0.000686453	0.000694857	0.000694857	0.000680808	0.000680808	0.000686638	0.000686638	0.00165154	0.00165154	0.322354	0.00167772	0.00167772	0.0016438	0.0016438	0.00165788	0.00165788	0.000827254	0.000827254	0.000830207	0.000830207	0.163444	0.00082338	0.00082338	0.00083043	0.00083043	0.00109421	0.00109421	0.00109811	0.00109811	0.00111156	0.00111156	0.211816	0.00109841	0.00109841	0.0011955	0.0011955	0.00119976	0.00119976	0.00121445	0.00121445	0.0011899	0.0011899	0.233405	0.000904229	0.00126447	0.0025042	0.000431715	0.00129168	0.00896125	0.0124868	0.0244302	0.00429859	0.0127521	5.5331e-06	0.00029833	0.000587621	0.000104553	9.30834e-05	1.37264	3.31423	1.6601	2.19581	2.39907	1.37264	3.31423	1.6601	2.19581	2.39907	0.138531	0.335616	0.170067	0.220621	0.243004
3840	-961.9758	-1010.253	48.27756	0.02585517	0.145052	0.000487889	0.000487889	0.000492634	0.000492634	0.000481243	0.000481243	0.000485569	0.000485569	0.000953211	0.000953211	0.291285	0.000975786	0.000975786	0.000953224	0.000953224	0.000961793	0.000961793	0.000457847	0.000457847	0.000464176	0.000464176	0.141271	0.000457853	0.000457853	0.000461969	0.000461969	0.000691946	0.000691946	0.000701511	0.000701511	0.000708334	0.000708334	0.208566	0.000698176	0.000698176	0.000896825	0.000896825	0.000909222	0.000909222	0.000918064	0.000918064	0.000896837	0.000896837	0.272751	0.000379847	0.00176741	0.0027571	0.000381133	0.0012835	0.0037841	0.0173672	0.0268312	0.00379685	0.0126724	1.7045e-05	0.000108636	0.000424363	0.000172647	0.000234669	1.48339	2.93823	1.41129	2.13289	2.76442	1.48339	2.93823	1.41129	2.13289	2.76442	0.148947	0.298973	0.144954	0.214166	0.279993
3850	-958.0169	-1008.437	50.41978	0.0354184	0.140691	0.000647138	0.000647138	0.000650396	0.000650396	0.00064242	0.00064242	0.000657981	0.000657981	0.00148384	0.00148384	0.323979	0.00149451	0.00149451	0.00147618	0.00147618	0.00151193	0.00151193	0.000904989	0.000904989	0.000906928	0.000906928	0.198588	0.000900317	0.000900317	0.000922124	0.000922124	0.000968256	0.000968256	0.000970331	0.000970331	0.000975217	0.000975217	0.209866	0.000986589	0.000986589	0.00105344	0.00105344	0.00105569	0.00105569	0.00106101	0.00106101	0.001048	0.001048	0.233859	0.000860277	0.00107639	0.00158534	0.000339588	0.00277002	0.0085294	0.0106493	0.015606	0.00338438	0.0269535	9.83447e-06	0.000346075	0.00041875	0.000121833	0.000100643	1.44613	3.32298	2.02667	2.16836	2.35912	1.44613	3.32298	2.02667	2.16836	2.35912	0.145887	0.335911	0.205857	0.217667	0.242296
3860	-957.4111	-1009.141	51.72986	0.04517218	0.127751	0.00075937	0.00075937	0.000754195	0.000754195	0.000751107	0.000751107	0.000762466	0.000762466	0.0018545	0.0018545	0.315212	0.00185135	0.00185135	0.00184377	0.00184377	0.00187166	0.00187166	0.00131676	0.00131676	0.00132355	0.00132355	0.222287	0.00130914	0.00130914	0.00132894	0.00132894	0.00117881	0.00117881	0.00118488	0.00118488	0.00117681	0.00117681	0.198184	0.00118972	0.00118972	0.00136093	0.00136093	0.00136794	0.00136794	0.00135862	0.00135862	0.00135306	0.00135306	0.232263	0.00105638	0.00157721	0.000885064	0.000471966	0.00199146	0.0104534	0.0155272	0.00877299	0.00469749	0.0195257	4.83168e-06	0.000117689	0.000473849	0.000248336	0.000120725	1.32396	3.24998	2.30761	2.06585	2.38501	1.32396	3.24998	2.30761	2.06585	2.38501	0.133805	0.330054	0.232844	0.207644	0.243144
3870	-957.3857	-1009.609	52.22315	0.04347974	0.135052	0.000778714	0.000778714	0.000778167	0.000778167	0.000767602	0.000767602	0.000778291	0.000778291	0.0016353	0.0016353	0.292057	0.00165831	0.00165831	0.00163579	0.00163579	0.00165857	0.00165857	0.001195	0.001195	0.00121266	0.00121266	0.213271	0.00119536	0.00119536	0.001212	0.001212	0.00123988	0.00123988	0.00125821	0.00125821	0.00125732	0.00125732	0.218277	0.00125752	0.00125752	0.00137088	0.00137088	0.00139115	0.00139115	0.00139017	0.00139017	0.00137129	0.00137129	0.2447	0.000348426	0.0018319	0.00176037	0.000378812	0.0017767	0.00347216	0.0179895	0.0172992	0.00377382	0.0174569	3.42168e-06	0.000126696	0.000319201	0.000145158	0.000156585	1.40701	2.9984	2.19108	2.27338	2.51357	1.40701	2.9984	2.19108	2.27338	2.51357	0.141258	0.305233	0.222901	0.228303	0.255747
3880	-960.8207	-1009.597	48.77593	0.02219804	0.133787	0.000378396	0.000378396	0.000386306	0.000386306	0.000375927	0.000375927	0.000379781	0.000379781	0.000936973	0.000936973	0.329088	0.000953389	0.000953389	0.000927774	0.000927774	0.000937287	0.000937287	0.000529276	0.000529276	0.000527522	0.000527522	0.18978	0.00052408	0.00052408	0.000529453	0.000529453	0.000606396	0.000606396	0.000604386	0.000604386	0.00061702	0.00061702	0.211591	0.000606599	0.000606599	0.000717617	0.000717617	0.000715238	0.000715238	0.000730189	0.000730189	0.000710571	0.000710571	0.252967	0.00124563	0.000910044	0.00301943	0.000251601	0.00127952	0.012303	0.00901837	0.0293094	0.0025097	0.0126336	1.09903e-05	0.00032267	0.000719074	0.000151265	0.000184598	1.35141	3.33523	1.884	2.15852	2.55442	1.35141	3.33523	1.884	2.15852	2.55442	0.136828	0.336598	0.194001	0.21646	0.258714
3890	-958.8079	-1009.923	51.11473	0.02216048	0.151582	0.000433871	0.000433871	0.000437668	0.000437668	0.000428053	0.000428053	0.000432333	0.000432333	0.00082403	0.00082403	0.293908	0.000839881	0.000839881	0.00082143	0.00082143	0.000829644	0.000829644	0.000481034	0.000481034	0.000486034	0.000486034	0.173073	0.000479516	0.000479516	0.000484311	0.000484311	0.000600078	0.000600078	0.000606315	0.000606315	0.000611621	0.000611621	0.211161	0.000604166	0.000604166	0.000756486	0.000756486	0.000764348	0.000764348	0.000771037	0.000771037	0.000754099	0.000754099	0.268861	0.000652195	0.00169832	0.00258825	0.000334596	0.00133786	0.00647969	0.0166996	0.0252295	0.0033348	0.0132019	9.30382e-06	0.000244543	0.000379901	0.000208455	0.000152777	1.54013	2.9555	1.7253	2.15226	2.71324	1.54013	2.9555	1.7253	2.15226	2.71324	0.155046	0.300538	0.176935	0.216005	0.274953
3900	-959.4853	-1009.554	50.06911	0.03150509	0.126172	0.000517163	0.000517163	0.000517599	0.000517599	0.000509007	0.000509007	0.00051969	0.00051969	0.00122027	0.00122027	0.302505	0.0012311	0.0012311	0.00121066	0.00121066	0.00123607	0.00123607	0.000693804	0.000693804	0.00069937	0.00069937	0.172139	0.00068834	0.00068834	0.000702787	0.000702787	0.000822373	0.000822373	0.00082897	0.00082897	0.000829668	0.000829668	0.200651	0.000833021	0.000833021	0.00101061	0.00101061	0.00101872	0.00101872	0.00101958	0.00101958	0.00100265	0.00100265	0.251755	0.00117701	0.00198865	0.00207456	0.000380224	0.00248701	0.0116332	0.0194988	0.020324	0.00378784	0.0242666	9.28942e-06	0.000148296	0.000617233	0.000314414	8.86247e-05	1.28761	3.06255	1.74126	2.06394	2.53636	1.28761	3.06255	1.74126	2.06394	2.53636	0.130299	0.312301	0.177708	0.207279	0.259858
3910	-959.2942	-1009.985	50.69115	0.02527129	0.142634	0.000466913	0.000466913	0.000466919	0.000466919	0.000460218	0.000460218	0.000467358	0.000467358	0.000954801	0.000954801	0.29759	0.000964444	0.000964444	0.000950603	0.000950603	0.000965351	0.000965351	0.000662204	0.000662204	0.000668883	0.000668883	0.206396	0.000659292	0.000659292	0.000669521	0.000669521	0.000666318	0.000666318	0.000673039	0.000673039	0.000673047	0.000673047	0.204698	0.00067368	0.00067368	0.000718433	0.000718433	0.00072568	0.00072568	0.000725689	0.000725689	0.000715274	0.000715274	0.224133	0.000913823	0.00193172	0.00193295	0.000470085	0.00202884	0.00905548	0.0189511	0.018963	0.00467885	0.019885	7.97438e-06	0.00012419	0.000366999	0.000182833	0.000271233	1.45007	2.99519	2.07732	2.09023	2.25371	1.45007	2.99519	2.07732	2.09023	2.25371	0.146357	0.30526	0.211716	0.21007	0.229903
3920	-958.4672	-1008.091	49.62336	0.02567973	0.124674	0.00041221	0.00041221	0.000416735	0.000416735	0.000408193	0.000408193	0.000415188	0.000415188	0.00104019	0.00104019	0.316854	0.00105536	0.00105536	0.00103372	0.00103372	0.00105144	0.00105144	0.00057339	0.00057339	0.000575432	0.000575432	0.176578	0.000569825	0.000569825	0.00057959	0.00057959	0.00075196	0.00075196	0.000754638	0.000754638	0.000762923	0.000762923	0.226823	0.000760091	0.000760091	0.000773223	0.000773223	0.000775977	0.000775977	0.000784496	0.000784496	0.000768415	0.000768415	0.237234	0.000768429	0.00112735	0.00223755	0.000141879	0.00185809	0.00762569	0.0111478	0.0218858	0.00141678	0.0182419	4.6614e-06	0.000351361	0.000769508	0.000138285	0.000196561	1.26984	3.21579	1.77266	2.32472	2.39045	1.26984	3.21579	1.77266	2.32472	2.39045	0.127979	0.325215	0.181175	0.232882	0.243438
3930	-959.7246	-1011.406	51.6816	0.03467776	0.11832	0.000537866	0.000537866	0.000550271	0.000550271	0.000527823	0.000527823	0.000539002	0.000539002	0.00130918	0.00130918	0.295148	0.00135591	0.00135591	0.0013006	0.0013006	0.00132814	0.00132814	0.000600292	0.000600292	0.000607703	0.000607703	0.138454	0.000596355	0.000596355	0.000608986	0.000608986	0.000929905	0.000929905	0.000941385	0.000941385	0.000963096	0.000963096	0.205727	0.000943372	0.000943372	0.00104878	0.00104878	0.00106173	0.00106173	0.00108622	0.00108622	0.0010419	0.0010419	0.236942	0.00103108	0.00227824	0.00463715	0.000368433	0.00249421	0.0102056	0.0222749	0.0443165	0.0036708	0.0243351	7.52111e-06	0.000151019	0.00041609	0.000133864	0.000226541	1.21319	2.9894	1.37071	2.12336	2.3948	1.21319	2.9894	1.37071	2.12336	2.3948	0.12263	0.305736	0.143281	0.213283	0.245419
3940	-958.3923	-1009.07	50.67766	0.02770106	0.125087	0.000451029	0.000451029	0.000459065	0.000459065	0.00044383	0.00044383	0.00045026	0.00045026	0.00108631	0.00108631	0.308843	0.00111947	0.00111947	0.00108232	0.00108232	0.001098	0.001098	0.000682437	0.000682437	0.000690956	0.000690956	0.197475	0.000679928	0.000679928	0.000689778	0.000689778	0.000801297	0.000801297	0.0008113	0.0008113	0.000825754	0.000825754	0.224175	0.000809917	0.000809917	0.000876686	0.000876686	0.00088763	0.00088763	0.000903443	0.000903443	0.000873462	0.000873462	0.248819	0.000601554	0.00185741	0.00367205	0.000231621	0.00168372	0.00597957	0.0182354	0.0354199	0.00231086	0.0165584	6.5046e-06	0.000277665	0.000758058	0.000168565	0.000103836	1.27881	3.11849	1.95908	2.30029	2.51671	1.27881	3.11849	1.95908	2.30029	2.51671	0.128695	0.317615	0.202962	0.230672	0.255902
3950	-955.1976	-1007.48	52.28191	0.03068049	0.129944	0.000521161	0.000521161	0.000517343	0.000517343	0.000512362	0.000512362	0.000518985	0.000518985	0.0011984	0.0011984	0.30705	0.00120593	0.00120593	0.00119432	0.00119432	0.00120976	0.00120976	0.000787697	0.000787697	0.000798493	0.000798493	0.200342	0.000785012	0.000785012	0.000795159	0.000795159	0.000855465	0.000855465	0.000867189	0.000867189	0.000860837	0.000860837	0.215483	0.000863569	0.000863569	0.000967643	0.000967643	0.000980904	0.000980904	0.000973718	0.000973718	0.000964344	0.000964344	0.24689	0.000544683	0.00192265	0.00117601	0.000201915	0.00149707	0.00541733	0.0188638	0.0116234	0.00201508	0.0147499	4.65648e-06	0.000140915	0.000434818	0.000104296	0.000161269	1.3333	3.10794	2.04281	2.21856	2.50948	1.3333	3.10794	2.04281	2.21856	2.50948	0.134083	0.316667	0.206675	0.222378	0.254663
3960	-957.4978	-1007.25	49.75198	0.03532174	0.134932	0.000623761	0.000623761	0.000630518	0.000630518	0.000615396	0.000615396	0.000622479	0.000622479	0.00134649	0.00134649	0.297145	0.00137473	0.00137473	0.00134176	0.00134176	0.0013572	0.0013572	0.000686125	0.000686125	0.000693008	0.000693008	0.153055	0.000683715	0.000683715	0.000691584	0.000691584	0.000946837	0.000946837	0.000956335	0.000956335	0.000966696	0.000966696	0.206147	0.00095437	0.00095437	0.00114656	0.00114656	0.00115806	0.00115806	0.00117061	0.00117061	0.00114253	0.00114253	0.252504	0.000663012	0.00167277	0.00277427	0.000309352	0.00146384	0.00658645	0.0164525	0.0269938	0.00308398	0.0144273	3.88568e-06	0.000384513	0.000803426	0.000179592	0.000105759	1.38951	3.02958	1.54377	2.13036	2.57973	1.38951	3.02958	1.54377	2.13036	2.57973	0.139916	0.307986	0.158564	0.213796	0.26174
3970	-960.3389	-1009.199	48.86011	0.03906408	0.143902	0.00073819	0.00073819	0.000740268	0.000740268	0.000730332	0.000730332	0.000740152	0.000740152	0.00150791	0.00150791	0.299565	0.00152653	0.00152653	0.00150604	0.00150604	0.00152629	0.00152629	0.00103775	0.00103775	0.00104761	0.00104761	0.206742	0.00103646	0.00103646	0.00105039	0.00105039	0.00115544	0.00115544	0.00116642	0.00116642	0.0011697	0.0011697	0.227098	0.00116952	0.00116952	0.00124257	0.00124257	0.00125437	0.00125437	0.00125791	0.00125791	0.00124102	0.00124102	0.247506	0.00055488	0.00151044	0.00179626	0.000429917	0.00178021	0.00551818	0.0148797	0.0176456	0.00428077	0.0174907	4.9896e-06	0.000205531	0.00101475	0.000226612	0.000219999	1.48926	3.07104	2.1135	2.35319	2.53063	1.48926	3.07104	2.1135	2.35319	2.53063	0.1498	0.311698	0.215086	0.236421	0.257498
3980	-959.3803	-1008.681	49.30068	0.03633909	0.13607	0.000650761	0.000650761	0.000652255	0.000652255	0.000640693	0.000640693	0.000645354	0.000645354	0.00137627	0.00137627	0.296241	0.00139959	0.00139959	0.00137478	0.00137478	0.00138478	0.00138478	0.00078635	0.00078635	0.000797838	0.000797838	0.169649	0.000785495	0.000785495	0.00079121	0.00079121	0.0010982	0.0010982	0.00111425	0.00111425	0.00111681	0.00111681	0.232729	0.00110499	0.00110499	0.00124645	0.00124645	0.00126466	0.00126466	0.00126756	0.00126756	0.00124509	0.00124509	0.266066	0.000451884	0.00191948	0.00215344	0.000342664	0.00107269	0.00449851	0.0188333	0.0210804	0.00341494	0.0106131	8.07393e-06	0.000409582	0.000292955	0.000260689	7.89556e-05	1.40566	3.01622	1.72335	2.4068	2.73169	1.40566	3.01622	1.72335	2.4068	2.73169	0.141248	0.307311	0.175971	0.241597	0.276114
3990	-957.8509	-1006.544	48.6931	0.02697339	0.13672	0.000474017	0.000474017	0.000478403	0.000478403	0.000471049	0.000471049	0.00047723	0.00047723	0.00112408	0.00112408	0.324578	0.00113511	0.00113511	0.00111767	0.00111767	0.00113233	0.00113233	0.000624953	0.000624953	0.000625301	0.000625301	0.182125	0.000621386	0.000621386	0.00062954	0.00062954	0.000728703	0.000728703	0.000729109	0.000729109	0.000735856	0.000735856	0.209095	0.000734051	0.000734051	0.000878231	0.000878231	0.000878721	0.000878721	0.000886852	0.000886852	0.000873219	0.000873219	0.255308	0.000950548	0.00100684	0.00194143	0.000374436	0.00169147	0.00941597	0.00996806	0.0190446	0.00373039	0.0166334	5.89601e-06	0.000129836	0.000677297	0.000296597	0.000294505	1.39187	3.3025	1.83609	2.1409	2.58021	1.39187	3.3025	1.83609	2.1409	2.58021	0.140521	0.333596	0.187127	0.214951	0.262342
4000	-958.8371	-1008.562	49.72473	0.02267334	0.148194	0.000432415	0.000432415	0.000432521	0.000432521	0.000429743	0.000429743	0.00043794	0.00043794	0.000990072	0.000990072	0.343529	0.000996452	0.000996452	0.000990052	0.000990052	0.00100894	0.00100894	0.000643687	0.000643687	0.000647675	0.000647675	0.223397	0.000643674	0.000643674	0.000655951	0.000655951	0.000655111	0.000655111	0.00065917	0.00065917	0.000659333	0.000659333	0.225902	0.000667593	0.000667593	0.000708522	0.000708522	0.000712911	0.000712911	0.000713087	0.000713087	0.000708507	0.000708507	0.24898	0.000300163	0.00092161	0.000946505	0.000298141	0.00221123	0.00299265	0.00913194	0.0093763	0.00297255	0.0216339	6.23981e-06	0.000192597	0.000190834	0.000170963	0.000280656	1.51179	3.48289	2.26437	2.30456	2.49245	1.51179	3.48289	2.26437	2.30456	2.49245	0.15166	0.3515	0.228579	0.231185	0.254666
4010	-962.5305	-1012.602	50.07125	0.03500391	0.145162	0.000667209	0.000667209	0.000670367	0.000670367	0.000657025	0.000657025	0.00067181	0.00067181	0.00130426	0.00130426	0.291588	0.00132838	0.00132838	0.00130194	0.00130194	0.00133124	0.00133124	0.000666049	0.000666049	0.00067517	0.00067517	0.149611	0.000664865	0.000664865	0.000679826	0.000679826	0.00102779	0.00102779	0.00104186	0.00104186	0.00104679	0.00104679	0.226272	0.00104905	0.00104905	0.000926242	0.000926242	0.000938927	0.000938927	0.00094337	0.00094337	0.000924595	0.000924595	0.208504	0.000561805	0.00193901	0.00242138	0.000383029	0.00264192	0.00558667	0.0190213	0.0236413	0.00381567	0.0257392	1.63265e-05	0.000129706	0.000375444	0.000145663	8.77351e-05	1.49587	2.96418	1.51372	2.33585	2.10506	1.49587	2.96418	1.51372	2.33585	2.10506	0.150495	0.30212	0.154983	0.234603	0.215971
4020	-968.3631	-1010.446	42.08245	0.0275576	0.133154	0.000478451	0.000478451	0.000488347	0.000488347	0.000471294	0.000471294	0.000481257	0.000481257	0.00108112	0.00108112	0.309588	0.00111934	0.00111934	0.00108025	0.00108025	0.00110309	0.00110309	0.000701655	0.000701655	0.00071174	0.00071174	0.205081	0.000701093	0.000701093	0.000715914	0.000715914	0.000742067	0.000742067	0.000752732	0.000752732	0.000768301	0.000768301	0.209318	0.000757146	0.000757146	0.00079833	0.00079833	0.000809804	0.000809804	0.000826553	0.000826553	0.00079769	0.00079769	0.229949	0.000421346	0.00186462	0.00397147	0.000340838	0.00246197	0.00419578	0.0183049	0.0381977	0.0033968	0.0240281	1.93659e-05	0.000117705	6.96372e-05	0.000322284	7.58151e-05	1.36352	3.12533	2.02837	2.14519	2.30784	1.36352	3.12533	2.02837	2.14519	2.30784	0.136992	0.318355	0.210741	0.215359	0.236414
