Iteration	Posterior	Likelihood	Prior	clado_prob	clado_rates[1]	clado_rates[2]	clado_rates[3]	clado_rates[4]	clado_rates[5]	clado_rates[6]	clado_rates[7]	clado_rates[8]	clado_rates[9]	clado_rates[10]	clado_rates[11]	clado_rates[12]	clado_rates[13]	clado_rates[14]	clado_rates[15]	clado_rates[16]	clado_rates[17]	clado_rates[18]	clado_rates[19]	clado_rates[20]	clado_rates[21]	clado_rates[22]	clado_rates[23]	clado_rates[24]	clado_rates[25]	clado_rates[26]	clado_rates[27]	clado_rates[28]	clado_rates[29]	clado_rates[30]	clado_rates[31]	clado_rates[32]	clado_rates[33]	clado_rates[34]	clado_rates[35]	clado_rates[36]	clado_rates[37]	clado_rates[38]	clado_rates[39]	clado_rates[40]	clado_rates[41]	clado_rates[42]	clado_rates[43]	clado_rates[44]	clado_rates[45]	delta[1]	delta[2]	delta[3]	delta[4]	delta[5]	delta_prop[1]	delta_prop[2]	delta_prop[3]	delta_prop[4]	delta_prop[5]	ma_base_rate[1]	ma_base_rate[2]	ma_base_rate[3]	ma_base_rate[4]	ma_base_rate[5]	R_0[1]	R_0[2]	R_0[3]	R_0[4]	R_0[5]	R_0_param[1]	R_0_param[2]	R_0_param[3]	R_0_param[4]	R_0_param[5]	sum_rates[1]	sum_rates[2]	sum_rates[3]	sum_rates[4]	sum_rates[5]
1070	-961.4164	-1013.375	51.95891	0.05360428	0.128568	0.000915328	0.000915328	0.000918622	0.000918622	0.000903349	0.000903349	0.000916132	0.000916132	0.0020714	0.0020714	0.294194	0.00209041	0.00209041	0.00205565	0.00205565	0.00208474	0.00208474	0.00156388	0.00156388	0.00157257	0.00157257	0.222912	0.00155199	0.00155199	0.00157395	0.00157395	0.00158335	0.00158335	0.00159215	0.00159215	0.00159788	0.00159788	0.221935	0.00159355	0.00159355	0.00171909	0.00171909	0.00172865	0.00172865	0.00173487	0.00173487	0.00170603	0.00170603	0.244372	0.00115929	0.00172145	0.00208757	0.000390248	0.00181077	0.01146	0.0169231	0.0204488	0.00388731	0.0177857	4.06199e-06	0.000105858	0.000253381	0.000106204	0.0001271	1.34293	3.05597	2.30721	2.33594	2.53621	1.34293	3.05597	2.30721	2.33594	2.53621	0.135875	0.310799	0.235436	0.234669	0.258149
1080	-957.9043	-1009.745	51.84103	0.01570779	0.131695	0.000263994	0.000263994	0.000266383	0.000266383	0.000262482	0.000262482	0.000264968	0.000264968	0.000662751	0.000662751	0.333866	0.000672025	0.000672025	0.000662184	0.000662184	0.000668456	0.000668456	0.000384762	0.000384762	0.000386647	0.000386647	0.195581	0.000384433	0.000384433	0.000388074	0.000388074	0.000450869	0.000450869	0.000453078	0.000453078	0.000457178	0.000457178	0.225828	0.000454751	0.000454751	0.000533293	0.000533293	0.000535906	0.000535906	0.000540756	0.000540756	0.000532837	0.000532837	0.269642	0.000402274	0.000894238	0.00180726	0.000316496	0.00126659	0.00400663	0.00886313	0.0177517	0.00315498	0.0125075	5.51345e-06	0.000231566	0.000413724	0.000188804	0.000146544	1.33261	3.36187	1.95175	2.28708	2.70519	1.33261	3.36187	1.95175	2.28708	2.70519	0.133811	0.339197	0.198669	0.22946	0.273928
1090	-955.4001	-1005.801	50.40053	0.02832905	0.140395	0.000514559	0.000514559	0.00051722	0.00051722	0.000509529	0.000509529	0.000516602	0.000516602	0.00115525	0.00115525	0.318799	0.00116783	0.00116783	0.00115046	0.00115046	0.00116644	0.00116644	0.00066819	0.00066819	0.000671989	0.000671989	0.185344	0.00066542	0.00066542	0.000674657	0.000674657	0.000853262	0.000853262	0.000858113	0.000858113	0.000862551	0.000862551	0.233161	0.000861521	0.000861521	0.00094056	0.00094056	0.000945907	0.000945907	0.000950798	0.000950798	0.00093666	0.00093666	0.260583	0.000624	0.00119608	0.00171938	0.000206811	0.00159788	0.00620131	0.0118195	0.0169032	0.00206384	0.0157275	4.15704e-06	0.000197033	0.000455003	0.000295766	0.000209018	1.43592	3.24216	1.87524	2.39463	2.63963	1.43592	3.24216	1.87524	2.39463	2.63963	0.14451	0.328079	0.190705	0.240032	0.268131
1100	-965.711	-1016.439	50.72777	0.04215578	0.136071	0.000749859	0.000749859	0.000744807	0.000744807	0.000745176	0.000745176	0.00074694	0.00074694	0.0017788	0.0017788	0.323889	0.00176983	0.00176983	0.00177071	0.00177071	0.0017749	0.0017749	0.000993188	0.000993188	0.000994885	0.000994885	0.179624	0.000988671	0.000988671	0.000991011	0.000991011	0.00105122	0.00105122	0.00105302	0.00105302	0.00104592	0.00104592	0.190214	0.00104892	0.00104892	0.00153474	0.00153474	0.00153736	0.00153736	0.001527	0.001527	0.00152776	0.00152776	0.278361	0.000907615	0.00107998	0.000398911	0.000448673	0.000686447	0.00899451	0.0106844	0.00397326	0.00446669	0.00681767	6.60201e-06	0.000226628	0.000284645	0.00014093	0.000254931	1.40782	3.3453	1.86784	1.97699	2.88631	1.40782	3.3453	1.86784	1.97699	2.88631	0.142045	0.338077	0.18756	0.198613	0.290615
1110	-955.497	-1006.516	51.01917	0.0318592	0.131965	0.00054279	0.00054279	0.000546034	0.000546034	0.000540026	0.000540026	0.000542448	0.000542448	0.00134458	0.00134458	0.32685	0.00135252	0.00135252	0.00133764	0.00133764	0.00134364	0.00134364	0.000890885	0.000890885	0.000890818	0.000890818	0.217857	0.000886282	0.000886282	0.000890257	0.000890257	0.000886598	0.000886598	0.000886532	0.000886532	0.000891832	0.000891832	0.214423	0.000885974	0.000885974	0.00116578	0.00116578	0.0011657	0.0011657	0.00117267	0.00117267	0.00115976	0.00115976	0.283208	0.000816956	0.000809426	0.00141209	0.000296123	0.000745977	0.00810336	0.00802927	0.0139243	0.00295249	0.00740453	6.12444e-06	9.59428e-05	0.000264227	0.000175813	6.42907e-05	1.35203	3.34895	2.21893	2.20825	2.90362	1.35203	3.34895	2.21893	2.20825	2.90362	0.136307	0.337607	0.224973	0.221525	0.292536
1120	-961.5136	-1008.342	46.82885	0.02359623	0.12379	0.000372316	0.000372316	0.000375404	0.000375404	0.000370123	0.000370123	0.000374033	0.000374033	0.00101712	0.00101712	0.335236	0.00102108	0.00102108	0.00100672	0.00100672	0.00101735	0.00101735	0.000621087	0.000621087	0.00061838	0.00061838	0.206405	0.000614739	0.000614739	0.000621232	0.000621232	0.000665664	0.000665664	0.000662764	0.000662764	0.00066826	0.00066826	0.218108	0.00066582	0.00066582	0.000800321	0.000800321	0.000796833	0.000796833	0.000803442	0.000803442	0.000792141	0.000792141	0.264998	0.00129748	0.000856106	0.00169256	0.000262193	0.00132122	0.0128086	0.00848839	0.0166439	0.00261507	0.0130399	7.25512e-06	0.000303853	0.000628057	0.00013146	0.000439309	1.25157	3.40423	2.07874	2.22794	2.67863	1.25157	3.40423	2.07874	2.22794	2.67863	0.126774	0.343361	0.211356	0.223433	0.271383
1130	-957.952	-1008.815	50.86266	0.03204348	0.130609	0.000549655	0.000549655	0.000550394	0.000550394	0.000539255	0.000539255	0.000552843	0.000552843	0.00118674	0.00118674	0.291665	0.00120854	0.00120854	0.00118408	0.00118408	0.00121392	0.00121392	0.00076954	0.00076954	0.000782628	0.000782628	0.189385	0.00076782	0.00076782	0.000787167	0.000787167	0.000890116	0.000890116	0.000905254	0.000905254	0.000906472	0.000906472	0.214625	0.000910504	0.000910504	0.000898388	0.000898388	0.000913667	0.000913667	0.000914896	0.000914896	0.00089638	0.00089638	0.222078	0.000460131	0.00216868	0.00230611	0.000235572	0.00276127	0.00458023	0.0212265	0.0225413	0.00235019	0.0268707	2.72414e-06	0.000167866	0.000737026	0.000206247	0.000141726	1.34314	2.94924	1.91244	2.21209	2.23265	1.34314	2.94924	1.91244	2.21209	2.23265	0.134993	0.301252	0.195599	0.22185	0.229325
1140	-968.899	-1013.546	44.64658	0.02599359	0.130469	0.000433052	0.000433052	0.00043985	0.00043985	0.00043188	0.00043188	0.000436819	0.000436819	0.00105873	0.00105873	0.315783	0.00106996	0.00106996	0.00105057	0.00105057	0.00106259	0.00106259	0.000590404	0.000590404	0.000587445	0.000587445	0.178862	0.000585855	0.000585855	0.000592555	0.000592555	0.000739869	0.000739869	0.000736161	0.000736161	0.000747718	0.000747718	0.22008	0.000742565	0.000742565	0.000835006	0.000835006	0.000830821	0.000830821	0.000843864	0.000843864	0.000828572	0.000828572	0.25122	0.00115361	0.000646605	0.00222665	0.000374184	0.00152216	0.0114045	0.00642451	0.0217815	0.00372789	0.0149934	4.40751e-06	0.000176334	0.000338583	0.000680466	0.000379437	1.32423	3.22127	1.79635	2.25111	2.54057	1.32423	3.22127	1.79635	2.25111	2.54057	0.133952	0.324267	0.183574	0.226013	0.257897
1150	-961.6621	-1009.642	47.97943	0.03393444	0.138942	0.000620837	0.000620837	0.000623598	0.000623598	0.000607726	0.000607726	0.00062111	0.00062111	0.00118092	0.00118092	0.2737	0.00120711	0.00120711	0.00117638	0.00117638	0.00120229	0.00120229	0.000790709	0.000790709	0.000804669	0.000804669	0.184077	0.000787676	0.000787676	0.000805023	0.000805023	0.000966526	0.000966526	0.00098359	0.00098359	0.000987964	0.000987964	0.219281	0.000984022	0.000984022	0.00100893	0.00100893	0.00102675	0.00102675	0.00103131	0.00103131	0.00100506	0.00100506	0.233943	0.000783057	0.00256237	0.00301853	0.000396423	0.00260743	0.00776973	0.0249836	0.0293009	0.00394858	0.0254117	9.96029e-06	0.000162618	0.000686606	0.000404175	0.000215678	1.42705	2.76236	1.8496	2.26087	2.36007	1.42705	2.76236	1.8496	2.26087	2.36007	0.143888	0.283234	0.190454	0.227125	0.242087
1160	-962.3453	-1011.312	48.96713	0.02961152	0.152594	0.000585643	0.000585643	0.000588902	0.000588902	0.000578989	0.000578989	0.000586508	0.000586508	0.00111921	0.00111921	0.295229	0.00113239	0.00113239	0.00111332	0.00111332	0.00112778	0.00112778	0.000656707	0.000656707	0.000660758	0.000660758	0.174192	0.000653251	0.000653251	0.000661735	0.000661735	0.000802961	0.000802961	0.000807914	0.000807914	0.00081241	0.00081241	0.2094	0.000809108	0.000809108	0.00101154	0.00101154	0.00101778	0.00101778	0.00102344	0.00102344	0.00100621	0.00100621	0.26722	0.000800879	0.00142274	0.00198709	0.000270355	0.00157262	0.00794516	0.0140278	0.0194838	0.00269627	0.0154827	1.14917e-05	0.000123594	0.00102058	0.000150531	9.85418e-05	1.56001	2.9997	1.7601	2.15208	2.71111	1.56001	2.9997	1.7601	2.15208	2.71111	0.157274	0.304215	0.179457	0.215865	0.275338
1170	-966.1375	-1014.232	48.09429	0.02365986	0.14417	0.000443459	0.000443459	0.00044645	0.00044645	0.000437267	0.000437267	0.000446766	0.000446766	0.000840587	0.000840587	0.281787	0.000859332	0.000859332	0.000841656	0.000841656	0.00085994	0.00085994	0.000479743	0.000479743	0.000487155	0.000487155	0.161907	0.000480353	0.000480353	0.000490788	0.000490788	0.000586361	0.000586361	0.000595421	0.000595421	0.000599437	0.000599437	0.193819	0.000599861	0.000599861	0.000755891	0.000755891	0.000767571	0.000767571	0.000772749	0.000772749	0.000756853	0.000756853	0.255284	0.000311778	0.00186176	0.00254883	0.000439418	0.00262131	0.00310809	0.0182773	0.0248548	0.00437496	0.0255436	5.74188e-06	0.000373048	0.000666216	0.000415331	0.000155768	1.47204	2.8334	1.61709	1.97647	2.54792	1.47204	2.8334	1.61709	1.97647	2.54792	0.147717	0.28859	0.165783	0.198581	0.26139
1180	-960.989	-1009.243	48.25392	0.03509849	0.130062	0.000599444	0.000599444	0.000600442	0.000600442	0.000588237	0.000588237	0.000603999	0.000603999	0.00138003	0.00138003	0.307648	0.00140117	0.00140117	0.00137269	0.00137269	0.00140947	0.00140947	0.000818412	0.000818412	0.000829571	0.000829571	0.182751	0.000814061	0.000814061	0.000835875	0.000835875	0.000971678	0.000971678	0.000984927	0.000984927	0.000986567	0.000986567	0.212565	0.000992412	0.000992412	0.00102107	0.00102107	0.00103499	0.00103499	0.00103671	0.00103671	0.00101564	0.00101564	0.229355	0.000868209	0.00224356	0.0024138	0.000332008	0.00302055	0.00860736	0.0219433	0.0235691	0.00330909	0.0293199	2.31473e-06	0.000277625	0.000391058	0.000116715	0.000368686	1.33633	3.11842	1.84935	2.19568	2.30729	1.33633	3.11842	1.84935	2.19568	2.30729	0.134847	0.318775	0.189347	0.220436	0.237572
1190	-960.8372	-1008.406	47.56853	0.02184838	0.131633	0.00037127	0.00037127	0.000376985	0.000376985	0.000367168	0.000367168	0.000370515	0.000370515	0.000847778	0.000847778	0.306732	0.000869596	0.000869596	0.000846951	0.000846951	0.000854672	0.000854672	0.000415354	0.000415354	0.000419585	0.000419585	0.152592	0.000414949	0.000414949	0.000418732	0.000418732	0.000586353	0.000586353	0.000592325	0.000592325	0.000601443	0.000601443	0.209803	0.000591121	0.000591121	0.00071064	0.00071064	0.000717878	0.000717878	0.000728929	0.000728929	0.000709947	0.000709947	0.256593	0.000482435	0.0015058	0.0030684	0.000384438	0.00129958	0.00480118	0.0148346	0.0297706	0.00382966	0.0128291	3.45112e-06	0.000255838	0.000162237	0.000406211	0.000240014	1.33927	3.08932	1.51356	2.13668	2.58959	1.33927	3.08932	1.51356	2.13668	2.58959	0.134605	0.31357	0.155929	0.214546	0.262327
1200	-962.0557	-1011.739	49.68287	0.02327616	0.150673	0.000452608	0.000452608	0.000463406	0.000463406	0.000448622	0.000448622	0.000454517	0.000454517	0.000910396	0.000910396	0.308191	0.000939958	0.000939958	0.000909969	0.000909969	0.000921927	0.000921927	0.000486502	0.000486502	0.000490595	0.000490595	0.168622	0.000486274	0.000486274	0.000492664	0.000492664	0.000622424	0.000622424	0.00062766	0.00062766	0.000642635	0.000642635	0.208849	0.000630307	0.000630307	0.000649318	0.000649318	0.000654781	0.000654781	0.000670402	0.000670402	0.000649013	0.000649013	0.220736	0.000421286	0.00126617	0.00368208	0.000374205	0.00169324	0.00419518	0.0125034	0.0355132	0.0037281	0.0166504	2.87984e-06	0.000341039	0.000581968	0.000283734	8.9636e-05	1.53616	3.1159	1.66509	2.13029	2.22234	1.53616	3.1159	1.66509	2.13029	2.22234	0.154311	0.315555	0.172534	0.213895	0.225984
1210	-961.0905	-1012.501	51.41024	0.02886129	0.148409	0.000558808	0.000558808	0.00056331	0.00056331	0.000549671	0.000549671	0.00055489	0.00055489	0.00103981	0.00103981	0.283704	0.00106242	0.00106242	0.00103669	0.00103669	0.00104654	0.00104654	0.000504275	0.000504275	0.000511123	0.000511123	0.138697	0.000502766	0.000502766	0.000507539	0.000507539	0.000802852	0.000802852	0.000813756	0.000813756	0.000820311	0.000820311	0.215471	0.00080805	0.00080805	0.000913701	0.000913701	0.00092611	0.00092611	0.000933571	0.000933571	0.000910968	0.000910968	0.24755	0.000515437	0.00188056	0.00270133	0.000214734	0.00116618	0.00512794	0.0184585	0.0263027	0.00214274	0.0115274	8.91813e-06	0.00021081	0.00029563	0.000225375	0.000157152	1.52036	2.86743	1.39062	2.214	2.51968	1.52036	2.86743	1.39062	2.214	2.51968	0.152862	0.292075	0.142748	0.221961	0.254918
1220	-964.5809	-1013.443	48.86189	0.03491262	0.118806	0.000541836	0.000541836	0.00053493	0.00053493	0.000532195	0.000532195	0.000550453	0.000550453	0.00126397	0.00126397	0.281913	0.00125855	0.00125855	0.00125211	0.00125211	0.00129507	0.00129507	0.000987768	0.000987768	0.000996228	0.000996228	0.217502	0.000978502	0.000978502	0.00101207	0.00101207	0.000957367	0.000957367	0.000965566	0.000965566	0.00095326	0.00095326	0.209729	0.000980922	0.000980922	0.00100084	0.00100084	0.00100942	0.00100942	0.000996551	0.000996551	0.000991455	0.000991455	0.226776	0.00131756	0.00218527	0.000882917	0.000367052	0.00381039	0.0130042	0.0213854	0.00875189	0.00365709	0.0367052	3.31661e-06	0.000195697	0.000176446	0.000175209	3.43442e-05	1.21503	2.85865	2.23397	2.16522	2.26355	1.21503	2.85865	2.23397	2.16522	2.26355	0.123125	0.292053	0.225451	0.217444	0.234772
1230	-960.4616	-1012.013	51.55094	0.01842369	0.14268	0.000343222	0.000343222	0.000346153	0.000346153	0.000334509	0.000334509	0.000339754	0.000339754	0.000631186	0.000631186	0.275832	0.000652677	0.000652677	0.000630723	0.000630723	0.000640612	0.000640612	0.000442548	0.000442548	0.000453742	0.000453742	0.195047	0.000442223	0.000442223	0.000449157	0.000449157	0.000540404	0.000540404	0.000554074	0.000554074	0.000558804	0.000558804	0.230164	0.000548474	0.000548474	0.000588625	0.000588625	0.000603515	0.000603515	0.000608667	0.000608667	0.000588193	0.000588193	0.254633	0.000357471	0.00289607	0.00377448	0.000283889	0.00185619	0.00356197	0.0281456	0.036372	0.00283085	0.0182236	6.85789e-06	0.000263094	0.00023818	0.000179334	7.82091e-05	1.44841	2.731	1.9148	2.3382	2.54684	1.44841	2.731	1.9148	2.3382	2.54684	0.145408	0.280942	0.198622	0.234567	0.259411
1240	-962.6441	-1013.661	51.01709	0.05455128	0.121457	0.000883133	0.000883133	0.000875483	0.000875483	0.000869318	0.000869318	0.00087684	0.00087684	0.00201991	0.00201991	0.282345	0.00201873	0.00201873	0.00200451	0.00200451	0.00202186	0.00202186	0.00155121	0.00155121	0.00156385	0.00156385	0.214951	0.00153939	0.00153939	0.00155271	0.00155271	0.00167641	0.00167641	0.00169007	0.00169007	0.00167543	0.00167543	0.230664	0.00167803	0.00167803	0.00190251	0.00190251	0.00191802	0.00191802	0.0019014	0.0019014	0.00188801	0.00188801	0.26404	0.00103153	0.0018549	0.000972526	0.000261512	0.00112914	0.01021	0.0182112	0.00963159	0.0026083	0.0111653	7.43017e-06	0.0002776	0.00040514	0.000106858	0.000170766	1.27154	2.93197	2.25164	2.43337	2.76157	1.27154	2.93197	2.25164	2.43337	2.76157	0.128467	0.298475	0.227366	0.244104	0.27926
1250	-962.2569	-1012.076	49.81924	0.03238798	0.135138	0.000564379	0.000564379	0.000566724	0.000566724	0.000559279	0.000559279	0.000573184	0.000573184	0.00125228	0.00125228	0.29875	0.00125517	0.00125517	0.00123868	0.00123868	0.00126947	0.00126947	0.000729713	0.000729713	0.000728371	0.000728371	0.174808	0.000721789	0.000721789	0.000739734	0.000739734	0.000859091	0.000859091	0.000857511	0.000857511	0.000861073	0.000861073	0.203098	0.000870888	0.000870888	0.000969063	0.000969063	0.00096728	0.00096728	0.000971299	0.000971299	0.00095854	0.00095854	0.234792	0.0015357	0.00134897	0.00177	0.000433139	0.00293	0.0151247	0.0133101	0.0173922	0.00431271	0.0284659	4.52678e-06	0.000140892	0.00118791	0.000189486	9.52748e-05	1.37549	3.04641	1.77517	2.08991	2.35743	1.37549	3.04641	1.77517	2.08991	2.35743	0.139665	0.308782	0.180647	0.209995	0.242524
1260	-965.2259	-1012.827	47.6008	0.03239475	0.137852	0.000594749	0.000594749	0.000586085	0.000586085	0.00057623	0.00057623	0.000593203	0.000593203	0.00111678	0.00111678	0.275114	0.00113456	0.00113456	0.00111548	0.00111548	0.00114834	0.00114834	0.000838643	0.000838643	0.000864589	0.000864589	0.203587	0.000837668	0.000837668	0.000862342	0.000862342	0.000830885	0.000830885	0.000856592	0.000856592	0.000844114	0.000844114	0.198312	0.000854365	0.000854365	0.000898387	0.000898387	0.000926182	0.000926182	0.000912691	0.000912691	0.000897343	0.000897343	0.220739	0.000499844	0.00360918	0.0020999	0.000383008	0.00333984	0.00497358	0.0348346	0.0205671	0.00381547	0.032319	1.65295e-05	0.000460756	0.000449484	0.000143251	0.000142521	1.41759	2.74421	2.06076	2.0417	2.20757	1.41759	2.74421	2.06076	2.0417	2.20757	0.142553	0.284145	0.210394	0.205084	0.228008
1270	-962.8431	-1012.965	50.12158	0.02355207	0.136981	0.000417385	0.000417385	0.000432849	0.000432849	0.000413913	0.000413913	0.000421433	0.000421433	0.000929671	0.000929671	0.31162	0.000974349	0.000974349	0.000931724	0.000931724	0.000948651	0.000948651	0.000464494	0.000464494	0.000469425	0.000469425	0.161464	0.00046552	0.00046552	0.000473977	0.000473977	0.000565861	0.000565861	0.000571868	0.000571868	0.000593055	0.000593055	0.188095	0.000577413	0.000577413	0.000701786	0.000701786	0.000709235	0.000709235	0.000735512	0.000735512	0.000703335	0.000703335	0.237515	0.000238782	0.00130283	0.00505599	0.000460092	0.00228521	0.00238213	0.0128607	0.0481267	0.00457985	0.0223415	4.39565e-06	0.000151612	0.000346793	0.000236443	0.000332684	1.39951	3.15032	1.574	1.9175	2.3781	1.39951	3.15032	1.574	1.9175	2.3781	0.140352	0.319189	0.165211	0.192711	0.243215
1280	-960.9362	-1011.385	50.44908	0.01865204	0.148702	0.00035947	0.00035947	0.000355947	0.000355947	0.000352649	0.000352649	0.000361139	0.000361139	0.000697276	0.000697276	0.298622	0.000702519	0.000702519	0.000696011	0.000696011	0.000712767	0.000712767	0.000547099	0.000547099	0.000556669	0.000556669	0.232009	0.000546106	0.000546106	0.000559253	0.000559253	0.000522704	0.000522704	0.000531847	0.000531847	0.000526635	0.000526635	0.219611	0.000534317	0.000534317	0.000563025	0.000563025	0.000572873	0.000572873	0.000567258	0.000567258	0.000562003	0.000562003	0.242246	0.00035833	0.00211379	0.00111298	0.000176298	0.00258794	0.0035705	0.0207004	0.0110073	0.00175988	0.0252266	9.8684e-06	8.97983e-05	0.000279938	0.000197172	0.000173682	1.50988	2.97999	2.33817	2.23391	2.40623	1.50988	2.97999	2.33817	2.23391	2.40623	0.151561	0.304239	0.236428	0.223842	0.246777
1290	-958.7439	-1010.794	52.05023	0.03045904	0.14318	0.000564886	0.000564886	0.000590965	0.000590965	0.000560789	0.000560789	0.000566527	0.000566527	0.00132377	0.00132377	0.338666	0.00139134	0.00139134	0.00132029	0.00132029	0.0013338	0.0013338	0.000574428	0.000574428	0.000577103	0.000577103	0.153743	0.000572917	0.000572917	0.000578779	0.000578779	0.000842595	0.000842595	0.000846519	0.000846519	0.0008856	0.0008856	0.214	0.000848977	0.000848977	0.000979901	0.000979901	0.000984464	0.000984464	0.00102991	0.00102991	0.000977323	0.000977323	0.25142	0.00063267	0.00110125	0.00576876	0.000367914	0.00139485	0.00628692	0.0108926	0.0545412	0.00366565	0.0137566	6.98852e-06	0.000165704	0.000271929	0.000199099	0.000134554	1.4675	3.455	1.49924	2.19914	2.55751	1.4675	3.455	1.49924	2.19914	2.55751	0.147747	0.349404	0.158349	0.220848	0.259363
1300	-958.9951	-1008.552	49.55674	0.04236655	0.125009	0.000696557	0.000696557	0.00069302	0.00069302	0.000688114	0.000688114	0.00069566	0.00069566	0.00177949	0.00177949	0.324223	0.00178389	0.00178389	0.00177126	0.00177126	0.00179068	0.00179068	0.00116448	0.00116448	0.00117332	0.00117332	0.211091	0.00115909	0.00115909	0.00117181	0.00117181	0.00117541	0.00117541	0.00118432	0.00118432	0.00117831	0.00117831	0.211563	0.0011828	0.0011828	0.00135239	0.00135239	0.00136265	0.00136265	0.00135573	0.00135573	0.00134613	0.00134613	0.246088	0.000862709	0.00162764	0.00111164	0.000395886	0.00149678	0.0085533	0.0160157	0.0109942	0.00394325	0.0147471	1.07615e-05	0.000263903	0.000306142	0.000233153	6.1529e-05	1.29423	3.33145	2.18007	2.20052	2.53186	1.29423	3.33145	2.18007	2.20052	2.53186	0.130556	0.338474	0.220429	0.221005	0.256922
1310	-960.7908	-1011.57	50.77914	0.02910492	0.139872	0.000533765	0.000533765	0.000525078	0.000525078	0.00052264	0.00052264	0.000527316	0.000527316	0.00105772	0.00105772	0.287462	0.00105964	0.00105964	0.00105472	0.00105472	0.00106416	0.00106416	0.000860359	0.000860359	0.000876182	0.000876182	0.230019	0.00085792	0.00085792	0.000865597	0.000865597	0.000885853	0.000885853	0.000902144	0.000902144	0.000887462	0.000887462	0.235735	0.000891245	0.000891245	0.00106718	0.00106718	0.0010868	0.0010868	0.00106912	0.00106912	0.00106415	0.00106415	0.286529	0.00054341	0.00239251	0.000726066	0.000258406	0.00115548	0.00540473	0.0233661	0.00720832	0.0025774	0.0114228	5.80396e-06	0.000157463	0.000593548	0.000257455	0.000165079	1.43287	2.89161	2.35207	2.42176	2.91747	1.43287	2.89161	2.35207	2.42176	2.91747	0.14409	0.295934	0.236939	0.242869	0.295103
1320	-963.1	-1009.451	46.35084	0.03968259	0.129747	0.000679457	0.000679457	0.000676975	0.000676975	0.000664678	0.000664678	0.000669882	0.000669882	0.001391	0.001391	0.273024	0.0014051	0.0014051	0.00137957	0.00137957	0.00139037	0.00139037	0.000900032	0.000900032	0.000912489	0.000912489	0.176012	0.000892641	0.000892641	0.00089963	0.00089963	0.00107863	0.00107863	0.00109356	0.00109356	0.00108957	0.00108957	0.207109	0.00107815	0.00107815	0.00133773	0.00133773	0.00135624	0.00135624	0.00135129	0.00135129	0.00132675	0.00132675	0.258868	0.00120886	0.00260963	0.00223481	0.000377823	0.00116366	0.0119442	0.0254327	0.0218596	0.00376401	0.0115028	1.35542e-05	0.000316402	0.000998531	0.000243132	6.05157e-05	1.33495	2.77075	1.79279	2.14855	2.66465	1.33495	2.77075	1.79279	2.14855	2.66465	0.135129	0.284156	0.183222	0.215789	0.269612
1330	-960.8148	-1010.585	49.77067	0.03322237	0.127739	0.000555548	0.000555548	0.000557183	0.000557183	0.000542327	0.000542327	0.00054979	0.00054979	0.00118678	0.00118678	0.27973	0.00120512	0.00120512	0.00117299	0.00117299	0.00118913	0.00118913	0.000788811	0.000788811	0.000798654	0.000798654	0.186475	0.000779647	0.000779647	0.000790376	0.000790376	0.000843308	0.000843308	0.00085383	0.00085383	0.000856342	0.000856342	0.194042	0.00084498	0.00084498	0.00105377	0.00105377	0.00106691	0.00106691	0.00107005	0.00107005	0.00104152	0.00104152	0.245805	0.00155948	0.0028267	0.00312924	0.00037954	0.0017609	0.0153553	0.0274899	0.0303429	0.00378104	0.0173043	1.13074e-05	0.000155728	0.000268915	0.000267161	5.53791e-05	1.30099	2.81389	1.8703	1.99952	2.49852	1.30099	2.81389	1.8703	1.99952	2.49852	0.132148	0.289239	0.19279	0.200839	0.254269
1340	-960.1029	-1010.426	50.32301	0.03027969	0.126591	0.000496429	0.000496429	0.00049512	0.00049512	0.000490187	0.000490187	0.000494744	0.000494744	0.0012125	0.0012125	0.312108	0.00121499	0.00121499	0.00120289	0.00120289	0.00121407	0.00121407	0.000584138	0.000584138	0.000586887	0.000586887	0.149966	0.000579508	0.000579508	0.000584895	0.000584895	0.000854389	0.000854389	0.000858409	0.000858409	0.000856146	0.000856146	0.217162	0.000855495	0.000855495	0.00100155	0.00100155	0.00100626	0.00100626	0.00100361	0.00100361	0.000993609	0.000993609	0.256933	0.00113545	0.00161135	0.00134349	0.00033371	0.00126645	0.011227	0.015858	0.0132568	0.003326	0.0125061	7.6899e-06	0.000273641	0.000430295	0.000313515	9.09098e-05	1.29078	3.1675	1.52599	2.23198	2.61642	1.29078	3.1675	1.52599	2.23198	2.61642	0.130544	0.321797	0.154637	0.224011	0.264943
1350	-963.5107	-1009.201	45.68988	0.02171776	0.144802	0.000406104	0.000406104	0.000406619	0.000406619	0.000400499	0.000400499	0.000404227	0.000404227	0.000863903	0.000863903	0.314634	0.000874213	0.000874213	0.000861056	0.000861056	0.00086907	0.00086907	0.000477672	0.000477672	0.00048276	0.00048276	0.174189	0.000476098	0.000476098	0.000480529	0.000480529	0.000659472	0.000659472	0.000666497	0.000666497	0.000667343	0.000667343	0.236866	0.000663417	0.000663417	0.000682229	0.000682229	0.000689496	0.000689496	0.000690371	0.000690371	0.000679981	0.000679981	0.24732	0.000467014	0.00153723	0.00166606	0.000135991	0.00106789	0.00464844	0.0151396	0.0163876	0.00135806	0.0105661	8.08105e-06	0.000277579	0.000170433	0.000114471	0.000523058	1.47329	3.1675	1.75138	2.41795	2.50139	1.47329	3.1675	1.75138	2.41795	2.50139	0.148037	0.321571	0.178023	0.242179	0.252804
