Iteration	Posterior	Likelihood	Prior	clado_prob	clado_rates[1]	clado_rates[2]	clado_rates[3]	clado_rates[4]	clado_rates[5]	clado_rates[6]	clado_rates[7]	clado_rates[8]	clado_rates[9]	clado_rates[10]	clado_rates[11]	clado_rates[12]	clado_rates[13]	clado_rates[14]	clado_rates[15]	clado_rates[16]	clado_rates[17]	clado_rates[18]	clado_rates[19]	clado_rates[20]	clado_rates[21]	clado_rates[22]	clado_rates[23]	clado_rates[24]	clado_rates[25]	clado_rates[26]	clado_rates[27]	clado_rates[28]	clado_rates[29]	clado_rates[30]	clado_rates[31]	clado_rates[32]	clado_rates[33]	clado_rates[34]	clado_rates[35]	clado_rates[36]	clado_rates[37]	clado_rates[38]	clado_rates[39]	clado_rates[40]	clado_rates[41]	clado_rates[42]	clado_rates[43]	clado_rates[44]	clado_rates[45]	delta[1]	delta[2]	delta[3]	delta[4]	delta[5]	delta_param[1]	delta_param[2]	delta_param[3]	delta_param[4]	delta_param[5]	ma_base_rate	R_0[1]	R_0[2]	R_0[3]	R_0[4]	R_0[5]	R_0_param[1]	R_0_param[2]	R_0_param[3]	R_0_param[4]	R_0_param[5]	sum_rates[1]	sum_rates[2]	sum_rates[3]	sum_rates[4]	sum_rates[5]
200	-1008.286	-1016.651	8.36549	0.03190974	0.112577	0.00046861	0.00046861	0.000474337	0.000474337	0.000460475	0.000460475	0.000470686	0.000470686	0.00121319	0.00121319	0.29748	0.00124065	0.00124065	0.0012044	0.0012044	0.0012311	0.0012311	0.000687317	0.000687317	0.000694388	0.000694388	0.170592	0.000682332	0.000682332	0.000697464	0.000697464	0.000911976	0.000911976	0.000921359	0.000921359	0.000932618	0.000932618	0.219738	0.00092544	0.00092544	0.00089988	0.00089988	0.000909138	0.000909138	0.000920249	0.000920249	0.000893354	0.000893354	0.221632	0.00097896	0.00201784	0.00326458	0.000246642	0.00246972	0.00097896	0.00201784	0.00326458	0.000246642	0.00246972	0.001887011	1.1516	3.01208	1.70645	2.26422	2.23419	1.1516	3.01208	1.70645	2.26422	2.23419	0.116325	0.307259	0.176115	0.227121	0.228877
210	-1003.538	-1013.854	10.3152	0.004782169	0.128568	7.71308e-05	7.71308e-05	8.04575e-05	8.04575e-05	7.72793e-05	7.72793e-05	7.73289e-05	7.73289e-05	0.000203505	0.000203505	0.338403	0.000212027	0.000212027	0.000203651	0.000203651	0.000203782	0.000203782	9.1483e-05	9.1483e-05	9.13729e-05	9.13729e-05	0.158686	9.15489e-05	9.15489e-05	9.16077e-05	9.16077e-05	0.000110003	0.000110003	0.000109871	0.000109871	0.00011461	0.00011461	0.183274	0.000110153	0.000110153	0.000158969	0.000158969	0.000158778	0.000158778	0.000165626	0.000165626	0.000159084	0.000159084	0.265025	0.00118255	0.00106087	0.00541975	0.0012555	0.00132051	0.00118255	0.00106087	0.00541975	0.0012555	0.00132051	0.002914462	1.27676	3.3646	1.51251	1.81871	2.62828	1.27676	3.3646	1.51251	1.81871	2.62828	0.129193	0.340049	0.159418	0.184163	0.26631
220	-1003.816	-1012.441	8.624646	0.007205722	0.12042	0.000108689	0.000108689	0.00011422	0.00011422	0.000108408	0.000108408	0.000110004	0.000110004	0.000302238	0.000302238	0.33142	0.000315982	0.000315982	0.000299904	0.000299904	0.000304318	0.000304318	0.000122095	0.000122095	0.000121466	0.000121466	0.140696	0.000121152	0.000121152	0.000122935	0.000122935	0.000167798	0.000167798	0.000166934	0.000166934	0.000175428	0.000175428	0.183523	0.000168952	0.000168952	0.000212222	0.000212222	0.000211129	0.000211129	0.000221873	0.000221873	0.000210583	0.000210583	0.235527	0.00175874	0.00123468	0.00638596	0.000972867	0.00245892	0.00175874	0.00123468	0.00638596	0.000972867	0.00245892	0.001959452	1.19198	3.29754	1.33211	1.83074	2.31543	1.19198	3.29754	1.33211	1.83074	2.31543	0.121303	0.333865	0.141672	0.184881	0.237239
230	-1001.529	-1011.455	9.926037	0.003018833	0.115157	4.29678e-05	4.29678e-05	4.39143e-05	4.39143e-05	4.26798e-05	4.26798e-05	4.3253e-05	4.3253e-05	0.000128788	0.000128788	0.335432	0.000129756	0.000129756	0.000126109	0.000126109	0.000127802	0.000127802	7.03444e-05	7.03444e-05	6.93458e-05	6.93458e-05	0.187249	6.88809e-05	6.88809e-05	6.9806e-05	6.9806e-05	8.32139e-05	8.32139e-05	8.20326e-05	8.20326e-05	8.38396e-05	8.38396e-05	0.21528	8.2577e-05	8.2577e-05	8.64072e-05	8.64072e-05	8.51806e-05	8.51806e-05	8.70569e-05	8.70569e-05	8.46095e-05	8.46095e-05	0.226543	0.00259279	0.00113641	0.00336416	0.000458355	0.00180761	0.00259279	0.00113641	0.00336416	0.000458355	0.00180761	0.002664827	1.12587	3.32667	1.81704	2.14946	2.23195	1.12587	3.32667	1.81704	2.14946	2.23195	0.115503	0.336457	0.187806	0.215943	0.22723
240	-1007.429	-1017.321	9.891231	0.009199848	0.112106	0.000128459	0.000128459	0.000131986	0.000131986	0.000128389	0.000128389	0.000131434	0.000131434	0.000396207	0.000396207	0.337013	0.0004019	0.0004019	0.000390944	0.000390944	0.000400217	0.000400217	0.000223822	0.000223822	0.000220969	0.000220969	0.195611	0.000220849	0.000220849	0.000226087	0.000226087	0.000221481	0.000221481	0.000218658	0.000218658	0.000224663	0.000224663	0.188289	0.000223723	0.000223723	0.000231481	0.000231481	0.000228531	0.000228531	0.000234808	0.000234808	0.000228407	0.000228407	0.201458	0.00223414	0.000931156	0.0037031	0.000876156	0.00326897	0.00223414	0.000931156	0.0037031	0.000876156	0.00326897	0.002551287	1.10674	3.37004	1.90377	1.88386	1.96893	1.10674	3.37004	1.90377	1.88386	1.96893	0.113147	0.340192	0.197394	0.190066	0.203305
250	-1002.441	-1012.385	9.94347	0.005161294	0.154144	9.97321e-05	9.97321e-05	0.000101343	0.000101343	9.89829e-05	9.89829e-05	9.96544e-05	9.96544e-05	0.000221102	0.000221102	0.340149	0.000224152	0.000224152	0.000218933	0.000218933	0.000220418	0.000220418	0.000103962	0.000103962	0.000103721	0.000103721	0.16252	0.000102942	0.000102942	0.00010364	0.00010364	0.000135232	0.000135232	0.000134918	0.000134918	0.000137097	0.000137097	0.206481	0.000134813	0.000134813	0.000177279	0.000177279	0.000176868	0.000176868	0.000179724	0.000179724	0.000175539	0.000175539	0.272517	0.00143435	0.00119918	0.00283338	0.000439031	0.00112034	0.00143435	0.00119918	0.00283338	0.000439031	0.00112034	0.002770241	1.52753	3.37862	1.58862	2.06645	2.70896	1.52753	3.37862	1.58862	2.06645	2.70896	0.154944	0.341918	0.163349	0.207565	0.273936
260	-1003.721	-1012.294	8.573481	0.01039056	0.147427	0.000195339	0.000195339	0.000198055	0.000198055	0.000193972	0.000193972	0.000194557	0.000194557	0.000426033	0.000426033	0.327706	0.000436081	0.000436081	0.000427091	0.000427091	0.000428379	0.000428379	0.000248473	0.000248473	0.000250846	0.000250846	0.193784	0.00024909	0.00024909	0.000249841	0.000249841	0.000245296	0.000245296	0.000247638	0.000247638	0.000251081	0.000251081	0.187362	0.000246646	0.000246646	0.00032606	0.00032606	0.000329173	0.000329173	0.000333749	0.000333749	0.000326869	0.000326869	0.249802	0.000789952	0.00175224	0.00316696	0.00104017	0.00134486	0.000789952	0.00175224	0.00316696	0.00104017	0.00134486	0.002007697	1.47807	3.25445	1.89808	1.8738	2.49075	1.47807	3.25445	1.89808	1.8738	2.49075	0.148991	0.331142	0.195781	0.189343	0.252434
270	-1000.495	-1010.548	10.05343	0.002630894	0.124349	4.13988e-05	4.13988e-05	4.22794e-05	4.22794e-05	4.06421e-05	4.06421e-05	4.12163e-05	4.12163e-05	9.72657e-05	9.72657e-05	0.297844	0.000100297	0.000100297	9.64129e-05	9.64129e-05	9.7775e-05	9.7775e-05	4.9454e-05	4.9454e-05	4.99331e-05	4.99331e-05	0.154658	4.90204e-05	4.90204e-05	4.9713e-05	4.9713e-05	6.95172e-05	6.95172e-05	7.01906e-05	7.01906e-05	7.16838e-05	7.16838e-05	0.208983	6.98812e-05	6.98812e-05	7.41352e-05	7.41352e-05	7.48534e-05	7.48534e-05	7.64457e-05	7.64457e-05	7.34852e-05	7.34852e-05	0.226014	0.00136649	0.00234841	0.00452561	0.000477705	0.00189724	0.00136649	0.00234841	0.00452561	0.000477705	0.00189724	0.002530887	1.22997	2.91778	1.48352	2.08538	2.22391	1.22997	2.91778	1.48352	2.08538	2.22391	0.12468	0.298628	0.155054	0.209545	0.226612
280	-1008.327	-1015.985	7.658162	0.01110032	0.124124	0.000171108	0.000171108	0.000178305	0.000178305	0.000169921	0.000169921	0.000171733	0.000171733	0.000419182	0.000419182	0.293517	0.000429161	0.000429161	0.00040898	0.00040898	0.000413341	0.000413341	0.000247901	0.000247901	0.000243557	0.000243557	0.180885	0.000241868	0.000241868	0.000244447	0.000244447	0.000257444	0.000257444	0.000252933	0.000252933	0.000263572	0.000263572	0.179015	0.000253857	0.000253857	0.00032317	0.00032317	0.000317508	0.000317508	0.000330863	0.000330863	0.000315305	0.000315305	0.227114	0.0035625	0.00174797	0.0060278	0.00104204	0.00211944	0.0035625	0.00174797	0.0060278	0.00104204	0.00211944	0.001610977	1.21199	2.91713	1.72516	1.79157	2.24897	1.21199	2.91713	1.72516	1.79157	2.24897	0.125506	0.296858	0.18284	0.18107	0.229688
290	-998.4968	-1007.855	9.358032	0.005266011	0.125549	8.29072e-05	8.29072e-05	8.39067e-05	8.39067e-05	8.24897e-05	8.24897e-05	8.33289e-05	8.33289e-05	0.000213587	0.000213587	0.322096	0.000215712	0.000215712	0.000212069	0.000212069	0.000214227	0.000214227	0.000115653	0.000115653	0.000115412	0.000115412	0.176511	0.000114831	0.000114831	0.000116	0.000116	0.000151273	0.000151273	0.000150959	0.000150959	0.000152779	0.000152779	0.226977	0.000151727	0.000151727	0.000164099	0.000164099	0.000163757	0.000163757	0.000165732	0.000165732	0.000162933	0.000162933	0.248725	0.00128106	0.00107032	0.00228875	0.000561374	0.00158447	0.00128106	0.00107032	0.00228875	0.000561374	0.00158447	0.002372654	1.24617	3.20372	1.73475	2.26904	2.46142	1.24617	3.20372	1.73475	2.26904	2.46142	0.126214	0.323807	0.177435	0.22819	0.250038
300	-1004.213	-1014.982	10.7686	0.01114954	0.123085	0.000174223	0.000174223	0.000176025	0.000176025	0.000173483	0.000173483	0.000175254	0.000175254	0.000418097	0.000418097	0.297924	0.000424239	0.000424239	0.000418112	0.000418112	0.000422381	0.000422381	0.000278976	0.000278976	0.000280176	0.000280176	0.200846	0.000278986	0.000278986	0.000281834	0.000281834	0.000268226	0.000268226	0.000269379	0.000269379	0.000272166	0.000272166	0.190318	0.000270974	0.000270974	0.000309555	0.000309555	0.000310887	0.000310887	0.000314102	0.000314102	0.000309566	0.000309566	0.221885	0.00146491	0.00190132	0.00295531	0.00146862	0.00250443	0.00146491	0.00190132	0.00295531	0.00146862	0.00250443	0.003060664	1.22676	2.95661	1.9728	1.89678	2.18905	1.22676	2.95661	1.9728	1.89678	2.18905	0.124483	0.301289	0.203086	0.19248	0.224373
310	-999.1489	-1008.943	9.794053	0.004116105	0.133425	6.88864e-05	6.88864e-05	7.02872e-05	7.02872e-05	6.81953e-05	6.81953e-05	6.94317e-05	6.94317e-05	0.000168625	0.000168625	0.326171	0.00017194	0.00017194	0.000166822	0.000166822	0.000169847	0.000169847	7.2315e-05	7.2315e-05	7.22667e-05	7.22667e-05	0.142723	7.15417e-05	7.15417e-05	7.28388e-05	7.28388e-05	0.000110696	0.000110696	0.000110623	0.000110623	0.000112872	0.000112872	0.211971	0.000111498	0.000111498	0.000124948	0.000124948	0.000124865	0.000124865	0.000127404	0.000127404	0.000123612	0.000123612	0.2436	0.00144455	0.00137685	0.00343838	0.000359774	0.0021793	0.00144455	0.00137685	0.00343838	0.000359774	0.0021793	0.002522793	1.32068	3.23071	1.38549	2.12084	2.3939	1.32068	3.23071	1.38549	2.12084	2.3939	0.133978	0.327525	0.143301	0.212863	0.244602
320	-998.6332	-1006.997	8.363543	0.000979458	0.129214	1.58742e-05	1.58742e-05	1.61259e-05	1.61259e-05	1.57028e-05	1.57028e-05	1.59445e-05	1.59445e-05	3.69238e-05	3.69238e-05	0.302026	3.76011e-05	3.76011e-05	3.66145e-05	3.66145e-05	3.71781e-05	3.71781e-05	2.2982e-05	2.2982e-05	2.30381e-05	2.30381e-05	0.190967	2.27895e-05	2.27895e-05	2.31402e-05	2.31402e-05	2.62811e-05	2.62811e-05	2.63453e-05	2.63453e-05	2.67632e-05	2.67632e-05	0.212652	2.64621e-05	2.64621e-05	2.81638e-05	2.81638e-05	2.82326e-05	2.82326e-05	2.86804e-05	2.86804e-05	2.79279e-05	2.79279e-05	0.231393	0.00121381	0.00146106	0.00307024	0.000366024	0.0019107	0.00121381	0.00146106	0.00307024	0.000366024	0.0019107	0.001873354	1.2779	2.97969	1.8546	2.12084	2.27277	1.2779	2.97969	1.8546	2.12084	2.27277	0.129341	0.302323	0.191151	0.212864	0.231619
330	-1006.398	-1014.676	8.278282	0.0001187819	0.147184	2.19764e-06	2.19764e-06	2.18599e-06	2.18599e-06	2.15811e-06	2.15811e-06	2.1797e-06	2.1797e-06	4.41056e-06	4.41056e-06	0.298652	4.41134e-06	4.41134e-06	4.35506e-06	4.35506e-06	4.39863e-06	4.39863e-06	3.14499e-06	3.14499e-06	3.16231e-06	3.16231e-06	0.211829	3.10542e-06	3.10542e-06	3.13649e-06	3.13649e-06	2.95416e-06	2.95416e-06	2.97042e-06	2.97042e-06	2.95468e-06	2.95468e-06	0.196437	2.94617e-06	2.94617e-06	3.33466e-06	3.33466e-06	3.35302e-06	3.35302e-06	3.33525e-06	3.33525e-06	3.29271e-06	3.29271e-06	0.223957	0.00206209	0.00262387	0.00208014	0.000777914	0.00178617	0.00206209	0.00262387	0.00208014	0.000777914	0.00178617	0.001828881	1.44227	2.91051	2.07537	1.94944	2.20053	1.44227	2.91051	2.07537	1.94944	2.20053	0.147201	0.298687	0.211854	0.196461	0.223984
340	-998.9717	-1007.618	8.646697	0.0009945622	0.125006	1.56195e-05	1.56195e-05	1.57691e-05	1.57691e-05	1.54386e-05	1.54386e-05	1.55507e-05	1.55507e-05	3.83304e-05	3.83304e-05	0.309266	3.88549e-05	3.88549e-05	3.80406e-05	3.80406e-05	3.83167e-05	3.83167e-05	2.11992e-05	2.11992e-05	2.12854e-05	2.12854e-05	0.172682	2.10389e-05	2.10389e-05	2.11916e-05	2.11916e-05	2.65243e-05	2.65243e-05	2.66322e-05	2.66322e-05	2.68873e-05	2.68873e-05	0.211531	2.65148e-05	2.65148e-05	3.53945e-05	3.53945e-05	3.55385e-05	3.55385e-05	3.58789e-05	3.58789e-05	3.51269e-05	3.51269e-05	0.284319	0.000958368	0.00136915	0.00233992	0.000195125	0.00092226	0.000958368	0.00136915	0.00233992	0.000195125	0.00092226	0.002068245	1.23942	3.05393	1.68902	2.11329	2.82002	1.23942	3.05393	1.68902	2.11329	2.82002	0.125131	0.309573	0.172852	0.211744	0.284603
350	-1001.994	-1010.799	8.8057	0.002679157	0.137244	4.59698e-05	4.59698e-05	4.69935e-05	4.69935e-05	4.59325e-05	4.59325e-05	4.61709e-05	4.61709e-05	0.000109491	0.000109491	0.325247	0.000111648	0.000111648	0.000109127	0.000109127	0.000109694	0.000109694	6.87372e-05	6.87372e-05	6.85644e-05	6.85644e-05	0.208733	6.85088e-05	6.85088e-05	6.88644e-05	6.88644e-05	6.3158e-05	6.3158e-05	6.29993e-05	6.29993e-05	6.44022e-05	6.44022e-05	0.18746	6.32749e-05	6.32749e-05	8.03324e-05	8.03324e-05	8.01305e-05	8.01305e-05	8.1915e-05	8.1915e-05	8.00655e-05	8.00655e-05	0.239674	0.00122744	0.000973019	0.00322164	0.000891095	0.00141474	0.00122744	0.000973019	0.00322164	0.000891095	0.00141474	0.002083313	1.35944	3.22978	2.02761	1.86304	2.36965	1.35944	3.22978	2.02761	1.86304	2.36965	0.137614	0.326127	0.209282	0.187968	0.240319
360	-997.9553	-1006.379	8.42332	0.006745128	0.131518	0.000111818	0.000111818	0.000111992	0.000111992	0.000111198	0.000111198	0.000112012	0.000112012	0.000275703	0.000275703	0.325306	0.00027657	0.00027657	0.00027461	0.00027461	0.000276621	0.000276621	0.000156515	0.000156515	0.000156764	0.000156764	0.184961	0.000155895	0.000155895	0.000157036	0.000157036	0.000184749	0.000184749	0.000185042	0.000185042	0.00018533	0.00018533	0.216779	0.000185363	0.000185363	0.00021432	0.00021432	0.00021466	0.00021466	0.000214994	0.000214994	0.00021347	0.00021347	0.253318	0.00093765	0.00109784	0.00125502	0.000537451	0.00127346	0.00093765	0.00109784	0.00125502	0.000537451	0.00127346	0.001987741	1.31181	3.23958	1.83909	2.17084	2.51831	1.31181	3.23958	1.83909	2.17084	2.51831	0.132412	0.327513	0.186213	0.21826	0.255033
370	-1010.911	-1021.04	10.12874	0.01997363	0.118729	0.000304596	0.000304596	0.00031097	0.00031097	0.000301567	0.000301567	0.000300059	0.000300059	0.000777951	0.000777951	0.307511	0.000799804	0.000799804	0.000775619	0.000775619	0.000771742	0.000771742	0.000407138	0.000407138	0.000409996	0.000409996	0.164303	0.000405918	0.000405918	0.000403889	0.000403889	0.000419916	0.000419916	0.000422864	0.000422864	0.000431712	0.000431712	0.164335	0.000416565	0.000416565	0.00067292	0.00067292	0.000677644	0.000677644	0.000691823	0.000691823	0.000670903	0.000670903	0.262032	0.00198559	0.00270145	0.00485045	0.00167985	0.00117162	0.00198559	0.00270145	0.00485045	0.00167985	0.00117162	0.002666265	1.1879	3.05525	1.59895	1.64914	2.64276	1.1879	3.05525	1.59895	1.64914	2.64276	0.121164	0.313761	0.167556	0.167717	0.267459
380	-1003.632	-1009.992	6.35988	0.009877157	0.125526	0.000157779	0.000157779	0.000157038	0.000157038	0.000156154	0.000156154	0.00015634	0.00015634	0.000390909	0.000390909	0.316	0.000392189	0.000392189	0.000389981	0.000389981	0.000390445	0.000390445	0.000270474	0.000270474	0.000272639	0.000272639	0.217616	0.000269831	0.000269831	0.000270153	0.000270153	0.000283338	0.000283338	0.000285606	0.000285606	0.000284265	0.000284265	0.226683	0.000283002	0.000283002	0.000380781	0.000380781	0.00038383	0.00038383	0.000382028	0.000382028	0.000379877	0.000379877	0.305005	0.000843385	0.00165082	0.0011735	0.000603853	0.000723696	0.000843385	0.00165082	0.0011735	0.000603853	0.000723696	0.00150942	1.25717	3.13969	2.17238	2.2757	3.05834	1.25717	3.13969	2.17238	2.2757	3.05834	0.12678	0.319127	0.219783	0.228955	0.308058
390	-1002.793	-1011.363	8.569651	0.003887393	0.120719	5.81044e-05	5.81044e-05	5.88846e-05	5.88846e-05	5.75701e-05	5.75701e-05	5.80463e-05	5.80463e-05	0.000155482	0.000155482	0.314479	0.000155469	0.000155469	0.000151999	0.000151999	0.000153256	0.000153256	7.83502e-05	7.83502e-05	7.7306e-05	7.7306e-05	0.1606	7.65952e-05	7.65952e-05	7.72287e-05	7.72287e-05	8.9137e-05	8.9137e-05	8.79491e-05	8.79491e-05	8.91301e-05	8.91301e-05	0.178632	8.78611e-05	8.78611e-05	0.000139815	0.000139815	0.000137951	0.000137951	0.000139804	0.000139804	0.000136683	0.000136683	0.282509	0.00270575	0.00133695	0.00269775	0.000405198	0.00123562	0.00270575	0.00133695	0.00269775	0.000405198	0.00123562	0.001995334	1.17997	3.11541	1.56992	1.78606	2.80149	1.17997	3.11541	1.56992	1.78606	2.80149	0.121184	0.315712	0.161219	0.17934	0.283617
400	-1002.155	-1011.919	9.764618	0.0004515528	0.111075	6.20842e-06	6.20842e-06	6.3463e-06	6.3463e-06	6.19793e-06	6.19793e-06	6.2248e-06	6.2248e-06	1.93583e-05	1.93583e-05	0.339314	1.95865e-05	1.95865e-05	1.91286e-05	1.91286e-05	1.92115e-05	1.92115e-05	1.025e-05	1.025e-05	1.01455e-05	1.01455e-05	0.183653	1.01284e-05	1.01284e-05	1.01723e-05	1.01723e-05	1.26637e-05	1.26637e-05	1.25346e-05	1.25346e-05	1.28129e-05	1.28129e-05	0.221595	1.25676e-05	1.25676e-05	1.44858e-05	1.44858e-05	1.43381e-05	1.43381e-05	1.46565e-05	1.46565e-05	1.43138e-05	1.43138e-05	0.254577	0.00188163	0.000842863	0.00308242	0.000672364	0.00110889	0.00188163	0.000842863	0.00308242	0.000672364	0.00110889	0.002677912	1.09073	3.3663	1.78242	2.20214	2.51899	1.09073	3.3663	1.78242	2.20214	2.51899	0.111125	0.339469	0.183735	0.221696	0.254693
410	-998.7198	-1006.551	7.830907	0.001154774	0.13627	1.97919e-05	1.97919e-05	1.97376e-05	1.97376e-05	1.96444e-05	1.96444e-05	1.98372e-05	1.98372e-05	4.6428e-05	4.6428e-05	0.322887	4.65334e-05	4.65334e-05	4.63136e-05	4.63136e-05	4.67683e-05	4.67683e-05	3.30367e-05	3.30367e-05	3.32029e-05	3.32029e-05	0.229125	3.29553e-05	3.29553e-05	3.32788e-05	3.32788e-05	3.23733e-05	3.23733e-05	3.25361e-05	3.25361e-05	3.24468e-05	3.24468e-05	0.223463	3.26105e-05	3.26105e-05	3.87327e-05	3.87327e-05	3.89275e-05	3.89275e-05	3.88206e-05	3.88206e-05	3.86372e-05	3.86372e-05	0.269985	0.000779653	0.00128642	0.00100841	0.00053116	0.00151817	0.000779653	0.00128642	0.00100841	0.00053116	0.00151817	0.001867898	1.35372	3.19154	2.271	2.22539	2.66255	1.35372	3.19154	2.271	2.22539	2.66255	0.136428	0.323259	0.22939	0.223723	0.270296
420	-999.9012	-1008.009	8.107803	0.003804663	0.127894	6.15899e-05	6.15899e-05	6.14756e-05	6.14756e-05	6.06864e-05	6.06864e-05	6.09321e-05	6.09321e-05	0.000138645	0.000138645	0.292954	0.000139597	0.000139597	0.000137804	0.000137804	0.000138362	0.000138362	0.000103601	0.000103601	0.000104507	0.000104507	0.218502	0.000102973	0.000102973	0.00010339	0.00010339	9.80004e-05	9.80004e-05	9.88567e-05	9.88567e-05	9.86733e-05	9.86733e-05	0.204036	9.78009e-05	9.78009e-05	0.000131323	0.000131323	0.00013247	0.00013247	0.000132224	0.000132224	0.000130527	0.000130527	0.274519	0.000976942	0.00185922	0.00167028	0.000365002	0.00077139	0.000976942	0.00185922	0.00167028	0.000365002	0.00077139	0.001876115	1.2714	2.88705	2.15733	2.0407	2.73458	1.2714	2.88705	2.15733	2.0407	2.73458	0.128383	0.294063	0.219331	0.204822	0.275572
430	-1001.37	-1007.179	5.80938	0.01573485	0.12293	0.000244237	0.000244237	0.000247273	0.000247273	0.000242175	0.000242175	0.000243814	0.000243814	0.000654358	0.000654358	0.325572	0.000658678	0.000658678	0.000645099	0.000645099	0.000649464	0.000649464	0.000364455	0.000364455	0.000362356	0.000362356	0.183587	0.000359297	0.000359297	0.000361729	0.000361729	0.000386223	0.000386223	0.000383999	0.000383999	0.000388772	0.000388772	0.190541	0.000383334	0.000383334	0.0005445	0.0005445	0.000541365	0.000541365	0.000548095	0.000548095	0.000536795	0.000536795	0.270444	0.00185516	0.00126867	0.00252762	0.000413845	0.00109327	0.00185516	0.00126867	0.00252762	0.000413845	0.00109327	0.001315528	1.2262	3.26633	1.81923	1.92789	2.71796	1.2262	3.26633	1.81923	1.92789	2.71796	0.124885	0.330787	0.186482	0.193625	0.274785
440	-1001.352	-1006.166	4.814688	0.01080953	0.140174	0.000193464	0.000193464	0.000194358	0.000194358	0.000190443	0.000190443	0.000192744	0.000192744	0.000421793	0.000421793	0.312003	0.000428152	0.000428152	0.000419527	0.000419527	0.000424595	0.000424595	0.000231849	0.000231849	0.000234262	0.000234262	0.172293	0.000230603	0.000230603	0.000233389	0.000233389	0.00032881	0.00032881	0.000332232	0.000332232	0.000333767	0.000333767	0.239424	0.000330994	0.000330994	0.00035118	0.00035118	0.000354835	0.000354835	0.000356475	0.000356475	0.000349294	0.000349294	0.258803	0.000756669	0.00180519	0.00227566	0.000215391	0.0014261	0.000756669	0.00180519	0.00227566	0.000215391	0.0014261	0.00115088	1.40642	3.09819	1.703	2.41521	2.57952	1.40642	3.09819	1.703	2.41521	2.57952	0.141716	0.315391	0.174153	0.242076	0.261626
450	-1002.142	-1012.407	10.26551	0.01329443	0.143996	0.000244018	0.000244018	0.000243842	0.000243842	0.000241338	0.000241338	0.000242264	0.000242264	0.000515214	0.000515214	0.307804	0.00051803	0.00051803	0.000512709	0.000512709	0.000514677	0.000514677	0.000338896	0.000338896	0.000340993	0.000340993	0.202321	0.000337248	0.000337248	0.000338543	0.000338543	0.000343846	0.000343846	0.000345974	0.000345974	0.000345725	0.000345725	0.203168	0.000343488	0.000343488	0.000463079	0.000463079	0.000465945	0.000465945	0.00046561	0.00046561	0.000460828	0.000460828	0.27467	0.00121353	0.00183988	0.00176672	0.000721412	0.0011081	0.00121353	0.00183988	0.00176672	0.000721412	0.0011081	0.002977988	1.44186	3.06316	2.01487	2.04431	2.7532	1.44186	3.06316	2.01487	2.04431	2.7532	0.145939	0.311926	0.205033	0.205926	0.27838
460	-1006.09	-1012.191	6.100558	0.003720777	0.132943	6.32651e-05	6.32651e-05	6.36736e-05	6.36736e-05	6.19921e-05	6.19921e-05	6.23376e-05	6.23376e-05	0.000136055	0.000136055	0.297091	0.000139588	0.000139588	0.000135901	0.000135901	0.000136659	0.000136659	9.85815e-05	9.85815e-05	0.000100492	0.000100492	0.216653	9.847e-05	9.847e-05	9.90189e-05	9.90189e-05	0.000104038	0.000104038	0.000106054	0.000106054	0.000106739	0.000106739	0.222606	0.000104499	0.000104499	0.000119678	0.000119678	0.000121997	0.000121997	0.000122785	0.000122785	0.000119543	0.000119543	0.257498	0.000779941	0.00273319	0.00339656	0.000665947	0.00122706	0.000779941	0.00273319	0.00339656	0.000665947	0.00122706	0.001359544	1.32407	2.90267	2.10319	2.21959	2.55327	1.32407	2.90267	2.10319	2.21959	2.55327	0.133445	0.298187	0.217446	0.223448	0.258466
470	-1000.889	-1010.273	9.384602	0.002156232	0.135843	3.67866e-05	3.67866e-05	3.69265e-05	3.69265e-05	3.64038e-05	3.64038e-05	3.6859e-05	3.6859e-05	7.74151e-05	7.74151e-05	0.287336	7.79081e-05	7.79081e-05	7.68053e-05	7.68053e-05	7.77657e-05	7.77657e-05	5.38535e-05	5.38535e-05	5.39911e-05	5.39911e-05	0.200645	5.34293e-05	5.34293e-05	5.40974e-05	5.40974e-05	5.43708e-05	5.43708e-05	5.45097e-05	5.45097e-05	5.47171e-05	5.47171e-05	0.199705	5.4617e-05	5.4617e-05	7.37422e-05	7.37422e-05	7.39306e-05	7.39306e-05	7.42119e-05	7.42119e-05	7.31614e-05	7.31614e-05	0.274243	0.00143631	0.00169545	0.00208237	0.000637345	0.00189573	0.00143631	0.00169545	0.00208237	0.000637345	0.00189573	0.002323975	1.34209	2.83157	1.96977	1.98869	2.69722	1.34209	2.83157	1.96977	1.98869	2.69722	0.136137	0.287956	0.201076	0.200141	0.274833
